Wall time,Step,Value
1774600909.220856,0,0.0
1774600909.2423553,1,0.0
1774600909.2614028,2,0.0
1774600909.2818186,3,0.0
1774600909.3020322,4,0.0
1774600909.3233511,5,0.0
1774600909.344185,6,0.0
1774600909.3633997,7,0.0
1774600909.3846703,8,0.0
1774600909.4032736,9,0.0
1774600909.4264328,10,0.0
1774600909.4443443,11,0.0
1774600909.46486,12,0.0
1774600909.485056,13,0.0
1774600909.5072153,14,0.0
1774600909.526124,15,0.0
1774600909.5466287,16,0.0
1774600909.5652459,17,0.0
1774600909.589119,18,0.0
1774600909.606964,19,0.0
1774600909.6275017,20,0.0
1774600909.651381,21,0.0
1774600909.666973,22,0.0
1774600909.6921554,23,0.0
1774600909.7122898,24,0.0
1774600909.7306638,25,0.0
1774600909.7497513,26,0.0
1774600909.770514,27,0.0
1774600909.791854,28,0.0
1774600909.8120358,29,0.0
1774600909.8319426,30,0.0
1774600909.8551948,31,0.0
1774600909.874372,32,0.0
1774600909.8921099,33,0.0
1774600909.913781,34,0.0
1774600909.9342396,35,0.0
1774600909.9559784,36,0.0
1774600909.9766054,37,0.0
1774600909.9940298,38,0.0
1774600910.0180624,39,0.0
1774600910.0376859,40,0.0
1774600910.0551543,41,0.0
1774600910.0786164,42,0.0
1774600910.0967968,43,0.0
1774600910.119103,44,0.0
1774600910.1386395,45,0.0
1774600910.158749,46,0.0
1774600910.180094,47,0.0
1774600910.2008746,48,0.0
1774600910.2200828,49,0.0
1774600910.2383878,50,0.0
1774600910.2614996,51,0.0
1774600910.2799246,52,0.0
1774600910.2983599,53,0.0
1774600910.324163,54,0.0
1774600910.3421836,55,0.0
1774600910.3605046,56,0.0
1774600910.3826191,57,0.0
1774600910.402003,58,0.0
1774600910.4216173,59,0.0
1774600910.442931,60,0.0
1774600910.4644253,61,0.0
1774600910.484917,62,0.0
1774600910.5065966,63,0.0
1774600910.5237837,64,0.0
1774600910.5458322,65,0.0
1774600910.565977,66,0.0
1774600910.5870767,67,0.0
1774600910.607358,68,0.0
1774600910.627009,69,0.0
1774600910.6479168,70,22.21455192565918
1774600910.667711,71,22.177518844604492
1774600910.6886497,72,22.102481842041016
1774600910.715148,73,22.179933547973633
1774600910.7289681,74,22.24795913696289
1774600910.750116,75,22.32377815246582
1774600910.7706232,76,22.633913040161133
1774600910.7895558,77,22.633913040161133
1774600910.810612,78,22.75495147705078
1774600910.8315697,79,22.803285598754883
1774600910.8487027,80,22.99734878540039
1774600910.8706498,81,23.232952117919922
1774600910.8901777,82,23.24852752685547
1774600910.9107678,83,23.162818908691406
1774600910.9319084,84,23.27170181274414
1774600910.9526052,85,23.392637252807617
1774600910.9739983,86,23.63960075378418
1774600910.9951148,87,23.79293441772461
1774600911.0139031,88,24.406660079956055
1774600911.035489,89,24.521947860717773
1774600911.0534217,90,24.807100296020508
1774600911.0739038,91,24.92656707763672
1774600911.0959895,92,25.228607177734375
1774600911.1167295,93,25.352128982543945
1774600911.1371443,94,25.495115280151367
1774600911.1609375,95,25.56389045715332
1774600911.18053,96,25.56389045715332
1774600911.2013595,97,25.576906204223633
1774600911.2193713,98,25.576906204223633
1774600911.2367013,99,25.588830947875977
1774600911.255745,100,25.39652442932129
1774600911.2763593,101,25.33458709716797
1774600911.2988157,102,25.201770782470703
1774600911.3214052,103,25.170812606811523
1774600911.338908,104,25.016027450561523
1774600911.3590925,105,24.908161163330078
1774600911.3795044,106,24.773513793945312
1774600911.4008868,107,24.687231063842773
1774600911.424053,108,24.647125244140625
1774600911.4440904,109,24.586400985717773
1774600911.4637935,110,24.468158721923828
1774600911.4841518,111,24.407520294189453
1774600911.5015693,112,24.304668426513672
1774600911.5227032,113,24.24510383605957
1774600911.5409083,114,24.233240127563477
1774600911.5638201,115,24.085668563842773
1774600911.5836668,116,24.001501083374023
1774600911.6081762,117,23.848764419555664
1774600911.624132,118,23.78445053100586
1774600911.6443696,119,23.67894172668457
1774600911.6655352,120,23.582658767700195
1774600911.6852722,121,23.517492294311523
1774600911.7066352,122,23.29432487487793
1774600911.7262423,123,23.29432487487793
1774600911.7489142,124,23.11400604248047
1774600911.7690525,125,23.11400604248047
1774600911.788324,126,23.06813621520996
1774600911.8095717,127,22.877653121948242
1774600911.8285198,128,22.848159790039062
1774600911.8537905,129,22.852968215942383
1774600911.8703842,130,22.8505916595459
1774600911.8912385,131,22.806015014648438
1774600911.9117064,132,22.799755096435547
1774600911.932848,133,22.80880355834961
1774600911.9507546,134,22.843584060668945
1774600911.9714108,135,22.870283126831055
1774600911.9936113,136,22.901363372802734
1774600912.013457,137,22.880290985107422
1774600912.0329568,138,22.840181350708008
1774600912.0520647,139,22.80644989013672
1774600912.0728366,140,22.79792022705078
1774600912.0934472,141,22.76329231262207
1774600912.1139119,142,22.720327377319336
1774600912.135742,143,22.623197555541992
1774600912.1537383,144,22.479822158813477
1774600912.1750398,145,22.397518157958984
1774600912.19708,146,22.357973098754883
1774600912.2174485,147,22.357973098754883
1774600912.2392163,148,22.33856964111328
1774600912.2597868,149,22.351072311401367
1774600912.278954,150,22.439434051513672
1774600912.2968633,151,22.487018585205078
1774600912.3185089,152,22.487018585205078
1774600912.3397665,153,22.773813247680664
1774600912.359349,154,22.806983947753906
1774600912.3789012,155,22.806184768676758
1774600912.4004583,156,23.890642166137695
1774600912.4200988,157,24.363910675048828
1774600912.4395194,158,24.89288330078125
