time Pelvis_px Pelvis_py Pelvis_pz Pelvis_qx Pelvis_qy Pelvis_qz Pelvis_qw Left_Hip_px Left_Hip_py Left_Hip_pz Left_Hip_qx Left_Hip_qy Left_Hip_qz Left_Hip_qw Right_Hip_px Right_Hip_py Right_Hip_pz Right_Hip_qx Right_Hip_qy Right_Hip_qz Right_Hip_qw Spine1_px Spine1_py Spine1_pz Spine1_qx Spine1_qy Spine1_qz Spine1_qw Left_Knee_px Left_Knee_py Left_Knee_pz Left_Knee_qx Left_Knee_qy Left_Knee_qz Left_Knee_qw Right_Knee_px Right_Knee_py Right_Knee_pz Right_Knee_qx Right_Knee_qy Right_Knee_qz Right_Knee_qw Spine2_px Spine2_py Spine2_pz Spine2_qx Spine2_qy Spine2_qz Spine2_qw Left_Ankle_px Left_Ankle_py Left_Ankle_pz Left_Ankle_qx Left_Ankle_qy Left_Ankle_qz Left_Ankle_qw Right_Ankle_px Right_Ankle_py Right_Ankle_pz Right_Ankle_qx Right_Ankle_qy Right_Ankle_qz Right_Ankle_qw Spine3_px Spine3_py Spine3_pz Spine3_qx Spine3_qy Spine3_qz Spine3_qw Left_Foot_px Left_Foot_py Left_Foot_pz Left_Foot_qx Left_Foot_qy Left_Foot_qz Left_Foot_qw Right_Foot_px Right_Foot_py Right_Foot_pz Right_Foot_qx Right_Foot_qy Right_Foot_qz Right_Foot_qw Neck_px Neck_py Neck_pz Neck_qx Neck_qy Neck_qz Neck_qw Left_Collar_px Left_Collar_py Left_Collar_pz Left_Collar_qx Left_Collar_qy Left_Collar_qz Left_Collar_qw Right_Collar_px Right_Collar_py Right_Collar_pz Right_Collar_qx Right_Collar_qy Right_Collar_qz Right_Collar_qw Head_px Head_py Head_pz Head_qx Head_qy Head_qz Head_qw Left_Shoulder_px Left_Shoulder_py Left_Shoulder_pz Left_Shoulder_qx Left_Shoulder_qy Left_Shoulder_qz Left_Shoulder_qw Right_Shoulder_px Right_Shoulder_py Right_Shoulder_pz Right_Shoulder_qx Right_Shoulder_qy Right_Shoulder_qz Right_Shoulder_qw Left_Elbow_px Left_Elbow_py Left_Elbow_pz Left_Elbow_qx Left_Elbow_qy Left_Elbow_qz Left_Elbow_qw Right_Elbow_px Right_Elbow_py Right_Elbow_pz Right_Elbow_qx Right_Elbow_qy Right_Elbow_qz Right_Elbow_qw Left_Wrist_px Left_Wrist_py Left_Wrist_pz Left_Wrist_qx Left_Wrist_qy Left_Wrist_qz Left_Wrist_qw Right_Wrist_px Right_Wrist_py Right_Wrist_pz Right_Wrist_qx Right_Wrist_qy Right_Wrist_qz Right_Wrist_qw Left_Hand_px Left_Hand_py Left_Hand_pz Left_Hand_qx Left_Hand_qy Left_Hand_qz Left_Hand_qw Right_Hand_px Right_Hand_py Right_Hand_pz Right_Hand_qx Right_Hand_qy Right_Hand_qz Right_Hand_qw
10.060000 0.35290956 -0.52757764 -0.67121410 -0.14109212 -0.13862611 0.69983179 0.68637544 0.40191560 -0.48668918 -0.75904965 -0.14764010 -0.13120844 0.68040449 0.70571700 0.29115680 -0.53844810 -0.76407790 -0.13658731 -0.10011165 0.71229554 0.68114365 0.34228936 -0.48926450 -0.55347020 -0.15860052 -0.13699054 0.68574501 0.69701743 0.43208972 -0.46849298 -1.14800274 -0.12520250 -0.08376783 0.69955023 0.69852475 0.23365341 -0.57122254 -1.14966416 -0.14869982 -0.10696956 0.70267947 0.68752272 0.36231387 -0.51368780 -0.41132352 -0.14023527 -0.13332090 0.68237464 0.70492870 0.38278136 -0.44079658 -1.56586039 -0.16376726 -0.16981093 0.69619972 0.67797526 0.21595126 -0.54490380 -1.56651080 -0.07335502 -0.09311339 0.69021745 0.71382684 0.36232603 -0.51945895 -0.35227490 -0.13904903 -0.13676218 0.70528206 0.68157079 0.46961066 -0.52679735 -1.61897588 -0.16370231 -0.16984720 0.69620399 0.67797748 0.21514146 -0.66820794 -1.62934256 -0.07334372 -0.09314549 0.69021251 0.71382865 0.33473143 -0.48295160 -0.13722289 -0.15261132 -0.14479539 0.67071297 0.71125817 0.42412227 -0.46836190 -0.23700789 -0.10779277 -0.08436051 0.71487674 0.68572247 0.27319550 -0.52584740 -0.23881525 -0.19663111 -0.20646232 0.66282054 0.69237159 0.36692727 -0.52645403 -0.06285768 -0.18182423 -0.13442033 0.61701544 0.75376593 0.52368474 -0.40492633 -0.25487474 -0.48716904 0.40430584 0.59929428 0.48994842 0.16793240 -0.56547314 -0.25035220 0.24362758 -0.61527714 0.37485139 0.64928120 0.55723150 -0.38796008 -0.50037080 -0.41179080 0.44246519 0.64835465 0.46291377 0.12755637 -0.57251670 -0.49648620 0.22612285 -0.63109818 0.48816735 0.55881676 0.62416905 -0.43754333 -0.76646835 0.49988958 -0.53050746 -0.66475468 -0.16362595 0.11175408 -0.66095310 -0.78569380 0.39814281 -0.74126190 0.43744165 0.31726657 0.60118560 -0.47807380 -0.84500414 0.49989000 -0.53050699 -0.66475497 -0.16362515 0.15650824 -0.68541570 -0.86270690 0.39814326 -0.74126181 0.43744149 0.31726616
10.070000 0.35280046 -0.52757340 -0.67122257 -0.14107948 -0.13873741 0.69978940 0.68639878 0.40181398 -0.48666686 -0.75904554 -0.14755346 -0.13144696 0.68034563 0.70574757 0.29106340 -0.53844100 -0.76409710 -0.13650913 -0.10032034 0.71201251 0.68142451 0.34215686 -0.48927656 -0.55347550 -0.15853378 -0.13723131 0.68572143 0.69700844 0.43215120 -0.46837962 -1.14798164 -0.12508696 -0.08396103 0.69948509 0.69858740 0.23366660 -0.57089430 -1.14972639 -0.14852101 -0.10730874 0.70272083 0.68746616 0.36212733 -0.51371130 -0.41132313 -0.14014092 -0.13359892 0.68230316 0.70496406 0.38300908 -0.44058538 -1.56585240 -0.16372027 -0.16995698 0.69610397 0.67804846 0.21626757 -0.54457870 -1.56658626 -0.07322511 -0.09321536 0.69024308 0.71380215 0.36211200 -0.51949733 -0.35227594 -0.13893315 -0.13707388 0.70518720 0.68162999 0.46986222 -0.52655750 -1.61897528 -0.16365522 -0.16999321 0.69610819 0.67805060 0.21547304 -0.66788447 -1.62941444 -0.07321373 -0.09324734 0.69023805 0.71380393 0.33438942 -0.48306940 -0.13722682 -0.15238735 -0.14493515 0.67050815 0.71147082 0.42383036 -0.46842054 -0.23695820 -0.10768355 -0.08466951 0.71478028 0.68580210 0.27292150 -0.52594940 -0.23886701 -0.19651640 -0.20677992 0.66272959 0.69239644 0.36655140 -0.52662680 -0.06287932 -0.18181398 -0.13445511 0.61681364 0.75392743 0.52337855 -0.40494280 -0.25475454 -0.48744214 0.40417666 0.59896678 0.49018386 0.16768327 -0.56561995 -0.25047547 0.24363355 -0.61561594 0.37450394 0.64915828 0.55684674 -0.38774562 -0.50024560 -0.41177175 0.44294655 0.64750652 0.46365706 0.12749869 -0.57263905 -0.49664179 0.22619122 -0.63151927 0.48767079 0.55874698 0.62395585 -0.43736964 -0.76642203 0.49967632 -0.53080039 -0.66453011 -0.16423849 0.11172028 -0.66091620 -0.78578110 0.39827059 -0.74126438 0.43733650 0.31724515 0.60096740 -0.47784126 -0.84498680 0.49967582 -0.53080089 -0.66452993 -0.16423904 0.15649395 -0.68535790 -0.86278950 0.39827017 -0.74126437 0.43733669 0.31724556
10.080000 0.35232220 -0.52727480 -0.67129403 -0.14100641 -0.13911900 0.69954843 0.68658218 0.40136185 -0.48628348 -0.75906290 -0.14716786 -0.13231915 0.68017023 0.70583411 0.29063710 -0.53810364 -0.76420766 -0.13624402 -0.10100476 0.71089661 0.68254060 0.34160170 -0.48906700 -0.55352500 -0.15824634 -0.13816774 0.68552050 0.69708638 0.43234070 -0.46769428 -1.14793408 -0.12470116 -0.08463212 0.69924671 0.69881408 0.23355880 -0.56929520 -1.14998841 -0.14781931 -0.10851283 0.70291245 0.68723247 0.36136505 -0.51359200 -0.41135925 -0.13974804 -0.13467345 0.68192215 0.70520616 0.38376442 -0.43954986 -1.56584752 -0.16348156 -0.17040219 0.69580679 0.67829915 0.21728580 -0.54302730 -1.56689668 -0.07275374 -0.09358662 0.69044514 0.71360631 0.36124420 -0.51945335 -0.35231963 -0.13846111 -0.13828216 0.70473081 0.68195386 0.47068465 -0.52544260 -1.61898900 -0.16341632 -0.17043853 0.69581114 0.67830127 0.21654876 -0.66635910 -1.62967443 -0.07274248 -0.09361837 0.69043994 0.71360831 0.33303090 -0.48338810 -0.13727331 -0.15159114 -0.14549691 0.66969957 0.71228731 0.42266455 -0.46848723 -0.23679406 -0.10724423 -0.08586338 0.71431661 0.68620547 0.27182335 -0.52617824 -0.23910824 -0.19604093 -0.20802061 0.66228715 0.69258290 0.36507282 -0.52715490 -0.06299704 -0.18193299 -0.13461077 0.61561235 0.75485224 0.52216310 -0.40485030 -0.25429590 -0.48842740 0.40372377 0.59770524 0.49111532 0.16668096 -0.56601954 -0.25099614 0.24370804 -0.61685483 0.37309476 0.64876562 0.55534010 -0.38678590 -0.49976390 -0.41169079 0.44476373 0.64440888 0.46629739 0.12721169 -0.57288086 -0.49728236 0.22662789 -0.63289496 0.48566038 0.55876448 0.62317430 -0.43648967 -0.76626000 0.49874071 -0.53167297 -0.66384665 -0.16700075 0.11139196 -0.66037460 -0.78669740 0.39976629 -0.73990826 0.43833059 0.31715765 0.60023874 -0.47668776 -0.84498040 0.49874070 -0.53167354 -0.66384616 -0.16700077 0.15605874 -0.68478140 -0.86377880 0.39976668 -0.73990838 0.43833020 0.31715745
10.090000 0.35189563 -0.52650136 -0.67137950 -0.14087897 -0.13932920 0.69913591 0.68698586 0.40095130 -0.48539656 -0.75908630 -0.14669619 -0.13295772 0.68015336 0.70582854 0.29023400 -0.53722370 -0.76432100 -0.13607338 -0.10133603 0.70976615 0.68370104 0.34114248 -0.48843926 -0.55356630 -0.15791954 -0.13900250 0.68505733 0.69744984 0.43252490 -0.46667280 -1.14790320 -0.12452801 -0.08502842 0.69907163 0.69897204 0.23321909 -0.56714370 -1.15021181 -0.14712880 -0.10936731 0.70313056 0.68702214 0.36072910 -0.51316340 -0.41141060 -0.13933399 -0.13560927 0.68132004 0.70569056 0.38424328 -0.43829490 -1.56583500 -0.16313149 -0.17048438 0.69573391 0.67843753 0.21787940 -0.54096043 -1.56716084 -0.07237741 -0.09387133 0.69084651 0.71321865 0.36051887 -0.51913610 -0.35238240 -0.13798916 -0.13933666 0.70410758 0.68247847 0.47115877 -0.52419750 -1.61896825 -0.16306607 -0.17052099 0.69573833 0.67843961 0.21718854 -0.66435460 -1.62981629 -0.07236633 -0.09390301 0.69084110 0.71322081 0.33189037 -0.48352823 -0.13731474 -0.15106411 -0.14601733 0.66895201 0.71299494 0.42168850 -0.46834940 -0.23664504 -0.10681834 -0.08689450 0.71368404 0.68680010 0.27090200 -0.52616644 -0.23934472 -0.19554134 -0.20912404 0.66167437 0.69297752 0.36385474 -0.52746934 -0.06310790 -0.18216725 -0.13466684 0.61427964 0.75587065 0.52115875 -0.40458340 -0.25383544 -0.48912711 0.40349097 0.59658342 0.49197367 0.16584238 -0.56615070 -0.25148230 0.24393624 -0.61774343 0.37170486 0.64863212 0.55410165 -0.38582754 -0.49928313 -0.41157868 0.44637929 0.64205956 0.46808975 0.12692037 -0.57270890 -0.49786377 0.22749621 -0.63343889 0.48367148 0.55951990 0.62263870 -0.43531033 -0.76619214 0.49857108 -0.53213590 -0.66310883 -0.16895249 0.11122195 -0.65984420 -0.78733320 0.40080065 -0.73878995 0.43906602 0.31744184 0.59967800 -0.47525752 -0.84503290 0.49857132 -0.53213660 -0.66310815 -0.16895274 0.15576525 -0.68419206 -0.86450463 0.40080082 -0.73879014 0.43906576 0.31744162
10.100000 0.35146930 -0.52549094 -0.67149097 -0.14047019 -0.13926948 0.69882739 0.68739544 0.40057802 -0.48432326 -0.75913864 -0.14555253 -0.13326354 0.68051857 0.70565566 0.28982730 -0.53607000 -0.76446194 -0.13569808 -0.10135322 0.70856567 0.68501692 0.34070778 -0.48755047 -0.55363930 -0.15724616 -0.13978110 0.68470794 0.69778934 0.43300706 -0.46577820 -1.14789367 -0.12385827 -0.08468366 0.69875932 0.69944492 0.23278035 -0.56456995 -1.15045547 -0.14616702 -0.10988210 0.70350942 0.68675740 0.36004087 -0.51246935 -0.41148287 -0.13860877 -0.13652455 0.68062447 0.70632786 0.38489172 -0.43685824 -1.56580758 -0.16206294 -0.16963289 0.69590840 0.67872812 0.21838589 -0.53859913 -1.56745124 -0.07157728 -0.09383256 0.69127751 0.71288679 0.35971920 -0.51857790 -0.35246906 -0.13725104 -0.14044586 0.70339545 0.68313395 0.47158274 -0.52298970 -1.61893749 -0.16199752 -0.16967023 0.69591311 0.67872953 0.21761697 -0.66205070 -1.62999320 -0.07156672 -0.09386426 0.69127208 0.71288897 0.33060277 -0.48350418 -0.13737905 -0.15050431 -0.14683336 0.66762886 0.71418499 0.42060800 -0.46803510 -0.23647699 -0.10613421 -0.08797371 0.71294777 0.68753300 0.26986070 -0.52593130 -0.23964375 -0.19476866 -0.21030205 0.66099213 0.69348948 0.36249490 -0.52772343 -0.06330638 -0.18233339 -0.13451193 0.61249275 0.75730687 0.52006650 -0.40417188 -0.25337312 -0.48981529 0.40273779 0.59562630 0.49306465 0.16489959 -0.56605047 -0.25218330 0.24428763 -0.61847839 0.37076844 0.64833549 0.55298180 -0.38455728 -0.49875760 -0.41173947 0.44699920 0.64021465 0.46988040 0.12648615 -0.57238746 -0.49865060 0.22831031 -0.63355052 0.48253940 0.56003921 0.62235250 -0.43399882 -0.76562810 0.49882529 -0.53131129 -0.66325912 -0.17020265 0.11308203 -0.65862110 -0.78203500 0.40275602 -0.73677675 0.44051494 0.31763859 0.59950690 -0.47373470 -0.84460900 0.49882520 -0.53131130 -0.66325934 -0.17020226 0.15742613 -0.68290067 -0.85934275 0.40275595 -0.73677661 0.44051511 0.31763875
10.110000 0.35137588 -0.52481290 -0.67157060 -0.14005009 -0.13905812 0.69871767 0.68763546 0.40053946 -0.48364230 -0.75918610 -0.14445772 -0.13321942 0.68097496 0.70544860 0.28974277 -0.53528535 -0.76455950 -0.13534160 -0.10116051 0.70783976 0.68586587 0.34062543 -0.48692673 -0.55370045 -0.15663223 -0.14018868 0.68458173 0.69796943 0.43362730 -0.46540326 -1.14790010 -0.12315242 -0.08399386 0.69847807 0.69993354 0.23262276 -0.56288100 -1.15060782 -0.14543650 -0.10995796 0.70382539 0.68657655 0.35976294 -0.51195450 -0.41153670 -0.13798915 -0.13703402 0.68016232 0.70679553 0.38551635 -0.43595755 -1.56577778 -0.16098444 -0.16852796 0.69615439 0.67900764 0.21877912 -0.53710810 -1.56763482 -0.07084546 -0.09359851 0.69154181 0.71273428 0.35936293 -0.51815736 -0.35253320 -0.13665456 -0.14111745 0.70292719 0.68359692 0.47193265 -0.52236060 -1.61891437 -0.16091875 -0.16856565 0.69615967 0.67900845 0.21788447 -0.66058890 -1.63011742 -0.07083525 -0.09363007 0.69153644 0.71273633 0.32991964 -0.48344097 -0.13742971 -0.15015948 -0.14749350 0.66649854 0.71517656 0.42007115 -0.46779716 -0.23636717 -0.10557401 -0.08862370 0.71245616 0.68804526 0.26933652 -0.52570810 -0.23985487 -0.19414731 -0.21102586 0.66055378 0.69386141 0.36177330 -0.52788645 -0.06347602 -0.18235458 -0.13420381 0.61123170 0.75837459 0.51953360 -0.40389840 -0.25310582 -0.49020143 0.40197160 0.59518197 0.49384195 0.16444261 -0.56589884 -0.25272405 0.24457220 -0.61878779 0.37053636 0.64806567 0.55256474 -0.38368270 -0.49842584 -0.41199893 0.44672945 0.63947217 0.47091925 0.12629035 -0.57216240 -0.49923372 0.22874650 -0.63331814 0.48245556 0.56019616 0.62240260 -0.43236142 -0.76569045 0.49929171 -0.52965026 -0.66424921 -0.17015108 0.11317790 -0.65786093 -0.78279525 0.40403585 -0.73562413 0.44097175 0.31805052 0.59976405 -0.47203820 -0.84476066 0.49929184 -0.52964964 -0.66424969 -0.17015059 0.15742467 -0.68201315 -0.86019860 0.40403561 -0.73562409 0.44097200 0.31805041
10.120000 0.35167068 -0.52365330 -0.67167990 -0.13914544 -0.13864208 0.69871529 0.68790541 0.40096646 -0.48253113 -0.75924385 -0.14288078 -0.13261648 0.68155191 0.70532613 0.29007515 -0.53396070 -0.76471216 -0.13462263 -0.10043833 0.70700938 0.68696914 0.34091955 -0.48580748 -0.55379680 -0.15547125 -0.14055528 0.68460774 0.69812981 0.43469300 -0.46468350 -1.14792109 -0.12169136 -0.08234391 0.69827586 0.70058655 0.23273489 -0.56041056 -1.15080810 -0.14440638 -0.10948514 0.70441766 0.68626203 0.35973406 -0.51094630 -0.41160960 -0.13680057 -0.13755507 0.67991556 0.70716268 0.38653645 -0.43459013 -1.56574726 -0.15898026 -0.16597089 0.69659888 0.67965361 0.21938004 -0.53509560 -1.56787900 -0.06979440 -0.09286866 0.69188745 0.71259802 0.35919887 -0.51722640 -0.35261536 -0.13548794 -0.14180682 0.70263425 0.68398758 0.47233690 -0.52155690 -1.61896193 -0.15891391 -0.16600890 0.69660541 0.67965314 0.21820061 -0.65861030 -1.63028955 -0.06978470 -0.09289962 0.69188275 0.71259953 0.32926348 -0.48280639 -0.13753230 -0.14936692 -0.14784719 0.66518530 0.71649098 0.41966150 -0.46707618 -0.23623070 -0.10443307 -0.08929255 0.71210565 0.68849554 0.26889834 -0.52488380 -0.24016395 -0.19297647 -0.21178319 0.66034489 0.69415605 0.36102966 -0.52756650 -0.06373089 -0.18241233 -0.13366824 0.60982045 0.75959040 0.51919280 -0.40323046 -0.25275996 -0.49007148 0.40163585 0.59463492 0.49490194 0.16405491 -0.56506795 -0.25345707 0.24531480 -0.61922874 0.37066758 0.64728815 0.55244490 -0.38255754 -0.49801180 -0.41166586 0.44702962 0.63890411 0.47169629 0.12639384 -0.57129740 -0.50004286 0.23051218 -0.63216701 0.48361365 0.55977403 0.62270800 -0.43036446 -0.76575655 0.50002399 -0.52767009 -0.66534985 -0.16985258 0.11356474 -0.65678530 -0.78382930 0.40553912 -0.73456500 0.44083543 0.31877326 0.60028034 -0.46998250 -0.84491616 0.50002450 -0.52766959 -0.66534991 -0.16985238 0.15776126 -0.68069280 -0.86133707 0.40553941 -0.73456513 0.44083539 0.31877288
10.130000 0.35188097 -0.52269920 -0.67174520 -0.13869558 -0.13843682 0.69872382 0.68802897 0.40124297 -0.48160356 -0.75928420 -0.14213117 -0.13229534 0.68181977 0.70527907 0.29030500 -0.53292730 -0.76479910 -0.13426271 -0.10007467 0.70664258 0.68746991 0.34112844 -0.48487017 -0.55385685 -0.15490102 -0.14071485 0.68463324 0.69819935 0.43525280 -0.46393862 -1.14794517 -0.12096817 -0.08151341 0.69818692 0.70089753 0.23286335 -0.55885760 -1.15091527 -0.14391802 -0.10922685 0.70469952 0.68611645 0.35978660 -0.51005870 -0.41165778 -0.13621595 -0.13778917 0.67982423 0.70731775 0.38706910 -0.43353882 -1.56574607 -0.15800008 -0.16469204 0.69680764 0.67997919 0.21972139 -0.53376210 -1.56800616 -0.06929485 -0.09250210 0.69204314 0.71254330 0.35918567 -0.51637185 -0.35266770 -0.13491332 -0.14211829 0.70251814 0.68415573 0.47256120 -0.52078240 -1.61900389 -0.15793357 -0.16473037 0.69681475 0.67997802 0.21840128 -0.65729123 -1.63038540 -0.06928544 -0.09253279 0.69203872 0.71254447 0.32901442 -0.48207915 -0.13759714 -0.14896983 -0.14798216 0.66458414 0.71710336 0.41953197 -0.46631825 -0.23618105 -0.10386906 -0.08959495 0.71196068 0.68869142 0.26875260 -0.52406870 -0.24032548 -0.19240196 -0.21212662 0.66027135 0.69428064 0.36073625 -0.52698696 -0.06386649 -0.18249907 -0.13331937 0.60901324 0.76027819 0.51909995 -0.40250415 -0.25261150 -0.48996744 0.40152262 0.59438059 0.49540206 0.16393062 -0.56424266 -0.25381705 0.24568894 -0.61943796 0.37076146 0.64689219 0.55246145 -0.38163927 -0.49783250 -0.41146606 0.44721118 0.63866444 0.47202297 0.12651005 -0.57046120 -0.50044000 0.23142276 -0.63156911 0.48424323 0.55952878 0.62278150 -0.42909017 -0.76367545 0.50037951 -0.52647375 -0.66608733 -0.16962775 0.11391577 -0.65631723 -0.78567976 0.40587490 -0.73444792 0.44035273 0.31928261 0.60049560 -0.46868774 -0.84288540 0.50037924 -0.52647374 -0.66608743 -0.16962765 0.15812117 -0.68008500 -0.86322550 0.40587493 -0.73444789 0.44035261 0.31928263
10.140000 0.35247560 -0.52107040 -0.67183006 -0.13789294 -0.13814241 0.69869424 0.68827944 0.40195838 -0.48000620 -0.75931567 -0.14117451 -0.13182140 0.68205807 0.70532941 0.29094312 -0.53115200 -0.76492876 -0.13369330 -0.09915963 0.70598054 0.68839307 0.34170738 -0.48328704 -0.55392850 -0.15379999 -0.14107220 0.68447512 0.69852561 0.43627298 -0.46247010 -1.14795566 -0.12025517 -0.08011588 0.69809614 0.70127172 0.23313062 -0.55615170 -1.15105093 -0.14285423 -0.10839584 0.70560487 0.68553976 0.36007230 -0.50865070 -0.41172240 -0.13518783 -0.13826724 0.67969778 0.70754315 0.38774470 -0.43174520 -1.56569300 -0.15699231 -0.16301904 0.69704037 0.68037705 0.22036540 -0.53188175 -1.56820250 -0.06804464 -0.09161600 0.69236131 0.71246908 0.35934950 -0.51501640 -0.35273933 -0.13395757 -0.14266786 0.70212327 0.68463433 0.47284600 -0.51931940 -1.61903358 -0.15692546 -0.16305716 0.69704809 0.68037549 0.21870045 -0.65543410 -1.63052726 -0.06803516 -0.09164667 0.69235704 0.71247025 0.32879868 -0.48105812 -0.13766933 -0.14828593 -0.14800029 0.66364901 0.71810666 0.41950735 -0.46518648 -0.23605960 -0.10294619 -0.09012077 0.71151885 0.68921782 0.26870430 -0.52284664 -0.24057752 -0.19142495 -0.21274377 0.65994095 0.69467587 0.36045000 -0.52620930 -0.06405710 -0.18263616 -0.13295919 0.60796375 0.76114779 0.51909100 -0.40132877 -0.25222272 -0.49062950 0.40077165 0.59399971 0.49581158 0.16388986 -0.56295250 -0.25432673 0.24659539 -0.61993158 0.37016956 0.64641339 0.55241346 -0.37991276 -0.49740145 -0.41278386 0.44637105 0.63817420 0.47233049 0.12700844 -0.56884160 -0.50103890 0.23330274 -0.63152100 0.48387968 0.55911674 0.62338160 -0.42728698 -0.76368850 0.50074349 -0.52563982 -0.66640445 -0.16989342 0.11475173 -0.65528065 -0.78659284 0.40615867 -0.73480465 0.43895655 0.32002245 0.60117880 -0.46679790 -0.84296500 0.50074327 -0.52564046 -0.66640403 -0.16989405 0.15906373 -0.67879560 -0.86415480 0.40615838 -0.73480460 0.43895668 0.32002284
10.150000 0.35314006 -0.51932436 -0.67197186 -0.13734604 -0.13794174 0.69867380 0.68844979 0.40270500 -0.47828170 -0.75942110 -0.14052294 -0.13149820 0.68221986 0.70536349 0.29163730 -0.52930610 -0.76510096 -0.13329559 -0.09856282 0.70555338 0.68899357 0.34236110 -0.48157212 -0.55406135 -0.15305095 -0.14131276 0.68436793 0.69874651 0.43722683 -0.46083350 -1.14804661 -0.11977045 -0.07915949 0.69803091 0.70152815 0.23359804 -0.55369750 -1.15122800 -0.14214634 -0.10785050 0.70616837 0.68519259 0.36052677 -0.50705440 -0.41185084 -0.13448925 -0.13859127 0.67961297 0.70769438 0.38846087 -0.42988390 -1.56573963 -0.15630854 -0.16187625 0.69719437 0.68064950 0.22107850 -0.52993300 -1.56841612 -0.06721228 -0.09103019 0.69253012 0.71245918 0.35972107 -0.51345540 -0.35287267 -0.13330972 -0.14304255 0.70185221 0.68496054 0.47329470 -0.51768255 -1.61913776 -0.15624192 -0.16191470 0.69720237 0.68064752 0.21918444 -0.65349320 -1.63071900 -0.06720299 -0.09106107 0.69252585 0.71246026 0.32891247 -0.47972530 -0.13780350 -0.14782100 -0.14802238 0.66301639 0.71878203 0.41975080 -0.46377784 -0.23606193 -0.10232091 -0.09047939 0.71121597 0.68957652 0.26893187 -0.52137680 -0.24083367 -0.19076328 -0.21316516 0.65971319 0.69494501 0.36051506 -0.52504060 -0.06427114 -0.18269984 -0.13283041 0.60686212 0.76203363 0.51934487 -0.39989016 -0.25204316 -0.49107589 0.40025561 0.59374304 0.49609377 0.16412266 -0.56143680 -0.25475790 0.24720722 -0.62026912 0.36976433 0.64608762 0.55264400 -0.37809864 -0.49719202 -0.41367267 0.44579548 0.63784251 0.47254445 0.12760858 -0.56710225 -0.50153000 0.23457075 -0.63149321 0.48362657 0.55883649 0.62442420 -0.42476448 -0.76370925 0.50101428 -0.52511631 -0.66644606 -0.17054981 0.11588805 -0.65419050 -0.78749293 0.40624434 -0.73528551 0.43779926 0.32039443 0.60227110 -0.46414664 -0.84306380 0.50101400 -0.52511551 -0.66644687 -0.17054963 0.16031593 -0.67753800 -0.86503930 0.40624431 -0.73528526 0.43779942 0.32039469
10.160000 0.35368496 -0.51835144 -0.67203030 -0.13699508 -0.13789416 0.69859871 0.68860535 0.40330496 -0.47730178 -0.75944500 -0.14015043 -0.13113813 0.68244544 0.70528641 0.29221020 -0.52826030 -0.76518565 -0.13319664 -0.09818101 0.70519114 0.68943797 0.34288496 -0.48064065 -0.55410844 -0.15252309 -0.14167918 0.68427622 0.69887754 0.43787770 -0.46005583 -1.14807510 -0.11967129 -0.07844347 0.69813288 0.70152405 0.23393315 -0.55220670 -1.15130472 -0.14196791 -0.10738526 0.70672839 0.68472520 0.36087793 -0.50620836 -0.41189134 -0.13401964 -0.13902453 0.67948415 0.70782216 0.38879615 -0.42917702 -1.56573629 -0.15592296 -0.16084742 0.69734053 0.68083217 0.22138213 -0.52906567 -1.56852700 -0.06701857 -0.09075741 0.69273167 0.71231630 0.36000210 -0.51264495 -0.35291803 -0.13288424 -0.14358092 0.70166553 0.68512177 0.47340175 -0.51715790 -1.61919641 -0.15585600 -0.16088595 0.69734864 0.68083005 0.21940094 -0.65265480 -1.63076961 -0.06700939 -0.09078817 0.69272726 0.71231753 0.32892090 -0.47908127 -0.13786215 -0.14763302 -0.14819995 0.66238110 0.71936952 0.41987790 -0.46304375 -0.23599595 -0.10190967 -0.09100988 0.71101319 0.68977665 0.26907570 -0.52066666 -0.24099758 -0.19033834 -0.21372703 0.65955204 0.69504181 0.36051205 -0.52452946 -0.06440704 -0.18265182 -0.13292787 0.60634605 0.76243887 0.51947470 -0.39911336 -0.25178720 -0.49113024 0.39965926 0.59393748 0.49628803 0.16431030 -0.56079230 -0.25506052 0.24728938 -0.62077696 0.36939016 0.64578235 0.55297210 -0.37713417 -0.49689210 -0.41395743 0.44501920 0.63808119 0.47270465 0.12811564 -0.56645227 -0.50187963 0.23516879 -0.63132304 0.48332646 0.55903718 0.62484210 -0.42389765 -0.76372330 0.50101424 -0.52504952 -0.66637517 -0.17103216 0.11649475 -0.65366230 -0.78789400 0.40626390 -0.73546851 0.43750103 0.32035688 0.60270730 -0.46321127 -0.84311680 0.50101426 -0.52504925 -0.66637531 -0.17103230 0.16096894 -0.67698210 -0.86542200 0.40626387 -0.73546850 0.43750102 0.32035693
