0.03,-0.00390625,-0.442871,0.0186768,-0.0437012,0.0579834,2.41541,0.167847,-0.0170898,
0.06,-0.00390625,-0.442871,0.0186768,-0.0437012,0.0579834,2.41541,0.167847,-0.0170898,
0.09,-0.00390625,-0.442871,0.0186768,-0.0437012,0.0579834,2.41541,0.167847,-0.0170898,
0.12,-0.00390625,-0.442871,0.0186768,-0.0437012,0.0579834,2.41541,0.167847,-0.0170898,
0.15,-0.00390625,-0.442871,0.0186768,-0.0437012,0.0579834,2.41541,0.167847,-0.0170898,
0.18,-0.00390625,-0.442871,0.0186768,-0.0437012,0.0579834,2.41541,0.167847,-0.0170898,
0.21,-0.00390625,-0.442871,0.0186768,-0.0437012,0.0579834,2.41541,0.167847,-0.0170898,
0.24,-0.00390625,-0.442871,0.0186768,-0.0437012,0.0579834,2.41541,0.167847,-0.0170898,
0.27,-0.00390625,-0.442871,0.0186768,-0.0437012,0.0579834,2.41541,0.167847,-0.0170898,
0.3,-0.00390625,-0.442871,0.0186768,-0.0437012,0.0579834,2.41541,0.167847,-0.0170898,
0.33,-0.00390625,-0.442871,0.0186768,-0.0437012,0.0579834,2.41541,0.167847,-0.0170898,
0.36,-0.00390625,-0.442871,0.0186768,-0.0437012,0.0579834,2.41541,0.167847,-0.0170898,
0.39,-0.00390625,-0.442871,0.0186768,-0.0437012,0.0579834,2.41541,0.167847,-0.0170898,
0.42,-0.00390625,-0.442871,0.0186768,-0.0437012,0.0579834,2.41541,0.167847,-0.0170898,
0.45,-0.00390625,-0.442871,0.0186768,-0.0437012,0.0579834,2.41541,0.167847,-0.0170898,
0.48,-0.00390625,-0.442871,0.0186768,-0.0437012,0.0579834,2.41541,0.167847,-0.0170898,
0.51,-0.00390625,-0.442871,0.0186768,-0.0437012,0.0579834,2.41541,0.167847,-0.0170898,
0.54,-0.00390625,-0.442871,0.0186768,-0.0437012,0.0579834,2.41541,0.167847,-0.0170898,
0.57,-0.00390625,-0.442871,0.0186768,-0.0437012,0.0579834,2.41541,0.167847,-0.0170898,
0.6,-0.00390625,-0.442871,0.0186768,-0.0437012,0.0579834,2.41541,0.167847,-0.0170898,
0.63,-0.00390625,-0.442871,0.0186768,-0.0437012,0.0579834,2.41541,0.167847,-0.0170898,
0.66,-0.00390625,-0.442871,0.0186768,-0.0437012,0.0579834,2.41541,0.167847,-0.0170898,
0.69,-0.00390625,-0.442871,0.0186768,-0.0437012,0.0579834,2.41541,0.167847,-0.0170898,
0.72,-0.00390625,-0.442871,0.0186768,-0.0437012,0.0579834,2.41541,0.167847,-0.0170898,
0.75,-0.00390625,-0.442871,0.0186768,-0.0437012,0.0579834,2.41541,0.167847,-0.0170898,
0.78,-0.00390625,-0.442871,0.0186768,-0.0437012,0.0579834,2.41541,0.167847,-0.0170898,
0.81,-0.00390625,-0.442871,0.0186768,-0.0437012,0.0579834,2.41541,0.167847,-0.0170898,
0.84,-0.00390625,-0.442871,0.0186768,-0.0437012,0.0579834,2.41541,0.167847,-0.0170898,
0.87,-0.00390625,-0.442871,0.0186768,-0.0437012,0.0579834,2.41541,0.167847,-0.0170898,
0.9,-0.00390625,-0.442871,0.0186768,-0.0437012,0.0579834,2.41541,0.167847,-0.0170898,
0.93,-0.00390625,-0.442871,0.0186768,-0.0437012,0.0579834,2.41541,0.167847,-0.0170898,
0.96,-0.00390625,-0.442871,0.0186768,-0.0437012,0.0579834,2.41541,0.167847,-0.0170898,
0.99,-0.00390625,-0.442871,0.0186768,-0.0437012,0.0579834,2.41541,0.167847,-0.0170898,
1.02,-0.00390625,-0.442871,0.0186768,-0.0437012,0.0579834,2.41541,0.167847,-0.0170898,
1.05,-0.00390625,-0.442871,0.0186768,-0.0437012,0.0579834,2.41541,0.167847,-0.0170898,
1.08,-0.00390625,-0.442871,0.0186768,-0.0437012,0.0579834,2.41541,0.167847,-0.0170898,
