Iteration,MeanEpisodeLength,MeanReward
1347,64.93,2.05
1348,57.98,1.72
1349,54.26,1.57
1350,57.32,1.74
1351,60.22,1.79
1352,62.12,1.92
1353,59.19,1.78
1354,64.13,1.92
1355,63.68,2.04
1356,54.85,1.7
1357,52.52,1.54
1358,58.43,1.92
1359,57.24,1.61
1360,65.74,1.97
1361,64.85,2.07
1362,68.02,2.02
1363,57.05,1.78
1364,58.69,1.74
1365,56.27,1.76
1366,58.31,1.73
1367,62.97,1.97
1368,56.28,1.72
1369,64.4,1.99
1370,64.15,1.92
1371,63.84,1.99
1372,60.88,1.85
1373,60.21,1.92
1374,62.36,1.83
1375,60.65,1.95
1376,56.03,1.7
1377,58.41,1.72
1378,63.72,1.96
1379,58.32,1.81
1380,59.75,1.81
1381,63.59,2.03
1382,64.46,2.02
1383,61.26,1.94
1384,62.59,1.92
1385,61.12,1.91
1386,61.38,1.83
1387,63.31,1.96
1388,56.52,1.67
1389,61.56,1.8
1390,58.5,1.74
1391,66.44,2.06
1392,57.19,1.71
1393,56.25,1.69
1394,59.84,1.85
1395,59.71,1.8
1396,57.45,1.72
1397,60.25,1.87
1398,65.21,1.99
1399,60.33,1.84
1400,59.45,1.71
1401,62.04,1.95
1402,59.33,1.94
1403,64.84,1.94
1404,62.78,1.95
1405,62.34,1.88
1406,57.96,1.7
1407,58.67,1.76
1408,58.87,1.78
1409,57.47,1.73
1410,60.33,1.89
1411,54.64,1.68
1412,60.88,1.87
1413,62.39,1.93
1414,57.64,1.67
1415,53.59,1.54
1416,60,1.82
1417,60.25,1.91
1418,56.83,1.7
1419,57.04,1.72
1420,66.79,2.14
1421,64.25,1.89
1422,68.27,2.16
1423,63.25,1.87
1424,59.42,1.79
1425,59.9,1.83
1426,63.22,1.94
1427,61.35,1.94
1428,57.81,1.65
1429,63.89,2.01
1430,63.67,1.92
1431,58.45,1.83
1432,58.08,1.71
1433,61.64,1.89
1434,65.02,1.91
1435,57.67,1.72
1436,58.69,1.74
1437,58.06,1.78
1438,63.99,2.03
1439,63.25,2.05
1440,53.93,1.58
1441,65.36,1.97
1442,52.37,1.59
1443,62.54,1.92
1444,60.85,1.88
1445,58.15,1.92
1446,58.28,1.74
1447,59.25,1.76
1448,62.84,1.94
1449,63.41,1.94
1450,61.23,2.04
1451,60.35,1.75
1452,62.93,2.05
1453,59.45,1.77
1454,68.9,2.04
1455,59.84,1.9
1456,65.12,2.09
1457,64.92,2.05
1458,58.91,1.79
1459,58.47,1.82
1460,64.37,1.97
1461,59.38,1.78
1462,59.51,1.88
1463,65.06,1.98
1464,55.82,1.74
1465,60.65,1.96
1466,56.92,1.67
1467,63.21,1.87
1468,54.75,1.72
1469,63.56,1.99
1470,61.89,1.82
1471,66.43,2.09
1472,58.85,1.87
1473,61.77,2
1474,61.49,1.84
1475,65.98,2.09
1476,60.72,1.79
1477,59.29,1.83
1478,65.2,1.92
1479,66.18,2.04
1480,61.97,1.95
1481,58.94,1.82
1482,58.88,1.79
1483,59.94,1.85
1484,61.57,1.82
1485,63.04,1.9
1486,57.54,1.75
1487,62.06,1.9
1488,64.42,1.97
1489,63.89,1.93
1490,57.94,1.82
1491,58.91,1.89
1492,62.62,1.88
1493,67.94,2
1494,62.88,1.95
1495,56.19,1.82
1496,62.58,1.94
1497,57.71,1.78
1498,64.7,2.01
1499,65.65,1.95
1500,63.22,2
1501,57.46,1.73
1502,67.3,2.01
1503,64.42,2.02
1504,64.02,1.98
1505,57.43,1.69
1506,66.54,2.01
1507,62.27,1.93
1508,58.41,1.83
1509,55.95,1.72
1510,66.47,2.25
1511,57.83,1.81
1512,64.93,2.15
1513,64.66,2.03
1514,64.23,2.11
1515,63.52,1.94
1516,65.88,2.1
1517,57.64,1.77
1518,63.58,2
1519,71.17,2.17
1520,58.41,1.86
1521,65.09,1.94
1522,64.74,2.06
1523,55.52,1.7
1524,57.21,1.85
1525,70.29,2.16
1526,58.54,1.79
1527,56.43,1.64
1528,63.12,1.9
1529,67.72,2.22
1530,67.22,2.19
1531,62.45,1.98
1532,61.57,1.8
1533,64.42,2.11
1534,58.4,1.81
1535,66.19,2.03
1536,63.41,1.96
1537,57.19,1.83
1538,61,1.9
1539,72.84,2.36
1540,63.76,2.04
1541,65.83,2.05
1542,56,1.65
1543,60.88,1.94
1544,67.2,2.06
1545,66.99,2.18
1546,57.63,1.72
1547,60.97,2
1548,56.37,1.72
1549,71.15,2.2
1550,60.04,1.8
1551,56.47,1.72
1552,59.43,1.84
1553,62.67,1.96
1554,63.75,2.08
1555,57.79,1.92
1556,60.35,1.9
1557,71.98,2.41
1558,61.56,1.87
1559,65.12,2.12
1560,65.17,2.11
1561,60.62,1.85
1562,60.81,1.91
1563,64.28,1.97
1564,60.76,1.96
1565,64.64,1.97
1566,65.03,2
1567,64.56,2.08
1568,64.15,1.99
1569,67.43,2.05
1570,57.67,1.79
1571,61.84,1.9
1572,65.87,1.99
1573,60.5,1.95
1574,59.87,1.89
1575,57.68,1.8
1576,58.79,1.91
1577,60.58,1.8
1578,58.26,1.8
1579,57.7,1.83
1580,68.64,2.23
1581,65.54,2.02
1582,61.52,2
1583,64.42,1.88
1584,56.27,1.73
1585,59.38,1.81
1586,59.04,1.8
1587,67.28,2.17
1588,56.56,1.75
1589,63.35,1.99
1590,65.14,2.08
1591,60.88,1.86
1592,61.09,2.03
1593,59.7,1.88
1594,61.98,1.94
1595,54.15,1.64
1596,63.07,2.06
1597,54.04,1.7
1598,64.49,2.07
1599,59.99,1.83
1600,65.58,2.03
1601,57.1,1.78
1602,63.86,1.95
1603,59.8,1.8
1604,67.83,2.2
1605,63.89,1.95
1606,65.25,2.13
1607,61.14,1.89
1608,60.04,1.84
1609,64.35,2.06
1610,64.08,2.05
1611,59.91,1.83
1612,63.7,1.96
1613,60.33,2.02
1614,60.9,1.96
1615,62.96,1.98
1616,63.02,1.94
1617,63.64,1.93
1618,62.41,1.91
1619,61.48,1.93
1620,59.08,1.87
1621,63.38,1.93
1622,65.65,2.18
1623,65.09,2.09
1624,64.05,2.08
1625,59.09,1.81
1626,64.82,2.16
1627,57.5,1.78
1628,69.65,2.15
1629,61.75,1.89
1630,60.16,1.87
1631,60.48,1.94
1632,67.45,2.14
1633,56.54,1.79
1634,63.07,2.05
1635,64.72,2.06
1636,66.1,2.15
1637,57.6,1.8
1638,64.46,2.04
1639,63.26,2.05
1640,61.79,2
1641,63.84,2.08
1642,63.77,2.11
1643,62.88,1.9
1644,61.84,1.94
1645,59.51,1.8
1646,59.97,1.92
1647,59.27,1.81
1648,59.55,1.95
1649,61.32,1.9
1650,67.7,2.24
1651,66.62,2.12
1652,57.39,1.84
1653,64.74,2
1654,62.78,1.89
1655,65.35,2.04
1656,58.02,1.87
1657,64.46,2.06
1658,58.69,1.89
1659,66.95,2.08
1660,63.09,1.93
1661,67.51,2.22
1662,60.03,1.9
1663,58.54,1.76
1664,66.62,2.18
1665,67.98,2.22
1666,58.7,1.89
1667,67.91,2.14
1668,72.19,2.29
1669,63.6,1.97
1670,61.89,1.93
1671,59.14,1.86
1672,64.86,2.06
1673,57.43,1.82
1674,62.23,2.03
1675,67.31,2.12
1676,65.4,2.23
1677,66.81,2.07
1678,62.66,2.1
1679,63.46,2.02
1680,65.48,2.12
1681,60.7,1.86
1682,66.91,2.07
1683,66.47,2.2
1684,62.41,2.08
1685,60.31,1.87
1686,67.65,2.02
1687,68.9,2.17
1688,65.61,2.16
1689,58.73,1.87
1690,62.71,2.05
1691,58.14,1.78
1692,56.08,1.68
1693,69.9,2.18
1694,59.66,1.92
1695,62.2,1.84
1696,65.89,1.99
1697,63.76,1.97
1698,62.98,1.92
1699,65.88,2.18
1700,61.73,2.02
1701,65.41,2.09
1702,67.77,2.15
1703,64.44,2.07
1704,59.27,1.78
1705,61.06,1.92
1706,62.64,2
1707,65.93,2.1
1708,65.6,2.13
1709,62.93,2.04
1710,57.81,1.86
1711,62.1,2.08
1712,63.64,2.02
1713,54.93,1.73
1714,63.29,2
1715,57.31,1.78
1716,61.78,2.06
1717,63.82,2.02
1718,58.94,1.81
1719,68.39,2.27
1720,59.24,1.92
1721,63.12,1.97
1722,58.53,1.86
1723,59.1,1.81
1724,60.89,1.91
1725,61.64,1.99
1726,63.32,2.17
1727,63.29,2.07
1728,60.53,1.91
1729,59.23,1.76
1730,57.9,1.88
1731,64.04,2.04
1732,61.92,2.1
1733,60.44,1.82
1734,65.17,1.99
1735,59.18,1.95
1736,65.65,2.09
1737,67.13,2.08
1738,62.65,2.14
1739,63.95,2.14
1740,59.77,1.97
1741,55.9,1.86
1742,62.43,1.92
1743,56,1.8
1744,64.52,2.09
1745,59.14,1.84
1746,63.35,2.08
1747,61.33,1.99
1748,61.01,1.83
1749,59.44,1.78
1750,66.63,2.21
1751,62.2,2.04
1752,64.09,2
1753,54.89,1.8
1754,55.54,1.7
1755,57.46,1.88
1756,60.36,1.99
1757,61.9,2
1758,60.73,1.89
1759,58.76,1.97
1760,64.2,2.06
1761,66.04,2.16
1762,65.4,2.13
1763,61.4,1.95
1764,68.82,2.25
1765,69.23,2.21
1766,64.72,2.1
1767,67.62,2.25
1768,68.16,2.24
1769,60.29,2.06
1770,67.66,2.27
1771,67.99,2.19
1772,66.62,2.09
1773,57.82,1.76
1774,66.53,2.17
1775,62.65,2.05
1776,62.5,1.97
1777,62.04,2
1778,62.62,2.1
1779,68.86,2.17
1780,61.11,1.95
1781,59.87,1.87
1782,62.76,2.03
1783,63.08,1.92
1784,60.15,1.96
1785,67.36,2.24
1786,59.96,1.79
1787,63.07,2.07
1788,62.81,1.97
1789,64.26,2.16
1790,60.39,1.93
1791,59.46,1.92
1792,60.96,1.93
1793,64.37,2.09
1794,58.06,1.92
1795,56.19,1.84
1796,63.17,2.03
1797,63.89,2.06
1798,60.62,1.98
1799,58.49,1.89
1800,66.62,2.08
1801,60.65,2.02
1802,60.95,1.9
1803,68.56,2.29
1804,59.94,1.89
1805,60.4,1.98
1806,63.57,2.14
1807,63.85,2.09
1808,65.85,2.11
1809,66.44,2.14
1810,71.12,2.21
1811,58.8,1.84
1812,60.66,2.01
1813,64.28,2
1814,64.67,2.08
1815,63.44,2.07
1816,66.45,2.19
1817,58.88,1.94
1818,62.85,2.06
1819,55.08,1.75
1820,58.7,1.98
1821,63.59,2.08
1822,62.85,1.94
1823,69.52,2.14
1824,63.68,2.06
1825,63.38,2.18
1826,65.8,2.08
1827,62.22,2.12
1828,70.36,2.3
1829,66.43,2.14
1830,62.9,2.09
1831,70.97,2.17
1832,63.29,2.13
1833,59.35,1.81
1834,61.88,1.97
1835,64,2.08
1836,60.75,1.98
1837,72.91,2.54
1838,63.1,2.06
1839,59.54,1.88
1840,65.65,2.19
1841,58.87,1.86
1842,64.91,1.96
1843,58.86,1.81
1844,64.57,2.12
1845,63.84,2.17
1846,64.41,2.08
1847,65.94,2.22
1848,68.85,2.19
1849,69.69,2.24
1850,58.43,1.94
1851,69.3,2.15
1852,60.97,1.95
1853,73.07,2.36
1854,62.41,1.98
1855,65.08,2.17
1856,70.38,2.31
1857,68.19,2.26
1858,64.86,2.12
1859,57.33,1.8
1860,69.31,2.24
1861,60.92,2.06
1862,62.63,2.02
1863,63.94,2.03
1864,61.34,1.92
1865,65.58,2.22
1866,61.64,1.99
1867,64.01,2.1
1868,66.23,2.01
1869,71.02,2.33
1870,63.57,2.15
1871,68.28,2.23
1872,68.2,2.21
1873,58.71,1.89
1874,58.97,1.88
1875,60.1,1.95
1876,60.56,2.07
1877,60.41,2.01
1878,59.82,1.95
1879,65.81,2.07
1880,62.33,2.1
1881,62.39,2.05
1882,60.63,1.91
1883,59.21,2.03
1884,54.92,1.76
1885,60.95,2.01
1886,66.07,2.04
1887,64.31,2.12
1888,64.52,2.05
1889,73.86,2.38
1890,65.76,2.08
1891,61.45,2
1892,68.22,2.16
1893,61.69,2
1894,61.19,1.96
1895,66.04,2.14
1896,61.47,1.98
1897,63.26,2.01
1898,65.06,2.12
1899,59.65,2.02
1900,66.26,2.06
1901,63.25,2.1
1902,59.62,1.89
1903,66.1,2.15
1904,64.69,2.01
1905,66.23,2.11
1906,62.65,2.01
1907,58.18,1.89
1908,62.63,1.96
1909,68.21,2.2
1910,61.99,1.97
1911,65.96,2.12
1912,62.46,2.07
1913,63.08,2.09
1914,62.73,2.1
1915,69.91,2.3
1916,62.9,2.05
1917,64.73,2.15
1918,61.38,1.9
1919,60.2,2
1920,65.49,2.13
1921,66.87,2.21
1922,70.8,2.34
1923,66.4,2.3
1924,65.63,2.2
1925,60.94,1.97
1926,64.94,2.06
1927,59.79,1.96
1928,68.27,2.2
1929,59.59,1.87
1930,64.32,2.02
1931,62.09,2.06
1932,63.31,2.08
1933,67.92,2.34
1934,64.73,2.1
1935,61.16,2.07
1936,65.1,2.09
1937,60.24,1.93
1938,64.81,2.08
1939,64.78,2.28
1940,57.61,1.87
1941,63.49,2.04
1942,55.01,1.83
1943,63.54,2.21
1944,62.63,2.02
1945,65.37,2.2
1946,56.65,1.86
1947,65.33,2.14
1948,64.89,2.09
1949,62.06,1.88
1950,64.52,2.12
1951,62.71,2.03
1952,63.74,1.99
1953,60.32,2.03
1954,63.09,2.08
1955,65.85,2.2
1956,65.42,2.18
1957,64.44,2.19
1958,64.22,2.14
1959,58.37,1.93
1960,64.2,2.06
1961,59.13,1.9
1962,65.78,2.13
1963,59.22,1.86
1964,63.94,2.14
1965,66.59,2.08
1966,59.6,2.01
1967,66.38,2.1
1968,61.85,2.14
1969,65.96,2.21
1970,62.96,2.1
1971,69,2.27
1972,63.82,2.07
1973,57.61,1.84
1974,67.27,2.1
1975,62.53,2.04
1976,70.15,2.4
1977,56.3,1.7
1978,61.78,1.95
1979,69.45,2.31
1980,68.6,2.28
1981,58.86,1.93
1982,62.65,2.01
1983,70.35,2.29
1984,64.51,2.19
1985,66.34,2.14
1986,68.07,2.21
1987,64.47,2.19
1988,65.68,2.27
1989,61.96,1.99
1990,66.53,2.14
1991,64.14,2.12
1992,64.2,2.06
1993,60.51,1.96
1994,65.73,2.17
1995,62.62,2
1996,65.17,2.18
1997,62.75,2.04
1998,59.74,1.84
1999,68.05,2.36
2000,65.97,2.24
