Iteration,MeanEpisodeLength,MeanReward
1353,358.12,18.77
1354,355.27,18.39
1355,357.65,18.73
1356,339.79,17.73
1357,380.91,20.38
1358,340.35,18.64
1359,353.93,19.1
1360,346.55,18.68
1361,349.67,19.24
1362,376.64,19.94
1363,357.25,19.18
1364,373.18,19.41
1365,365.83,18.98
1366,356.23,18.94
1367,359.24,18.65
1368,358.4,19.52
1369,356.09,18.81
1370,362.73,18.89
1371,356.48,18.66
1372,357.23,18.68
1373,350.19,18.37
1374,365.44,19.6
1375,349.33,18.36
1376,366.13,19.94
1377,340.95,18.14
1378,330.89,17.42
1379,364.32,19.63
1380,367.99,19.41
1381,358.65,19.27
1382,339.26,18.51
1383,354.4,19.64
1384,362.14,18.92
1385,345.82,18.76
1386,335.77,17.52
1387,351.14,18.16
1388,344.43,18.58
1389,370.1,19.9
1390,339.77,18.36
1391,374.84,19.92
1392,354.13,18.28
1393,368.53,19.5
1394,356.88,18.97
1395,367.78,19.09
1396,348.32,18.61
1397,332.06,17.58
1398,333.11,17.58
1399,343.35,17.77
1400,356.55,18.71
1401,338.18,17.66
1402,324.43,17.11
1403,350.22,18.53
1404,345.09,17.81
1405,357.5,18.94
1406,372.24,19.65
1407,374.09,20.28
1408,349.66,18.95
1409,364.02,19.3
1410,365.27,19.02
1411,377.15,20.13
1412,365.75,18.76
1413,390.08,21.09
1414,382.39,20.21
1415,365.31,19.58
1416,376.67,20.19
1417,370,19.99
1418,362.61,19.03
1419,375.01,20.22
1420,386.96,20.73
1421,388.83,20.76
1422,403.11,21.27
1423,374.36,19.68
1424,371.65,19.46
1425,394.3,20.19
1426,380.61,20.4
1427,399.25,20.67
1428,392.8,20.79
1429,399.47,21.04
1430,409.71,21.28
1431,430.61,22.32
1432,388.42,20.15
1433,398.07,20.76
1434,391.12,19.95
1435,400.07,21.37
1436,390.75,20.38
1437,395.15,19.72
1438,400.39,21.41
1439,410.27,21.31
1440,407.37,21.1
1441,425.68,22.52
1442,411.27,21.07
1443,411.87,21.31
1444,408.16,20.97
1445,416.92,21.66
1446,403.93,20.91
1447,379.24,19.59
1448,416.07,21.47
1449,407.49,21.3
1450,422.39,21.96
1451,395.62,20.65
1452,432.89,22.71
1453,405.74,21.14
1454,435.08,22.29
1455,408.16,21.53
1456,422.86,21.56
1457,425.75,21.4
1458,414,21.17
1459,421.93,22
1460,436.81,23.12
1461,425.34,21.74
1462,413.98,21.68
1463,392.9,20.12
1464,419.37,22.22
1465,436.25,23.36
1466,431.75,22.4
1467,419.72,22.19
1468,413.64,21.45
1469,416.53,21.43
1470,389.4,19.88
1471,398.52,20.7
1472,420.42,22.09
1473,391.99,20.28
1474,405.45,21.39
1475,382.02,20.04
1476,432.83,22.36
1477,397.55,20.43
1478,409.86,20.98
1479,410.69,21.79
1480,417.9,21.76
1481,393.72,20.98
1482,428.26,22
1483,425.54,22.44
1484,416.91,21.39
1485,418.65,21.77
1486,425.1,22.26
1487,386.44,20.54
1488,429.93,22.28
1489,407.76,21.41
1490,413.86,21.55
1491,408.09,21.62
1492,428.85,22.38
1493,388.89,19.87
1494,408.35,21.33
1495,426.35,22.53
1496,421.76,22.16
1497,427.04,22.46
1498,406.24,20.58
1499,409.09,21.33
1500,404.78,21.4
1501,431.6,23.46
1502,387.18,20.23
1503,392.39,20.63
1504,414.42,21.42
1505,385.84,19.96
1506,425.68,22.54
1507,406.96,21.29
1508,396.06,20.83
1509,419.48,21.33
1510,398.91,20.66
1511,392.18,20.67
1512,409.07,21.17
1513,428.92,22.81
1514,422.75,21.99
1515,441.12,23.5
1516,398.84,20.67
1517,416.98,21.58
1518,419.16,22.13
1519,429.78,22.16
1520,420.98,22.3
1521,427.28,22.22
1522,436.59,23.06
1523,425.4,22.48
1524,417.2,21.8
1525,414.07,21.39
1526,413.16,21.44
1527,425.48,21.71
1528,424.77,22.5
1529,407.37,20.66
1530,415.77,22.23
1531,404.11,21.05
1532,404.74,20.94
1533,414.41,21.84
1534,401.09,20.81
1535,417.72,21.71
1536,416.59,21.75
1537,396.49,20.84
1538,419.36,21.6
1539,435.88,22.4
1540,409.92,21.61
1541,409.63,21.37
1542,423.17,21.99
1543,455.95,24.07
1544,443.01,23.13
1545,436.29,22.84
1546,421.1,21.75
1547,442,22.92
1548,442.45,22.56
1549,416.6,22.06
1550,424.3,21.71
1551,460.03,23.93
1552,446.12,23.42
1553,454.6,23.82
1554,427.96,22.44
1555,434.71,22.49
1556,430,22.58
1557,452.06,23.79
1558,464.74,24.21
1559,444.04,23.05
1560,439.79,23.01
1561,449.03,23.48
1562,444.03,22.92
1563,454.41,24.21
1564,438.26,23.08
1565,439.18,23.46
1566,465.13,24.62
1567,429.08,22.45
1568,451.31,24.23
1569,430.09,22.77
1570,460.92,24.02
1571,426.01,22.47
1572,452.15,24.54
1573,439.74,23.17
1574,414.96,21.33
1575,434.62,22.55
1576,449.12,23.65
1577,451.85,23.63
1578,438.29,23.29
1579,440.52,23.47
1580,459.5,24.57
1581,438.14,22.37
1582,449.27,23.03
1583,441.25,23.42
1584,441.9,22.59
1585,455.23,24.22
1586,448.75,23.28
1587,454.23,24.02
1588,435.69,22.88
1589,448.2,23.13
1590,473.72,25.29
1591,456.07,23.86
1592,444.72,23.42
1593,455.15,24.03
1594,459.07,24.08
1595,463.21,23.97
1596,445.63,23.48
1597,465.86,24.24
1598,461.79,24.44
1599,468.85,24.48
1600,470.83,25.58
1601,446.78,23.52
1602,459.93,24.53
1603,470.17,25.25
1604,469.04,24.53
1605,472.91,24.93
1606,468.08,25.08
1607,464.81,25.17
1608,469.27,25.04
1609,463.7,24.27
1610,449.48,23.71
1611,477.16,25.63
1612,475.12,25.02
1613,447.86,23.85
1614,453.8,23.11
1615,479.84,25.1
1616,476.51,25.76
1617,457.4,24.13
1618,474.53,24.33
1619,453.34,23.9
1620,461.44,24.23
1621,479.59,25.88
1622,456.18,24.34
1623,442.6,23.24
1624,458.85,23.89
1625,448.29,23.9
1626,444.92,23.58
1627,473.87,25.97
1628,465.64,24.67
1629,443.04,23.57
1630,467.1,25.55
1631,461.42,24.77
1632,461.04,24.51
1633,470.25,24.66
1634,465.44,24.54
1635,458.66,24.78
1636,461.18,24.63
1637,466.68,24.62
1638,455.33,24.56
1639,459.42,24.71
1640,466.1,25.22
1641,475.08,25.73
1642,464.82,24.88
1643,458.15,24.54
1644,467.82,25.09
1645,443.25,24.07
1646,451.84,23.66
1647,485.23,26.76
1648,462.89,24.2
1649,472.24,25.32
1650,457.42,24.83
1651,483.14,26.21
1652,480.34,26.09
1653,471.15,25.41
1654,469.53,25.15
1655,482.6,25.91
1656,463.99,25.6
1657,471.7,25.83
1658,477.44,26.01
1659,470.94,25.35
1660,467.9,25.35
1661,463.24,25.01
1662,467.62,24.84
1663,462.27,24.95
1664,466.15,25.74
1665,465.21,25.42
1666,481,25.77
1667,468.42,25.58
1668,456.69,25.41
1669,481.3,26.14
1670,467.15,25.34
1671,466.06,25.42
1672,455.7,24.46
1673,456.96,24.42
1674,482.69,26.76
1675,463.94,25.17
1676,474.51,26.55
1677,467.6,25.78
1678,453.59,24.23
1679,472.37,25.6
1680,463.16,25.23
1681,457.32,24.77
1682,469.45,25.63
1683,463.31,25.1
1684,479.58,26.03
1685,484.58,26.42
1686,466.16,25.5
1687,484.74,26.06
1688,479.29,26.45
1689,468.68,25.17
1690,469.79,26.06
1691,468.57,25.82
1692,458.19,24.8
1693,453.56,24.95
1694,450.14,24.59
1695,467.36,25.81
1696,467.59,25.9
1697,467.89,25.69
1698,465.81,26.3
1699,475.93,26.25
1700,480.8,26.08
1701,462.94,25.79
1702,471.06,25.61
1703,447.8,24.45
1704,475.86,26.4
1705,478.88,27.08
1706,468.43,25.46
1707,468.15,26.08
1708,470.89,26.32
1709,458.01,25.1
1710,472.63,26.36
1711,488.95,26.6
1712,485.41,27.03
1713,479.33,26.46
1714,466.74,26.47
1715,473.54,26.27
1716,465.36,25.91
1717,481.11,26.48
1718,476.18,26.2
1719,474.65,26.73
1720,468.04,26.28
1721,461.85,25.86
1722,471.95,26.82
1723,463.92,25.4
1724,449.74,24.84
1725,463.52,25.78
1726,445.07,24.76
1727,481.92,26.41
1728,471.43,26.26
1729,483.79,27.18
1730,473.04,26.46
1731,464.98,25.6
1732,485.95,26.76
1733,462.54,26.12
1734,463.22,26
1735,467.74,26.09
1736,468.5,26.5
1737,468.81,26.22
1738,471.16,26.31
1739,487.93,27.28
1740,453.03,24.98
1741,479.67,26.97
1742,462.32,25.5
1743,474.74,26.64
1744,482.13,26.83
1745,476.01,26.74
1746,456.39,25.55
1747,470.69,26.4
1748,462.93,26.3
1749,468.28,25.69
1750,483.14,27.49
1751,484.51,27.41
1752,495.7,28.6
1753,481.53,27.77
1754,473.84,26.28
1755,479.01,27.42
1756,467.27,26.85
1757,479.21,27.24
1758,478.96,27.3
1759,478.1,27.28
1760,473.78,26.28
1761,460.93,25.91
1762,492.83,27.86
1763,478.54,26.49
1764,487.74,27.99
1765,482.44,28.01
1766,468.22,26.55
1767,467.29,26.63
1768,479.34,27.49
1769,471.44,27.29
1770,475.82,26.71
1771,476.78,27.11
1772,478.33,26.9
1773,476.86,26.77
1774,486.09,27.74
1775,471.45,26.74
1776,474.23,27.1
1777,475.05,26.88
1778,485.42,28.2
1779,490.53,28.72
1780,492.69,27.64
1781,480.99,27.55
1782,488.2,28.27
1783,471.92,27.05
1784,481.48,27.26
1785,480.16,27.71
1786,477.11,27.97
1787,476.04,27.23
1788,478.32,27.57
1789,480.38,27.66
1790,472.55,27.02
1791,480.39,27.87
1792,474.76,27.48
1793,475.92,27.43
1794,473.67,27.04
1795,471.03,27.39
1796,490.06,28.22
1797,472.23,27.37
1798,484.75,28.11
1799,487.7,28.18
1800,473.46,26.91
1801,462.58,27.34
1802,485.79,28.25
1803,477.44,28.14
1804,477.16,27.78
1805,480.93,28.12
1806,475.61,27.87
1807,482.64,28.25
1808,459.33,27.04
1809,477.68,28.01
1810,475.36,28.31
1811,486.74,28.76
1812,463.89,27.11
1813,484.95,28.08
1814,472.77,27.93
1815,490.76,28.86
1816,463.33,27.25
1817,483.63,28.73
1818,474.14,27.67
1819,474.66,28.14
1820,479.07,28.27
1821,484.46,28.39
1822,490.68,28.46
1823,476.57,28.04
1824,491.17,28.26
1825,481.15,28.56
1826,480.48,27.65
1827,488.32,28.91
1828,474.81,28.01
1829,470.24,27.59
1830,481.81,28.1
1831,474.26,28.12
1832,471.71,27.81
1833,489.63,29
1834,480.41,28.86
1835,460.52,27.01
1836,472.22,28.06
1837,479.6,28.65
1838,479.3,28.27
1839,483,28.9
1840,454.23,26.94
1841,468.83,27.89
1842,459.89,26.98
1843,466.98,27.04
1844,462.1,27.54
1845,455.09,27.03
1846,463.39,27.29
1847,481.21,27.98
1848,468.99,27.94
1849,466.48,28.04
1850,485.3,29.34
1851,475.07,27.9
1852,481.78,28.33
1853,472.15,28.63
1854,488.78,29.13
1855,480.57,28.38
1856,485.24,28.93
1857,474.5,27.99
1858,472.77,27.91
1859,468.43,28.3
1860,492.17,29.54
1861,489.46,29.66
1862,475.99,28.49
1863,486.06,28.99
1864,480.09,28.23
1865,478.04,28.55
1866,488.39,29.32
1867,485.76,28.99
1868,481.5,28.69
1869,486.78,29.77
1870,472.81,28.24
1871,484.05,29.39
1872,469.55,28.08
1873,478.94,28.62
1874,475.51,28.8
1875,479.57,28.84
1876,486.47,29.27
1877,479.35,28.67
1878,488.42,29.37
1879,468.38,28.24
1880,483.63,29.18
1881,475.97,28.53
1882,483.1,29.36
1883,469.12,28.75
1884,487.01,29.3
1885,471.47,28.62
1886,466.55,28.19
1887,492.4,29.85
1888,479.67,29.14
1889,470.82,29.02
1890,493.34,29.72
1891,475.39,28.91
1892,477.81,28.2
1893,482.54,28.96
1894,495.81,30.6
1895,481.31,29.45
1896,468.83,28.63
1897,485.3,29.32
1898,483.24,29.36
1899,489.88,29.27
1900,479.8,29.42
1901,478.83,29.32
1902,491.44,30.08
1903,485.08,29.6
1904,466.55,28.66
1905,493.4,30.13
1906,480,28.75
1907,489.81,30.47
1908,472.02,28.77
1909,480.7,28.79
1910,481.7,29.26
1911,490.22,29.71
1912,496.11,30.46
1913,479.78,29.16
1914,477.6,28.79
1915,481.98,29.16
1916,486.08,29.59
1917,474.69,29.35
1918,484.87,29.4
1919,489.88,29.87
1920,489.24,29.8
1921,482.27,29.73
1922,493.92,29.92
1923,486.01,29.73
1924,486.45,29.83
1925,485.49,29.53
1926,480.14,29.17
1927,491.11,29.9
1928,476.41,29.25
1929,478.82,29.4
1930,480.28,29.73
1931,482.17,29.68
1932,486.4,29.53
1933,495.12,30.57
1934,477.7,29.47
1935,485.09,29.75
1936,482.96,30.33
1937,479.42,29.6
1938,468.99,28.2
1939,494.5,30.24
1940,494.98,31
1941,484.08,30.42
1942,491.01,30.39
1943,474.3,28.99
1944,494.12,30.24
1945,490.95,30.39
1946,486.99,29.85
1947,487.38,30.29
1948,493.62,30.12
1949,484,30.72
1950,493.59,30.24
1951,496.56,30.73
1952,496.67,30.6
1953,479.03,29.68
1954,483.63,30.17
1955,495.79,30.69
1956,475.32,29.29
1957,482.61,29.9
1958,481.94,29.77
1959,486.92,29.77
1960,493.85,30.62
1961,482.2,30.36
1962,478.65,29.94
1963,468.87,29.08
1964,465.72,28.79
1965,479.83,29.48
1966,478.78,29.74
1967,481.28,29.61
1968,483.11,30.02
1969,493.51,30.92
1970,475.52,29.13
1971,474.09,29.25
1972,475.29,29.26
1973,471.59,29.36
1974,483.17,29.51
1975,483,30.06
1976,474.11,29.62
1977,489.57,30.43
1978,481.73,29.65
1979,483.14,30.48
1980,496.26,30.69
1981,477.91,29.64
1982,488.36,30.78
1983,487.24,29.91
1984,486.55,30.11
1985,480.38,30.02
1986,474.71,29.83
1987,482.05,30.51
1988,482.91,30.59
1989,494.55,30.91
1990,479.1,30.58
1991,475.03,29.75
1992,478.53,29.6
1993,492.08,31.12
1994,474.3,30.39
1995,474.11,29.51
1996,480.07,30.01
1997,477.87,29.91
1998,492.47,30.92
1999,485.37,30.78
2000,475.42,30.4
