Iteration,MeanEpisodeLength,MeanReward
1349,426.2,15.71
1350,422.69,15.68
1351,440.88,16.58
1352,450.01,16.78
1353,407.89,15.46
1354,445.73,16.39
1355,428.7,15.9
1356,401.65,14.28
1357,442.61,16.22
1358,446.47,16.94
1359,406.5,15.08
1360,423.49,16.04
1361,434.89,16.02
1362,448.7,17.13
1363,411.09,15.36
1364,390.43,14.4
1365,431.14,16.31
1366,428.26,15.96
1367,413.38,15.44
1368,428.09,15.66
1369,401.98,14.81
1370,382.7,13.7
1371,430.62,16.62
1372,403.26,15.31
1373,411.26,14.88
1374,421.73,15.76
1375,407.75,15.48
1376,405.25,15.21
1377,413.68,15.11
1378,427.41,15.65
1379,410.85,15.25
1380,429.83,16.07
1381,428.82,15.65
1382,412.81,15.12
1383,421.02,15.72
1384,411.77,15.21
1385,419.24,15.91
1386,419.06,15.37
1387,433.78,16.11
1388,415.6,15.62
1389,408.57,15.32
1390,414.03,16.04
1391,432.86,16.34
1392,448.27,16.89
1393,411.11,15.21
1394,443.51,16.86
1395,421.48,16.05
1396,433.73,16.48
1397,438.73,16.06
1398,423.14,16.5
1399,415.63,15.07
1400,421.98,16.15
1401,419.43,15.7
1402,425.28,16.22
1403,429.61,16.01
1404,413.43,15.68
1405,421.4,15.76
1406,436.11,16.11
1407,421.29,16.28
1408,437.02,16.17
1409,436.41,16.71
1410,434.04,16.42
1411,423.58,15.97
1412,437.69,16.34
1413,450.36,17.25
1414,438.31,16.7
1415,432.47,15.96
1416,419.49,15.86
1417,445.09,17.17
1418,424.32,15.7
1419,429.3,16.16
1420,436.87,16.42
1421,426.35,16
1422,436.18,16.78
1423,430.33,16.61
1424,455.38,17.02
1425,430.33,16.39
1426,450.48,17.06
1427,445.12,17.04
1428,451.09,17.15
1429,429.48,16.12
1430,436.36,16.73
1431,410.28,15.39
1432,405.09,15.33
1433,432.24,16.69
1434,420.03,15.78
1435,451.93,17.16
1436,441.61,17.14
1437,417.86,15.6
1438,418.55,15.38
1439,431.22,15.73
1440,449.28,16.89
1441,439.96,16.42
1442,456.79,17.13
1443,445.74,16.88
1444,417.21,15.37
1445,438.93,17.13
1446,426.11,15.59
1447,437.64,16.43
1448,416.44,15.45
1449,417.82,15.61
1450,428.45,16.15
1451,416.63,15.77
1452,414.75,15.47
1453,451.18,16.72
1454,405.57,15.27
1455,416.27,16.1
1456,440.8,16.51
1457,425.6,15.74
1458,425.07,15.94
1459,422.29,16.14
1460,429.82,15.98
1461,416.14,15.82
1462,449.06,17.05
1463,417.1,15.19
1464,446.87,16.38
1465,426.74,16.31
1466,430.93,16.25
1467,415.24,15.27
1468,410.7,15.3
1469,442.87,16.54
1470,461.63,17.6
1471,439.03,16.52
1472,424.85,16
1473,444.64,16.79
1474,418.95,15.67
1475,425.07,16.13
1476,405.62,15.14
1477,430.65,16.01
1478,431.86,16.32
1479,444.57,17.36
1480,457.76,16.9
1481,453.5,16.98
1482,428.93,15.89
1483,449.38,16.57
1484,437.8,17.13
1485,432.45,16.07
1486,434.16,16.15
1487,434.8,17.38
1488,451.57,17.02
1489,460.95,17.3
1490,444.2,17.28
1491,442.19,16.18
1492,445.42,16.79
1493,447.91,17.27
1494,444.26,16.69
1495,432.91,16.21
1496,446.14,17.39
1497,450.97,17.42
1498,432.2,16.52
1499,444.94,16.43
1500,436.74,16.51
1501,421.83,15.69
1502,439.31,17.14
1503,419.45,15.51
1504,462.26,17.44
1505,444.46,16.96
1506,452.87,17.55
1507,429.39,15.91
1508,460.93,17.14
1509,433.59,16.86
1510,433.91,16.41
1511,445.31,16.78
1512,425.22,16.48
1513,449.32,16.88
1514,434.57,16.26
1515,450.41,17.34
1516,442.66,17.21
1517,450.36,16.72
1518,442.89,16.79
1519,449.1,16.76
1520,447.92,16.8
1521,463.89,18.1
1522,454.65,17.19
1523,437.99,16.07
1524,424.09,16.05
1525,459.13,17.09
1526,449.36,17.01
1527,482.44,18.13
1528,446.59,16.91
1529,427.05,15.84
1530,443.7,16.75
1531,452.97,17.4
1532,432.47,16.84
1533,427.23,16.64
1534,450.06,17.03
1535,451.21,16.71
1536,439.64,16.9
1537,454.44,17.11
1538,429.31,16.42
1539,467.77,18.63
1540,447.37,16.91
1541,445.2,16.72
1542,454.91,17.44
1543,452.3,17.1
1544,446.51,16.97
1545,462.67,18.36
1546,433,16.92
1547,446.77,17.42
1548,446.55,16.89
1549,457.35,17.57
1550,469.8,18
1551,428.64,16.03
1552,468.58,17.53
1553,454.76,17.9
1554,438.11,16.71
1555,455.88,17.64
1556,429.59,15.91
1557,440.3,16.54
1558,456.07,17.42
1559,465.05,17.57
1560,452.86,17.68
1561,444.12,16.96
1562,462.32,17.46
1563,428.56,16.46
1564,475.85,18.07
1565,440.88,16.68
1566,442.91,17.09
1567,463.32,17.67
1568,426.25,16.26
1569,461.64,17.14
1570,459.24,17.66
1571,441.75,17.15
1572,443.42,16.84
1573,432.57,16.72
1574,459.04,17.42
1575,455.25,16.91
1576,464.65,18.3
1577,454.83,16.74
1578,451.14,17.45
1579,454.81,17.72
1580,450.3,17.05
1581,462.28,17.66
1582,448.95,17.08
1583,463.88,17.62
1584,450.2,17
1585,448.97,17.55
1586,453.27,17.29
1587,463.07,17.67
1588,450.41,17.4
1589,442.05,16.6
1590,461.66,17.52
1591,445.35,17.03
1592,442.52,16.66
1593,455.25,17.48
1594,447.19,17.32
1595,479.6,18.77
1596,448.87,17.09
1597,463.77,17.68
1598,464.59,17.58
1599,449.51,16.71
1600,464.09,17.55
1601,453.37,17.25
1602,448.55,16.9
1603,469.63,18.4
1604,461.69,17.41
1605,465.77,17.97
1606,473,17.81
1607,433.6,16.88
1608,458.63,17.72
1609,469.62,17.61
1610,439.21,17
1611,454,17.21
1612,463.04,17.35
1613,456.83,17.05
1614,474.12,18.36
1615,448.58,17.78
1616,453.19,17.63
1617,460.48,17.57
1618,467.01,17.7
1619,461.83,17.8
1620,463.33,17.99
1621,471.79,18.04
1622,441.59,17.11
1623,456.59,17.57
1624,485.94,18.65
1625,463.66,17.99
1626,476.39,18.4
1627,464.51,17.9
1628,451.09,17.33
1629,470.04,18.41
1630,471.78,18.24
1631,477.75,18.08
1632,475.37,18
1633,453.06,17.1
1634,450.19,16.88
1635,453.15,16.89
1636,466.51,17.91
1637,460.21,16.81
1638,474.12,18.6
1639,460.05,17.19
1640,447.74,17.15
1641,482.79,18.61
1642,463.44,17.99
1643,452.77,17.64
1644,485.06,18.55
1645,445.68,17.12
1646,481.58,18.02
1647,468.24,17.97
1648,440.87,17.1
1649,480.42,18.86
1650,455.55,17.6
1651,467.11,17.53
1652,465.2,17.09
1653,462.32,17.58
1654,460.73,17.41
1655,477.75,18.48
1656,450.86,17.22
1657,459.67,17.22
1658,485.02,18.43
1659,462.31,17.9
1660,450.67,17.36
1661,460.98,17.58
1662,454.71,17.5
1663,470.65,18.38
1664,477.73,18.2
1665,449.75,16.56
1666,455,17.75
1667,457.21,17.07
1668,463.65,17.69
1669,464.22,17.42
1670,447.33,17.16
1671,466.68,17.58
1672,471.29,17.8
1673,455.33,17.41
1674,457.19,17.2
1675,471.85,18.02
1676,471.96,17.9
1677,472.4,17.79
1678,465.63,17.23
1679,452.04,17.3
1680,471.79,17.74
1681,443.22,17.37
1682,470.03,18.25
1683,454.53,17.38
1684,471.25,17.56
1685,472.62,17.59
1686,456.65,17.73
1687,470.5,18.33
1688,465.63,17.72
1689,449.3,17.07
1690,468.56,18.38
1691,466.01,17.15
1692,460.36,17.48
1693,459.1,17.52
1694,469.7,17.51
1695,466.48,17.64
1696,481.61,18.21
1697,464.11,18.04
1698,467.69,17.54
1699,470.73,17.69
1700,458.78,17.35
1701,484.84,18.8
1702,477.95,18.59
1703,467.55,17.99
1704,472.63,18.38
1705,466.76,17.66
1706,467.9,18.06
1707,477.3,18.23
1708,469.53,17.97
1709,484.98,18.71
1710,468.48,17.77
1711,471.2,17.49
1712,438.98,16.57
1713,459.23,18.16
1714,461.18,17.57
1715,473.52,18.57
1716,460.61,17.96
1717,474.53,18.22
1718,476.68,18.05
1719,456.89,17.68
1720,456.12,17.29
1721,494.58,19.39
1722,462.72,17.92
1723,466.91,17.96
1724,467.37,17.7
1725,468.98,18.04
1726,475.58,17.8
1727,466.02,17.75
1728,471.72,18.57
1729,458.2,17.81
1730,477.96,18.69
1731,460.92,17.8
1732,466.04,18.33
1733,458.93,17.91
1734,461.6,17.95
1735,462.77,18.56
1736,467.83,18.25
1737,467.61,18.34
1738,451.49,17.2
1739,466.83,18.32
1740,468.52,18.64
1741,459.33,17.38
1742,472.02,19.09
1743,470.28,18.75
1744,468.52,18.49
1745,485.77,19.5
1746,463.24,18.54
1747,478.49,18.53
1748,460.44,18.28
1749,463.72,17.92
1750,465.82,18.22
1751,478.6,18.59
1752,448.78,17.53
1753,460.9,18.31
1754,478.7,18.42
1755,474.02,18.59
1756,476.07,19.27
1757,453.69,18.17
1758,464.1,18.11
1759,469.51,18.2
1760,475.82,18.94
1761,477,18.93
1762,483.06,18.84
1763,476.04,18.88
1764,466.35,18.76
1765,472.14,19.33
1766,481.39,19.39
1767,466.6,18.05
1768,482.36,18.89
1769,472.48,18.6
1770,460.67,17.68
1771,463.13,18.3
1772,470.37,19.11
1773,491.24,19.05
1774,483.95,18.96
1775,481.34,19.36
1776,484.04,18.96
1777,471.22,18.98
1778,474.29,18.33
1779,477.05,19.34
1780,475.53,18.55
1781,475.77,18.55
1782,454.6,18.52
1783,455.58,17.99
1784,451.39,17.95
1785,456.95,18.02
1786,483.38,18.92
1787,468.4,18.09
1788,488.73,19.54
1789,475.56,18.73
1790,473.45,18.27
1791,485.96,18.52
1792,479.77,19.06
1793,456.95,18.51
1794,459.89,18.18
1795,464.14,18.29
1796,471.47,18.66
1797,469.94,19.05
1798,473.91,19.58
1799,458.21,17.93
1800,462.9,18.51
1801,470.8,18.73
1802,469.06,19.12
1803,465.3,18.22
1804,470.15,18.42
1805,475.09,19.67
1806,481.79,19.24
1807,467.09,18.96
1808,454.14,17.46
1809,474.21,19.1
1810,476.71,18.87
1811,463.64,18.1
1812,483.09,18.84
1813,483.61,19.27
1814,485.44,19.14
1815,459.42,17.97
1816,457.68,18.77
1817,474.82,19
1818,454.24,18
1819,478.43,18.58
1820,467.5,17.86
1821,461.6,18.34
1822,478.86,19.57
1823,469.36,19.13
1824,459.23,17.7
1825,465.53,18.94
1826,475.05,19.35
1827,479.53,19.02
1828,450.71,18.2
1829,457.74,18.29
1830,478.77,19.07
1831,481.29,19.19
1832,455.72,18.25
1833,477.21,19.47
1834,459.58,17.73
1835,471.49,19.12
1836,483.96,19.31
1837,484.77,20.2
1838,475.3,19.04
1839,487.38,19.3
1840,469.39,18.33
1841,479.2,19
1842,470.69,19.03
1843,485.97,19.59
1844,476.72,19.28
1845,478.5,19.05
1846,468.78,18.52
1847,476.13,19.5
1848,465.43,19.08
1849,478.4,19.38
1850,472.56,18.35
1851,484.15,20.07
1852,474.95,19.11
1853,480.97,18.75
1854,478.15,18.95
1855,481.61,19.88
1856,467.04,18.9
1857,476.69,19.34
1858,473.1,19.05
1859,473.11,19.94
1860,479.35,19.34
1861,482.61,19.54
1862,474.85,20.14
1863,484.55,19.58
1864,482.72,19.6
1865,469.82,19.03
1866,469.85,18.83
1867,479.92,19.21
1868,477.49,19.17
1869,466.14,18.84
1870,487.78,20.14
1871,472.54,19.67
1872,485.56,20.22
1873,463.38,18.71
1874,480.76,19.95
1875,455.73,18.77
1876,487.59,19.87
1877,472.13,19.52
1878,483.03,20.19
1879,483.83,19.74
1880,483.84,19.91
1881,464.4,18.69
1882,487.16,19.5
1883,462.27,18.82
1884,476.58,19.15
1885,463.58,18.96
1886,484.4,19.89
1887,455.09,18.86
1888,459.05,18.94
1889,478.9,20.39
1890,475.33,19.51
1891,476.19,20.1
1892,481.04,20
1893,478.5,20.06
1894,473.6,19.64
1895,467.87,19.72
1896,474.26,19.49
1897,481.29,20.18
1898,468.37,19.46
1899,475.24,19.29
1900,482.32,19.94
1901,474.13,19.78
1902,458.47,18.48
1903,470.23,19.23
1904,486.06,19.74
1905,473.14,19.3
1906,459.12,18.78
1907,481.25,20.06
1908,492.76,20.09
1909,476.07,19.48
1910,474.03,20.11
1911,474.45,19.51
1912,482.55,19.57
1913,483.26,20.27
1914,450.78,18.32
1915,469.88,18.92
1916,483.3,19.88
1917,464.06,18.37
1918,476.69,19.53
1919,489.74,20.24
1920,480.12,19.07
1921,477.39,19.14
1922,474.6,19.18
1923,468.17,18.88
1924,478.53,20.41
1925,465.13,18.9
1926,479.91,19.86
1927,482.26,19.78
1928,483.42,20.36
1929,479.11,19.98
1930,482.09,20.31
1931,475.53,19.64
1932,466.03,19.38
1933,462.01,19.21
1934,476.67,19.52
1935,486.01,20.13
1936,475.43,19.84
1937,462.91,19.21
1938,474.8,20.53
1939,471.2,19.87
1940,481.33,19.43
1941,468.88,19.49
1942,485.55,20.4
1943,467.93,19.61
1944,475.57,20.1
1945,470.34,19.77
1946,477.33,20.47
1947,472,19.24
1948,479.6,20.13
1949,475.71,19.63
1950,482.56,20.64
1951,485.24,20.63
1952,471.57,19.72
1953,484.03,20.32
1954,471.96,19.74
1955,471.9,19.28
1956,455.35,19.43
1957,477.13,19.95
1958,484.56,20.89
1959,476.2,20.05
1960,482.4,20.4
1961,473.22,19.77
1962,481.04,20.88
1963,492.68,21.37
1964,474,20.89
1965,482.5,20.32
1966,482.74,20.44
1967,475.81,20.2
1968,473.56,20.24
1969,475.05,19.99
1970,477.63,20.42
1971,463.56,19.73
1972,463.72,19.66
1973,480.6,20.55
1974,489.34,21.1
1975,472.29,20.41
1976,482.88,20.34
1977,478.95,20.72
1978,461.14,20.07
1979,492.55,20.63
1980,492.92,21.13
1981,487.06,20.26
1982,489.42,20.56
1983,475.39,20.33
1984,486.11,20.99
1985,471.76,19.81
1986,478.53,20.49
1987,487.68,21.45
1988,474.07,20.59
1989,474.8,20.32
1990,481.86,20.49
1991,480.22,20.65
1992,482.66,20.81
1993,473.15,20.37
1994,490.65,20.89
1995,478.56,20.68
1996,468.83,20.03
1997,475.93,20.16
1998,477.23,20.53
1999,461.84,19.21
2000,467.09,19.9
