timestep	ref_qpos_L_hip_yaw	ref_qpos_L_shoulder_pitch	ref_qpos_R_hip_yaw	ref_qpos_R_shoulder_pitch	ref_qpos_L_hip_roll	ref_qpos_L_shoulder_roll	ref_qpos_R_hip_roll	ref_qpos_R_shoulder_roll	ref_qpos_L_hip_pitch	ref_qpos_L_shoulder_yaw	ref_qpos_R_hip_pitch	ref_qpos_R_shoulder_yaw	ref_qpos_L_knee_pitch	ref_qpos_L_elbow_pitch	ref_qpos_R_knee_pitch	ref_qpos_R_elbow_pitch	ref_qpos_L_ankle_pitch	ref_qpos_L_wrist_yaw	ref_qpos_R_ankle_pitch	ref_qpos_R_wrist_yaw	ref_qpos_L_ankle_roll	ref_qpos_R_ankle_roll	ref_qvel_L_hip_yaw	ref_qvel_L_shoulder_pitch	ref_qvel_R_hip_yaw	ref_qvel_R_shoulder_pitch	ref_qvel_L_hip_roll	ref_qvel_L_shoulder_roll	ref_qvel_R_hip_roll	ref_qvel_R_shoulder_roll	ref_qvel_L_hip_pitch	ref_qvel_L_shoulder_yaw	ref_qvel_R_hip_pitch	ref_qvel_R_shoulder_yaw	ref_qvel_L_knee_pitch	ref_qvel_L_elbow_pitch	ref_qvel_R_knee_pitch	ref_qvel_R_elbow_pitch	ref_qvel_L_ankle_pitch	ref_qvel_L_wrist_yaw	ref_qvel_R_ankle_pitch	ref_qvel_R_wrist_yaw	ref_qvel_L_ankle_roll	ref_qvel_R_ankle_roll	ref_root_vel_x	ref_root_vel_y	ref_root_vel_z
321	0.15525563061237335	0.3257151246070862	0.1886306256055832	0.37794923782348633	0.03705297410488129	0.060258492827415466	0.00046352093340829015	0.030761461704969406	0.11667503416538239	-0.6244840621948242	0.10831546783447266	-0.9384204149246216	-0.05224040895700455	0.5271609425544739	-0.030942358076572418	0.6544309258460999	0.06140231341123581	0.8766660094261169	0.04449760913848877	0.3892984390258789	0.0384298637509346	0.04044549539685249	0.0060364603996276855	-1.3109102249145508	-0.007594004273414612	-1.3592101335525513	0.017789658159017563	0.8006966710090637	-0.017021380364894867	0.42778196930885315	-0.004761293530464172	-0.025193393230438232	0.002925470471382141	0.5093902349472046	-0.0029877759516239166	1.4614142179489136	-0.014625117182731628	1.1132657527923584	0.023029092699289322	-0.03624856472015381	0.015204865485429764	0.29017478227615356	-0.007768627256155014	0.0009952113032341003	-0.007490627467632294	-0.020172446966171265	0.00043511390686035156
322	0.1553763598203659	0.2994977533817291	0.1884787380695343	0.35076576471328735	0.03740876168012619	0.0762719139456749	0.00012309935118537396	0.03931684419512749	0.1165798157453537	-0.6249877214431763	0.1083739846944809	-0.9282327890396118	-0.052300166338682175	0.556388258934021	-0.031234852969646454	0.6766956448554993	0.06186288595199585	0.8759409189224243	0.04480169713497162	0.39510151743888855	0.03827449306845665	0.04046539589762688	0.0060364603996276855	-1.310868501663208	-0.007594004273414612	-1.3591729402542114	0.017789378762245178	0.8006710410118103	-0.01702107861638069	0.42776912450790405	-0.004760921001434326	-0.025184452533721924	0.002925656735897064	0.5093798041343689	-0.002987869083881378	1.4613642692565918	-0.014624837785959244	1.1132359504699707	0.023028720170259476	-0.03625452518463135	0.015204399824142456	0.2901539206504822	-0.007768440991640091	0.0009949319064617157	-0.007490441203117371	-0.020171701908111572	0.0004380941390991211
323	0.15549708902835846	0.27328038215637207	0.1883268654346466	0.32358232140541077	0.037764549255371094	0.09228533506393433	-0.00021732223103754222	0.04787222668528557	0.11648459732532501	-0.6254914402961731	0.10843249410390854	-0.9180452227592468	-0.0523599237203598	0.5856155157089233	-0.03152735158801079	0.6989603638648987	0.06232346221804619	0.8752158284187317	0.04510578513145447	0.4009045958518982	0.038119126111269	0.04048529267311096	0.007222220301628113	-1.3330291509628296	-0.0011235475540161133	-1.3203352689743042	0.008836109191179276	0.7525017261505127	-0.004552739672362804	0.4201968312263489	-0.024685822427272797	0.11548101902008057	-0.008758530020713806	0.49088597297668457	0.0031554140150547028	1.4509886503219604	-0.013519730418920517	1.0484471321105957	0.022730045020580292	0.026118755340576172	0.01532621681690216	0.15305355191230774	-0.005125906318426132	-0.00030258670449256897	-0.00575091689825058	-0.018993020057678223	0.0009357929229736328
324	0.15566524863243103	0.2461765855550766	0.18843379616737366	0.2979523539543152	0.03776220604777336	0.10637198388576508	-5.9010242694057524e-05	0.056124716997146606	0.11559238284826279	-0.620368480682373	0.10802364349365234	-0.9085973501205444	-0.05217394977807999	0.6144278049468994	-0.031775642186403275	0.7186335325241089	0.06277208775281906	0.8769856691360474	0.045414745807647705	0.40122365951538086	0.038069456815719604	0.040453292429447174	0.009001046419143677	-1.3662629127502441	0.008580833673477173	-1.262068748474121	-0.0045942142605781555	0.6802409887313843	0.014150355011224747	0.4088350534439087	-0.05457364022731781	0.3264889121055603	-0.026285089552402496	0.4631444811820984	0.012370571494102478	1.4354183673858643	-0.011861789971590042	0.9512528777122498	0.022281985729932785	0.11967867612838745	0.01550912857055664	-0.052603334188461304	-0.0011620111763477325	-0.0022487714886665344	-0.0031419098377227783	-0.01722574234008789	0.0016838312149047852
325	0.1558571308851242	0.2186298668384552	0.1886700987815857	0.2730995714664459	0.03758078068494797	0.1194949746131897	0.00034869194496423006	0.06422562897205353	0.1143016517162323	-0.6124318838119507	0.10738109052181244	-0.8995194435119629	-0.0518651008605957	0.6430322527885437	-0.03200182318687439	0.7370104789733887	0.0632147416472435	0.8800029754638672	0.04572615027427673	0.39880046248435974	0.03807264566421509	0.0403953418135643	0.009594112634658813	-1.377335548400879	0.011815130710601807	-1.2426398992538452	-0.009071175009012222	0.6561495065689087	0.02038510888814926	0.40504559874534607	-0.06453637033700943	0.39682984352111816	-0.03212764859199524	0.45389533042907715	0.015442539006471634	1.4302223920822144	-0.011309050023555756	0.9188473224639893	0.022132508456707	0.1508653163909912	0.015570037066936493	-0.12115985155105591	0.00015953555703163147	-0.0028975307941436768	-0.0022720545530319214	-0.016637146472930908	0.0019341707229614258
326	0.15604901313781738	0.191083163022995	0.18890640139579773	0.24824675917625427	0.03739935904741287	0.13261796534061432	0.0007563941180706024	0.07232654094696045	0.11301092803478241	-0.6044952869415283	0.10673853754997253	-0.8904415369033813	-0.05155624821782112	0.671636700630188	-0.032228004187345505	0.7553874254226685	0.06365738809108734	0.883020281791687	0.046037547290325165	0.3963772654533386	0.03807583823800087	0.04033739119768143	0.00255778431892395	-1.418200135231018	0.01564137637615204	-1.2835516929626465	-0.010349694639444351	0.6811637282371521	0.020996131002902985	0.44592413306236267	-0.06179455667734146	0.43009668588638306	-0.030450336635112762	0.48020780086517334	0.01409035176038742	1.4907374382019043	-0.007586926221847534	1.0135784149169922	0.02374015748500824	0.13270527124404907	0.012726616114377975	0.015515834093093872	0.0003241002559661865	-0.004187505692243576	-0.0019242987036705017	-0.017952919006347656	0.0019282102584838867
327	0.15595944225788116	0.16190186142921448	0.18929575383663177	0.22175750136375427	0.037166792899370193	0.14674152433872223	0.0011885372223332524	0.08206259459257126	0.11182986944913864	-0.5952280163764954	0.10616307705640793	-0.880311131477356	-0.051301486790180206	0.7026617527008057	-0.03230530023574829	0.7775536179542542	0.06416434794664383	0.8853111863136292	0.04623521491885185	0.3994210958480835	0.038085609674453735	0.04022784158587456	-0.0185500830411911	-1.540828824043274	0.02711862325668335	-1.4063183069229126	-0.014185532927513123	0.7562227249145508	0.02282971888780594	0.5685694217681885	-0.05357060581445694	0.5299046635627747	-0.025419145822525024	0.5591601133346558	0.010033976286649704	1.6723185777664185	0.0035795383155345917	1.2977927923202515	0.028563477098941803	0.07822811603546143	0.004197284579277039	0.42553991079330444	0.0008177943527698517	-0.00805724412202835	-0.0008821487426757812	-0.0219002366065979	0.001913309097290039
328	0.15530700981616974	0.1294500082731247	0.18999114632606506	0.19199402630329132	0.03683193773031235	0.16286687552928925	0.001669582910835743	0.09506931900978088	0.11086810380220413	-0.5832991003990173	0.10572177171707153	-0.8680751323699951	-0.05115488916635513	0.7385294437408447	-0.03208482265472412	0.8072991371154785	0.06479992717504501	0.8861494064331055	0.046205438673496246	0.4133988618850708	0.038108550012111664	0.04001510143280029	-0.03262162208557129	-1.622592806816101	0.034769997000694275	-1.488173007965088	-0.016742758452892303	0.8062679171562195	0.02405228652060032	0.6503363847732544	-0.048088282346725464	0.5964457988739014	-0.022065453231334686	0.6118014454841614	0.007329694926738739	1.7933859825134277	0.011023692786693573	1.4872775077819824	0.03177914768457413	0.0419124960899353	-0.0014889054000377655	0.6988890171051025	0.0011468306183815002	-0.010637100785970688	-0.00018719583749771118	-0.02453252673149109	0.001901388168334961
329	0.1546545773744583	0.09699814766645432	0.19068655371665955	0.16223058104515076	0.0364970825612545	0.17899224162101746	0.0021506287157535553	0.1080760508775711	0.10990633815526962	-0.5713701844215393	0.10528045892715454	-0.8558390736579895	-0.05100829899311066	0.7743971943855286	-0.03186435252428055	0.8370447158813477	0.0654355138540268	0.8869876861572266	0.04617565870285034	0.4273766577243805	0.038131482899188995	0.03980235755443573	-0.03262236714363098	-1.6226341724395752	0.034771114587783813	-1.488210678100586	-0.01674322411417961	0.8062887787818909	0.024052901193499565	0.650353193283081	-0.048089586198329926	0.5964621901512146	-0.02206619828939438	0.6118178367614746	0.007329881191253662	1.7934322357177734	0.011023879051208496	1.4873161315917969	0.03178007900714874	0.04191547632217407	-0.001488998532295227	0.6989076733589172	0.0011468306183815002	-0.010637380182743073	-0.000186823308467865	-0.024534016847610474	0.0018984079360961914
330	0.1540021151304245	0.06454464048147202	0.19138199090957642	0.13246560096740723	0.03616220876574516	0.19511842727661133	0.0026316989678889513	0.12108344584703445	0.10894452035427094	-0.5594406127929688	0.10483912378549576	-0.8436024188995361	-0.05086169391870499	0.8102667331695557	-0.03164386749267578	0.8667917847633362	0.06607113033533096	0.8878260254859924	0.04614587873220444	0.4413551688194275	0.038154423236846924	0.03958960622549057	-0.028846412897109985	-1.2976088523864746	0.0245608389377594	-1.2961069345474243	-0.014783348888158798	0.7545128464698792	0.020884018391370773	0.5488511323928833	-0.03775041550397873	0.5035176873207092	-0.018009915947914124	0.6192341446876526	0.0010703690350055695	1.3499572277069092	0.005727633833885193	1.341170072555542	0.03261677920818329	-0.10639727115631104	0.005499366670846939	0.528139591217041	0.005077105015516281	-0.00804942101240158	0.0011935830116271973	-0.02141520380973816	0.0014990568161010742
331	0.1535007208585739	0.04509379342198372	0.19166898727416992	0.11038630455732346	0.03590574860572815	0.20917275547981262	0.0029859894420951605	0.13003009557724	0.10839632153511047	-0.5512294769287109	0.10456006228923798	-0.8310697078704834	-0.050965484231710434	0.8283954858779907	-0.03163524717092514	0.8906915187835693	0.06674018502235413	0.8827317953109741	0.04639563336968422	0.44850224256515503	0.03833456709980965	0.03948038071393967	-0.025070086121559143	-0.972554624080658	0.014350563287734985	-1.1039789915084839	-0.0128231942653656	0.702725350856781	0.01771475002169609	0.44733789563179016	-0.027410313487052917	0.4105612635612488	-0.013953261077404022	0.626644492149353	-0.005189515650272369	0.906449556350708	0.00043101608753204346	1.195000171661377	0.03345310688018799	-0.2547129988670349	0.012487825006246567	0.3573581576347351	0.009007379412651062	-0.005461461842060089	0.0025739893317222595	-0.018295645713806152	0.0011026859283447266
332	0.15299931168556213	0.025642452761530876	0.19195601344108582	0.08830644190311432	0.03564928099513054	0.22322744131088257	0.003340288996696472	0.13897696137428284	0.10784810781478882	-0.5430181622505188	0.1042809933423996	-0.818536639213562	-0.05106927454471588	0.846524715423584	-0.0316266268491745	0.9145917892456055	0.06740925461053848	0.877637505531311	0.0466453917324543	0.4556494951248169	0.038514718413352966	0.039371147751808167	-0.025069713592529297	-0.972554624080658	0.014350563287734985	-1.1039789915084839	-0.012823287397623062	0.702725350856781	0.017714744433760643	0.4473380744457245	-0.02740994095802307	0.4105612635612488	-0.013953447341918945	0.626644492149353	-0.005189422518014908	0.9064510464668274	0.00043101608753204346	1.1949970722198486	0.03345310688018799	-0.2547115087509155	0.012487825006246567	0.3573589026927948	0.0090072862803936	-0.005461461842060089	0.0025739893317222595	-0.018295645713806152	0.0011026859283447266
333	0.15249793231487274	0.006191606633365154	0.19224300980567932	0.06622714549303055	0.03539281710982323	0.23728176951408386	0.0036945792380720377	0.14792361855506897	0.10729992389678955	-0.534807026386261	0.10400192439556122	-0.8060039281845093	-0.05117306113243103	0.8646535277366638	-0.03161800652742386	0.9384914040565491	0.06807830929756165	0.8725433349609375	0.04689514636993408	0.4627965986728668	0.03869485855102539	0.03926192224025726	-0.0295296311378479	-0.9946386218070984	0.025362148880958557	-1.0679457187652588	-0.007986463606357574	0.640629231929779	0.012160465121269226	0.45050308108329773	-0.02353675663471222	0.4508867859840393	-0.01319926232099533	0.6523385643959045	-0.009007565677165985	0.9867295622825623	-0.002105720341205597	1.19362473487854	0.032782554626464844	-0.2102971076965332	0.014088209718465805	0.43884366750717163	0.00626295804977417	-0.0031723640859127045	0.0006390735507011414	-0.01867040991783142	0.0009417533874511719
334	0.15181812644004822	-0.01414309162646532	0.19297049939632416	0.04558861255645752	0.035329822450876236	0.24885261058807373	0.003826707601547241	0.15699708461761475	0.10690663754940033	-0.5249826908111572	0.10375302284955978	-0.7924430966377258	-0.05142957717180252	0.8859938979148865	-0.03171085566282272	0.9623367786407471	0.06872055679559708	0.8692256212234497	0.04720892012119293	0.47320324182510376	0.03876523673534393	0.03924425318837166	-0.03622211515903473	-1.02781081199646	0.04188157618045807	-1.0139402151107788	-0.0007311813533306122	0.5475074052810669	0.003829103661701083	0.4552699625492096	-0.017728284001350403	0.5114004015922546	-0.012068450450897217	0.690913200378418	-0.014735572040081024	1.107196569442749	-0.005911104381084442	1.1916190385818481	0.03177803009748459	-0.14368295669555664	0.016489438712596893	0.5610965490341187	0.002146698534488678	0.0002611428499221802	-0.002263113856315613	-0.019233673810958862	0.0007033348083496094
335	0.15104904770851135	-0.0349208228290081	0.19391827285289764	0.025669539347290993	0.03536356985569	0.25918206572532654	0.003847743384540081	0.16613441705703735	0.10659079253673553	-0.5143510103225708	0.10351918637752533	-0.7783674001693726	-0.05176248401403427	0.908941388130188	-0.031854450702667236	0.986156165599823	0.06934943050146103	0.8667960166931152	0.04755472391843796	0.48524045944213867	0.03878072649240494	0.03927236795425415	-0.03845244646072388	-1.0388602018356323	0.04738755524158478	-0.9959283471107483	0.0016872771084308624	0.5164600610733032	0.0010517658665776253	0.456855446100235	-0.0157918781042099	0.5315691232681274	-0.011691637337207794	0.7037684321403503	-0.016644783318042755	1.1473462581634521	-0.007179658859968185	1.1909395456314087	0.03144294023513794	-0.12147575616836548	0.017289817333221436	0.6018466949462891	0.0007743947207927704	0.0014057382941246033	-0.003230571746826172	-0.01942068338394165	0.0006258487701416016
336	0.15028002858161926	-0.055697496980428696	0.19486600160598755	0.005751479417085648	0.03539731353521347	0.26951101422309875	0.0038687782362103462	0.17527130246162415	0.10627496242523193	-0.5037199258804321	0.10328535735607147	-0.7642923593521118	-0.05209536850452423	0.9318877458572388	-0.03199804201722145	1.0099743604660034	0.0699782744050026	0.8643665909767151	0.04790051281452179	0.4972771108150482	0.038796212524175644	0.03930048272013664	-0.03804899752140045	-1.098046898841858	0.04971623420715332	-1.0269618034362793	0.004190392792224884	0.5143724679946899	-0.0009456241969019175	0.46554839611053467	-0.015714019536972046	0.5778141021728516	-0.01498498022556305	0.769399106502533	-0.018855277448892593	1.2422949075698853	-0.0042731873691082	1.2208178043365479	0.033887848258018494	-0.13674795627593994	0.017677154392004013	0.09110420942306519	0.00011045485734939575	0.0009617768228054047	-0.003378838300704956	-0.020710378885269165	0.0005841255187988281
337	0.14952708780765533	-0.07884269952774048	0.19590692222118378	-0.015408935025334358	0.035531185567379	0.27975696325302124	0.0038099184166640043	0.1847563534975052	0.10596223175525665	-0.49123844504356384	0.10291978716850281	-0.7475914359092712	-0.052516695111989975	0.9586331844329834	-0.032025378197431564	1.0349888801574707	0.07070494443178177	0.8613260984420776	0.04826181009411812	0.4888846278190613	0.038785144686698914	0.03931083902716637	-0.0368412584066391	-1.2756471633911133	0.056703388690948486	-1.120100498199463	0.01169983297586441	0.5081288814544678	-0.006937765516340733	0.4916444420814514	-0.015481188893318176	0.716574490070343	-0.024865567684173584	0.9663164615631104	-0.0254875048995018	1.5271856784820557	0.004446227103471756	1.3105005025863647	0.04122387617826462	-0.18257945775985718	0.01883935183286667	-1.4411025047302246	-0.0018808990716934204	-0.0003702007234096527	-0.003824196755886078	-0.02458319067955017	0.00045299530029296875
338	0.1488063782453537	-0.10672338306903839	0.1971341371536255	-0.03905253857374191	0.03586530685424805	0.28983616828918457	0.0035912676248699427	0.1949370801448822	0.1056557148694992	-0.4750569462776184	0.10229073464870453	-0.7256397008895874	-0.0531148687005043	0.9929751753807068	-0.03182019293308258	1.062394380569458	0.07162722945213318	0.8570634126663208	0.048654086887836456	0.43963301181793213	0.03872097656130791	0.039285674691200256	-0.03603547811508179	-1.3940341472625732	0.061360374093055725	-1.1821800470352173	0.016706064343452454	0.5039602518081665	-0.010932539589703083	0.509035587310791	-0.015325844287872314	0.8090757131576538	-0.03145262598991394	1.097588300704956	-0.02990877255797386	1.7170995473861694	0.010259076952934265	1.3702720403671265	0.04611443728208542	-0.2131327986717224	0.019613932818174362	-2.4625799655914307	-0.0032084062695503235	-0.00125812366604805	-0.0041212886571884155	-0.027164071798324585	0.00036656856536865234
339	0.14808566868305206	-0.1346040666103363	0.198361337184906	-0.06269613653421402	0.036199428141117096	0.2999153733253479	0.003372616833075881	0.20511777698993683	0.10534919798374176	-0.4588754177093506	0.10166168212890625	-0.7036879062652588	-0.05371304601430893	1.0273171663284302	-0.031615015119314194	1.0897997617721558	0.07254952192306519	0.8528007864952087	0.04904636740684509	0.39038142561912537	0.0386568084359169	0.039260514080524445	-0.036036595702171326	-1.3940695524215698	0.06136186420917511	-1.182210087776184	0.0167064368724823	0.5039728879928589	-0.01093281339854002	0.5090482234954834	-0.015326403081417084	0.8090965747833252	-0.031453557312488556	1.0976150035858154	-0.029909610748291016	1.7171428203582764	0.010259263217449188	1.370304822921753	0.04611555486917496	-0.21313726902008057	0.01961449161171913	-2.4626426696777344	-0.003208499401807785	-0.0012580305337905884	-0.0041212886571884155	-0.027164816856384277	0.00036656856536865234
340	0.14736491441726685	-0.16248616576194763	0.1995886117219925	-0.08634094148874283	0.03653356432914734	0.3099950850009918	0.0031539550982415676	0.21529901027679443	0.10504265874624252	-0.4426930844783783	0.10103259235620499	-0.681735098361969	-0.054311253130435944	1.061660885810852	-0.03140982240438461	1.1172065734863281	0.07347185164690018	0.8485379219055176	0.04943866655230522	0.34112730622291565	0.038592636585235596	0.03923535346984863	-0.025422871112823486	-1.2549258470535278	0.035373494029045105	-0.8924750685691833	0.014722160995006561	0.2856537699699402	-0.007435400038957596	0.5077097415924072	-0.019108876585960388	0.7573977112770081	-0.028119608759880066	0.9468361735343933	-0.021141208708286285	1.5767306089401245	0.000645127147436142	1.2149840593338013	0.03437995910644531	-0.23614317178726196	0.02017933875322342	-1.869844675064087	-0.005327817052602768	-0.0016762875020503998	-0.004142336547374725	-0.020662695169448853	0.0006288290023803711
341	0.14706875383853912	-0.1848011016845703	0.1997762769460678	-0.09839513897895813	0.03678831458091736	0.3113415241241455	0.003075200831517577	0.22542616724967957	0.10458484292030334	-0.42857950925827026	0.10053689777851105	-0.6658144593238831	-0.05455869436264038	1.0903863906860352	-0.03158921003341675	1.1383991241455078	0.073924720287323	0.8433550596237183	0.04985354095697403	0.3155876398086548	0.03844369575381279	0.03919346258044243	-0.014808028936386108	-1.1157467365264893	0.00938326120376587	-0.6027097105979919	0.012737512588500977	0.06732195615768433	-0.003937713336199522	0.5063574910163879	-0.022890605032444	0.7056779861450195	-0.024784915149211884	0.7960319519042969	-0.012372061610221863	1.436278223991394	-0.00896938145160675	1.0596305131912231	0.022643432021141052	-0.2591431140899658	0.0207437202334404	-1.2769840955734253	-0.007447041571140289	-0.002094544470310211	-0.004163384437561035	-0.01415833830833435	0.0008910894393920898
342	0.1467725932598114	-0.207116037607193	0.19996394217014313	-0.11044932901859283	0.03704306483268738	0.3126879632472992	0.0029964465647935867	0.2355533093214035	0.10412703454494476	-0.4144659638404846	0.10004119575023651	-0.6498938202857971	-0.05480613559484482	1.1191120147705078	-0.03176859766244888	1.159591794013977	0.07437758892774582	0.838172197341919	0.05026841536164284	0.29004794359207153	0.038294754922389984	0.039151571691036224	-0.014808028936386108	-1.1157609224319458	0.00938326120376587	-0.6027171611785889	0.012737512588500977	0.06732270121574402	-0.003937759902328253	0.5063638091087341	-0.022890791296958923	0.7056862115859985	-0.02478528767824173	0.7960423827171326	-0.012372247874736786	1.4362990856170654	-0.008969474583864212	1.059645414352417	0.0226438045501709	-0.2591460943222046	0.020743999630212784	-1.2770004272460938	-0.007447227835655212	-0.0020946376025676727	-0.004163384437561035	-0.014159083366394043	0.0008910894393920898
343	0.14647643268108368	-0.22943153977394104	0.20015160739421844	-0.12250382453203201	0.0372978150844574	0.31403443217277527	0.002917690435424447	0.24568071961402893	0.10366921126842499	-0.4003520607948303	0.09954548627138138	-0.6339727640151978	-0.05505358427762985	1.1478383541107178	-0.031947989016771317	1.1807849407196045	0.07483047246932983	0.8329892158508301	0.05068330094218254	0.26450762152671814	0.03814580664038658	0.03910967707633972	-0.010831654071807861	-1.0720242261886597	0.0024259090423583984	-0.6050236225128174	0.011683255434036255	-0.013938546180725098	-0.0036959710996598005	0.505993127822876	-0.019259750843048096	0.7109373807907104	-0.022338517010211945	0.7690221071243286	-0.012503005564212799	1.494041085243225	-0.008000805974006653	1.162150502204895	0.02038516104221344	-0.006021559238433838	0.019479263573884964	-0.8041061162948608	-0.005355756729841232	-0.0019958242774009705	-0.0034891068935394287	-0.013449788093566895	0.0008165836334228516
344	0.1463393270969391	-0.24999700486660004	0.20006097853183746	-0.13465027511119843	0.03751039505004883	0.3121304214000702	0.0028486077208071947	0.255793035030365	0.10335664451122284	-0.3860284686088562	0.09914765506982803	-0.619132936000824	-0.05530625581741333	1.1788736581802368	-0.03208862990140915	1.2060778141021729	0.07519299536943436	0.8379313349723816	0.051047585904598236	0.2578836977481842	0.038080524653196335	0.039071738719940186	-0.004866346716880798	-1.0064013004302979	-0.008010491728782654	-0.6084753274917603	0.01010168343782425	-0.13583526015281677	-0.0033332209568470716	0.5054287910461426	-0.013812445104122162	0.7188044786453247	-0.018667615950107574	0.7284790277481079	-0.012698955833911896	1.5806376934051514	-0.006547477096319199	1.3159066438674927	0.01699700951576233	0.37368088960647583	0.017581786960363388	-0.09472295641899109	-0.0022182241082191467	-0.0018475577235221863	-0.002477318048477173	-0.012384355068206787	0.0007033348083496094
345	0.14628177881240845	-0.26968759298324585	0.19983118772506714	-0.1468428373336792	0.03770188242197037	0.3086010217666626	0.002784361597150564	0.26589787006378174	0.1031167134642601	-0.37159988284111023	0.09879878163337708	-0.6048336029052734	-0.05556154251098633	1.2110638618469238	-0.032209888100624084	1.2334212064743042	0.07551035284996033	0.8479364514350891	0.051386572420597076	0.2607187032699585	0.038057077676057816	0.039035774767398834	-0.002878159284591675	-0.9845551252365112	-0.011490285396575928	-0.6096441149711609	0.009574554860591888	-0.17647519707679749	-0.0032123876735568047	0.5052566528320312	-0.011996924877166748	0.7214479446411133	-0.017444416880607605	0.7149860262870789	-0.01276480033993721	1.6095548868179321	-0.006063096225261688	1.3672024011611938	0.015868060290813446	0.5002692341804504	0.016949884593486786	0.14175400137901306	-0.001172441989183426	-0.0017982907593250275	-0.0021399930119514465	-0.012030452489852905	0.000667572021484375
346	0.14622420072555542	-0.28937920928001404	0.19960136711597443	-0.1590360403060913	0.037893377244472504	0.3050714135169983	0.0027201122138649225	0.27600330114364624	0.10287676751613617	-0.35717055201530457	0.09844987839460373	-0.5905334949493408	-0.05581684783101082	1.243255853652954	-0.03233115375041962	1.2607659101486206	0.0758277177810669	0.8579421043395996	0.05172558128833771	0.2635538578033447	0.038033626973629	0.038999807089567184	-0.005466863512992859	-0.9958907961845398	-0.007120147347450256	-0.672120213508606	0.006483960896730423	-0.21289214491844177	0.0005540787242352962	0.4575394093990326	-0.01582857221364975	0.7151179313659668	-0.02092905342578888	0.7836252450942993	-0.011557526886463165	1.6806244850158691	-0.0019174069166183472	1.4623314142227173	0.01660119742155075	0.42848438024520874	0.01383461058139801	0.23668184876441956	-0.0008710660040378571	-0.003374740481376648	-0.0012189149856567383	-0.011807680130004883	0.0008791685104370117
347	0.14606310427188873	-0.30952322483062744	0.19954638183116913	-0.17372764647006989	0.037961240857839584	0.3000853359699249	0.002806524746119976	0.28419944643974304	0.10248357057571411	-0.34299516677856445	0.09796161949634552	-0.5734885931015015	-0.056023843586444855	1.2782888412475586	-0.03228658437728882	1.291914463043213	0.07617440074682236	0.8650758266448975	0.051939956843853	0.2701859772205353	0.0380222350358963	0.03890078514814377	-0.013231858611106873	-1.0297901630401611	0.005992129445075989	-0.8594714403152466	-0.0027878209948539734	-0.3221176564693451	0.011852936819195747	0.31434521079063416	-0.027321651577949524	0.6960541009902954	-0.03137979656457901	0.9894490242004395	-0.007934588938951492	1.893642544746399	0.010519847273826599	1.747557520866394	0.018798932433128357	0.21309256553649902	0.004487670958042145	0.5214288830757141	3.324821591377258e-05	-0.008103437721729279	0.0015446916222572327	-0.011139363050460815	0.0015139579772949219
348	0.14569492638111115	-0.3305708169937134	0.19984105229377747	-0.19341489672660828	0.037781864404678345	0.2921867072582245	0.0031942296773195267	0.2885771095752716	0.10178390145301819	-0.32932838797569275	0.09719468653202057	-0.5509555339813232	-0.05613423138856888	1.31900155544281	-0.03191035985946655	1.3306682109832764	0.07657967507839203	0.8664658069610596	0.05190508812665939	0.2844110131263733	0.03803495690226555	0.03867566958069801	-0.01840852200984955	-1.0523796081542969	0.014733895659446716	-0.9843624830245972	-0.008968822658061981	-0.394931435585022	0.01938525214791298	0.21888315677642822	-0.03498326987028122	0.6833389401435852	-0.03834664821624756	1.1266529560089111	-0.005519576370716095	2.0356357097625732	0.018811039626598358	1.9376903772354126	0.02026371657848358	0.06949901580810547	-0.0017433427274227142	0.7112517952919006	0.0006360933184623718	-0.01125577837228775	0.003386661410331726	-0.010695308446884155	0.0019341707229614258
349	0.14532676339149475	-0.3516184091567993	0.200135737657547	-0.21310214698314667	0.037602487951517105	0.28428807854652405	0.003581934841349721	0.29295477271080017	0.10108423978090286	-0.31566160917282104	0.09642775356769562	-0.528422474861145	-0.0562446266412735	1.3597142696380615	-0.031534142792224884	1.3694220781326294	0.0769849494099617	0.8678557872772217	0.05187022313475609	0.2986360490322113	0.038047678768634796	0.03845055401325226	-0.018408894538879395	-1.0523929595947266	0.014733895659446716	-0.9843748211860657	-0.008969008922576904	-0.3949366509914398	0.019385501742362976	0.2188853919506073	-0.034983642399311066	0.6833471059799194	-0.038347020745277405	1.126667857170105	-0.005519576370716095	2.035665512084961	0.01881122589111328	1.9377171993255615	0.020264089107513428	0.06950050592422485	-0.0017434358596801758	0.7112607359886169	0.0006360933184623718	-0.011255871504545212	0.003386475145816803	-0.010695308446884155	0.0019311904907226562
