time jpLt jpLc tpLt mpLc jrLt jrLc trLt mrLc jyLt jyLc tyLt myLc jkLt jkLc tkLt mkLc japLt japLc tapLt mapLc jarLt jarLc tarLt marLc jpRt jpRc tpRt mpRc jrRt jrRc trRt mrRc jyRt jyRc tyRt myRc jkRt jkRc tkRt mkRc japRt japRc tapRt mapRc jarRt jarRc tarRt marRc jwrt jwrc twrt mwrc jwyt jwyc twyt mwyc jspLt jspLc tspLt mspLt jsrLt jsrLc tsrLt msrLt jsyLt jsyLc tsyLt msyLt jeLt jeLc teLt meLt jwrLt jwrLc twrLt mwrLt jspRt jspRc tspRt mspRt jsrRt jsrRc tsrRt msrRt jsyRt jsyRc tsyRt msyRt jeRt jeRc teRt meRt jwrRt jwrRc twrRt mwrRt
0.200000 -0.042711 -0.185642 12.520000 12.520000 0.181368 0.199066 -2.680000 -2.680000 0.434517 0.455858 1.280000 1.280000 0.369757 0.281910 7.140000 7.140000 0.186547 0.075195 4.080000 4.080000 -0.308873 -0.317345 -0.000000 -0.000000 -0.168373 -0.199760 1.650000 1.650000 -0.301393 -0.321090 1.760000 1.760000 -0.542560 -0.545294 1.140000 1.140000 0.394708 0.301183 5.650000 5.650000 0.247064 0.172488 4.560000 4.560000 0.183643 0.158744 0.280000 0.280000 0.113398 0.109077 2.450000 2.450000 -0.093095 -0.068570 -1.510000 -1.510000 0.583154 0.674989 -4.660000 -4.660000 1.173098 1.102876 4.740000 4.740000 0.027804 0.047572 5.310000 5.310000 1.124924 1.109617 0.260000 0.260000 -0.113552 -0.112210 0.050000 0.050000 -0.092415 -0.070586 0.440000 0.440000 -1.567313 -1.582547 0.750000 0.750000 0.407232 0.384368 0.140000 0.140000 1.249325 1.265525 -0.220000 -0.220000 0.443898 0.430230 0.660000 0.660000
0.220000 -0.103820 -0.191702 8.309999 8.309999 0.183066 0.185596 -2.410000 -2.410000 0.438542 0.456661 1.660000 1.660000 0.334916 0.272060 5.550000 5.550000 0.181542 0.088731 3.600000 3.600000 -0.288431 -0.316663 0.380000 0.380000 -0.209803 -0.200006 0.330000 0.330000 -0.309815 -0.317928 2.170000 2.170000 -0.544909 -0.548358 0.790000 0.790000 0.348357 0.305018 3.670000 3.670000 0.255596 0.190615 2.950000 2.950000 0.200912 0.164027 0.340000 0.340000 0.101849 0.104251 1.580000 1.580000 -0.092528 -0.075413 -1.020000 -1.020000 0.534120 0.660017 -5.120000 -5.120000 1.139473 1.096566 2.710000 2.710000 -0.002623 0.038281 4.930000 4.930000 1.088476 1.100534 -0.480000 -0.480000 -0.108267 -0.110681 -0.050000 -0.050000 -0.096993 -0.105561 1.340000 1.340000 -1.619050 -1.580522 -2.400000 -2.400000 0.397706 0.394543 -1.170000 -1.170000 1.266544 1.264715 0.510000 0.510000 0.446795 0.436840 0.280000 0.280000
0.240000 -0.014614 -0.200691 14.120000 14.120000 0.183270 0.185557 -3.400000 -3.400000 0.426512 0.456054 1.740000 1.740000 0.393218 0.265489 8.000000 8.000000 0.197542 0.103215 7.420000 7.420000 -0.290171 -0.313275 0.170000 0.170000 -0.191767 -0.217002 1.440000 1.440000 -0.322759 -0.325368 0.470000 0.470000 -0.555545 -0.554800 0.190000 0.190000 0.373652 0.309304 3.130000 3.130000 0.237831 0.203596 3.020000 3.020000 0.205049 0.173199 0.010000 0.010000 0.102144 0.096400 0.350000 0.350000 -0.081785 -0.085045 0.490000 0.490000 0.562741 0.635841 -2.510000 -2.510000 1.157775 1.107906 1.820000 1.820000 0.000235 0.021540 2.420000 2.420000 1.164073 1.118767 1.280000 1.280000 -0.115552 -0.112502 0.220000 0.220000 -0.116611 -0.122251 0.860000 0.860000 -1.599100 -1.593747 0.370000 0.370000 0.447685 0.403461 -1.490000 -1.490000 1.304736 1.280262 0.500000 0.500000 0.466702 0.442089 0.300000 0.300000
0.260000 -0.059056 -0.202194 13.320000 13.320000 0.179713 0.189629 -2.920000 -2.920000 0.431480 0.451844 1.950000 1.950000 0.351674 0.267701 7.270000 7.270000 0.182629 0.113935 5.140000 5.140000 -0.296472 -0.309462 0.090000 0.090000 -0.199080 -0.221282 2.250000 2.250000 -0.325093 -0.329509 0.940000 0.940000 -0.563927 -0.558392 0.580000 0.580000 0.355631 0.322857 3.080000 3.080000 0.259366 0.211476 2.030000 2.030000 0.198349 0.180177 0.030000 0.030000 0.120561 0.096909 1.690000 1.690000 -0.085950 -0.086905 1.450000 1.450000 0.546816 0.611543 -1.840000 -1.840000 1.113736 1.107836 0.780000 0.780000 -0.013486 0.009595 1.330000 1.330000 1.171010 1.145149 0.310000 0.310000 -0.110550 -0.109770 0.050000 0.050000 -0.118440 -0.127773 0.560000 0.560000 -1.600733 -1.589917 -1.320000 -1.320000 0.457226 0.426455 -0.470000 -0.470000 1.303167 1.298719 -0.960000 -0.960000 0.467044 0.465246 0.790000 0.790000
0.280000 -0.042928 -0.204648 14.020000 14.020000 0.191395 0.187554 -2.860000 -2.860000 0.424897 0.454155 2.670000 2.670000 0.372224 0.266619 7.110000 7.110000 0.187224 0.117248 5.330000 5.330000 -0.296714 -0.309238 0.210000 0.210000 -0.188886 -0.225117 2.620000 2.620000 -0.320872 -0.335921 2.110000 2.110000 -0.563106 -0.568328 0.770000 0.770000 0.369441 0.324553 3.160000 3.160000 0.259699 0.215014 1.680000 1.680000 0.192476 0.185333 0.040000 0.040000 0.115884 0.109605 0.350000 0.350000 -0.085809 -0.085173 0.830000 0.830000 0.560812 0.589822 -0.580000 -0.580000 1.132566 1.111620 0.300000 0.300000 -0.011451 0.001201 0.800000 0.800000 1.188892 1.167463 0.060000 0.060000 -0.108183 -0.109759 -0.190000 -0.190000 -0.126678 -0.128264 0.080000 0.080000 -1.588432 -1.591605 0.660000 0.660000 0.479757 0.444163 -0.240000 -0.240000 1.303130 1.302991 -0.270000 -0.270000 0.468251 0.466864 0.180000 0.180000
0.300000 -0.079132 -0.204526 9.880000 9.880000 0.189091 0.191998 -2.170000 -2.170000 0.433281 0.449984 1.220000 1.220000 0.346683 0.270684 6.280000 6.280000 0.179920 0.120112 4.130000 4.130000 -0.309206 -0.308918 -0.000000 -0.000000 -0.235521 -0.224764 -0.130000 -0.130000 -0.310954 -0.333581 2.300000 2.300000 -0.574346 -0.573232 1.690000 1.690000 0.341308 0.326717 2.070000 2.070000 0.255437 0.215842 0.890000 0.890000 0.191592 0.185919 0.130000 0.130000 0.090463 0.113169 -0.430000 -0.430000 -0.098580 -0.088853 -2.440000 -2.440000 0.539912 0.575955 -1.820000 -1.820000 1.148298 1.117208 2.080000 2.080000 -0.009336 -0.003386 2.190000 2.190000 1.208396 1.182896 0.240000 0.240000 -0.110028 -0.105679 0.440000 0.440000 -0.125321 -0.128632 0.220000 0.220000 -1.596568 -1.589172 -0.040000 -0.040000 0.496318 0.462033 -0.800000 -0.800000 1.318071 1.309724 -0.050000 -0.050000 0.473283 0.469843 0.120000 0.120000
0.320000 -0.040843 -0.203943 13.690000 13.690000 0.184762 0.193750 -2.430000 -2.430000 0.434132 0.448800 0.800000 0.800000 0.375141 0.271839 7.870000 7.870000 0.194439 0.120739 5.310000 5.310000 -0.311082 -0.309355 -0.000000 -0.000000 -0.204344 -0.230731 1.520000 1.520000 -0.323329 -0.328745 1.890000 1.890000 -0.565390 -0.576228 0.200000 0.200000 0.355822 0.324037 2.460000 2.460000 0.254647 0.215736 1.390000 1.390000 0.193792 0.185951 0.240000 0.240000 0.096082 0.103252 -0.280000 -0.280000 -0.094770 -0.090527 -2.090000 -2.090000 0.541157 0.569573 -1.510000 -1.510000 1.159153 1.119525 2.140000 2.140000 -0.000676 -0.003864 2.750000 2.750000 1.212349 1.197465 0.370000 0.370000 -0.110280 -0.107904 0.080000 0.080000 -0.133658 -0.129123 -0.170000 -0.170000 -1.588118 -1.593840 0.390000 0.390000 0.500368 0.478321 0.540000 0.540000 1.317103 1.311556 0.360000 0.360000 0.473878 0.471473 -0.150000 -0.150000
0.340000 -0.084394 -0.203866 9.679999 9.679999 0.186797 0.192115 -1.850000 -1.850000 0.437475 0.448594 0.650000 0.650000 0.346639 0.274584 6.360000 6.360000 0.185053 0.119709 3.500000 3.500000 -0.313552 -0.309366 -0.100000 -0.100000 -0.233254 -0.230179 0.210000 0.210000 -0.311239 -0.331437 2.910000 2.910000 -0.563753 -0.574201 0.820000 0.820000 0.329219 0.323201 1.670000 1.670000 0.258087 0.215973 0.510000 0.510000 0.184966 0.185951 -0.050000 -0.050000 0.086315 0.101774 0.040000 0.040000 -0.103847 -0.086700 -2.670000 -2.670000 0.525474 0.569205 -2.270000 -2.270000 1.160305 1.123949 2.040000 2.040000 -0.001329 -0.004027 1.680000 1.680000 1.211166 1.207919 -0.310000 -0.310000 -0.113675 -0.108646 -0.310000 -0.310000 -0.142966 -0.131209 -0.390000 -0.390000 -1.579555 -1.589044 0.290000 0.290000 0.507872 0.489241 0.230000 0.230000 1.319456 1.312354 0.320000 0.320000 0.472919 0.472024 -0.370000 -0.370000
0.360000 -0.069955 -0.204449 10.740000 10.740000 0.177901 0.192546 -2.830000 -2.830000 0.437576 0.449103 -0.060000 -0.060000 0.354293 0.273888 7.090000 7.090000 0.195449 0.117923 3.840000 3.840000 -0.315730 -0.309483 -0.100000 -0.100000 -0.221697 -0.236959 1.220000 1.220000 -0.325838 -0.329049 1.570000 1.570000 -0.565681 -0.573066 -0.150000 -0.150000 0.347176 0.318899 2.250000 2.250000 0.257374 0.219487 1.310000 1.310000 0.193476 0.185205 0.180000 0.180000 0.103640 0.102322 0.480000 0.480000 -0.095177 -0.087835 -1.020000 -1.020000 0.530853 0.568224 -2.290000 -2.290000 1.166556 1.134404 1.840000 1.840000 0.004468 -0.003142 1.300000 1.300000 1.224505 1.213202 0.270000 0.270000 -0.111702 -0.113008 0.350000 0.350000 -0.145978 -0.136363 -0.280000 -0.280000 -1.586580 -1.584305 -0.180000 -0.180000 0.518936 0.498078 -0.720000 -0.720000 1.325863 1.314603 0.340000 0.340000 0.479623 0.474272 -0.230000 -0.230000
0.380000 -0.070649 -0.204449 10.910000 10.910000 0.188647 0.192184 -2.010000 -2.010000 0.436032 0.450445 0.640000 0.640000 0.362766 0.273888 7.380000 7.380000 0.198399 0.117923 4.570000 4.570000 -0.314936 -0.309621 -0.100000 -0.100000 -0.222363 -0.237251 1.250000 1.250000 -0.325866 -0.330909 1.660000 1.660000 -0.559136 -0.572792 -0.480000 -0.480000 0.343695 0.317613 2.290000 2.290000 0.244931 0.224232 1.540000 1.540000 0.195953 0.185205 0.270000 0.270000 0.095819 0.102851 0.490000 0.490000 -0.096544 -0.086739 -1.410000 -1.410000 0.525423 0.567487 -1.960000 -1.960000 1.163179 1.140609 1.030000 1.030000 0.001044 -0.000220 1.350000 1.350000 1.218081 1.214933 0.020000 0.020000 -0.112669 -0.110220 -0.000000 -0.000000 -0.148880 -0.142867 -0.060000 -0.060000 -1.590107 -1.585283 -0.110000 -0.110000 0.515088 0.506879 -0.380000 -0.380000 1.329674 1.324315 -0.390000 -0.390000 0.481110 0.484794 0.080000 0.080000
0.400000 -0.062469 -0.204449 11.550000 11.550000 0.183719 0.195532 -2.660000 -2.660000 0.433988 0.447919 0.110000 0.110000 0.360458 0.274166 6.830000 6.830000 0.198982 0.118325 4.230000 4.230000 -0.317138 -0.309621 -0.240000 -0.240000 -0.215769 -0.237864 1.710000 1.710000 -0.321034 -0.333581 2.230000 2.230000 -0.560928 -0.570119 0.250000 0.250000 0.351000 0.315556 2.580000 2.580000 0.251417 0.227675 2.040000 2.040000 0.196456 0.185205 0.140000 0.140000 0.101297 0.102430 0.720000 0.720000 -0.097356 -0.088236 -1.170000 -1.170000 0.525941 0.562456 -1.810000 -1.810000 1.171074 1.145138 1.220000 1.220000 -0.002609 0.000630 1.430000 1.430000 1.229263 1.216046 0.590000 0.590000 -0.113803 -0.110861 0.330000 0.330000 -0.154565 -0.146917 -0.240000 -0.240000 -1.587865 -1.585062 0.390000 0.390000 0.515672 0.505960 -1.320000 -1.320000 1.326795 1.325855 0.050000 0.050000 0.483471 0.484198 -0.250000 -0.250000
0.420000 -0.077922 -0.204449 10.400000 10.400000 0.179969 0.196560 -2.400000 -2.400000 0.439919 0.446891 -0.650000 -0.650000 0.359641 0.275084 7.320000 7.320000 0.199911 0.119650 4.180000 4.180000 -0.316075 -0.309632 -0.100000 -0.100000 -0.221195 -0.237880 1.380000 1.380000 -0.329093 -0.333375 1.740000 1.740000 -0.558488 -0.570325 -0.670000 -0.670000 0.336692 0.316007 1.630000 1.630000 0.242589 0.230385 1.230000 1.230000 0.198884 0.185642 0.180000 0.180000 0.100198 0.102283 1.090000 1.090000 -0.098936 -0.086465 -1.380000 -1.380000 0.513543 0.557179 -1.770000 -1.770000 1.165603 1.151564 0.580000 0.580000 -0.008797 -0.001815 0.790000 0.790000 1.240252 1.222869 0.660000 0.660000 -0.110611 -0.106151 0.250000 0.250000 -0.159297 -0.150599 -0.140000 -0.140000 -1.588866 -1.585528 0.920000 0.920000 0.528091 0.507077 -1.070000 -1.070000 1.335233 1.326709 0.340000 0.340000 0.491220 0.485974 -0.190000 -0.190000
0.440000 -0.064284 -0.204449 11.440000 11.440000 0.195028 0.195130 -1.670000 -1.670000 0.432482 0.447204 0.780000 0.780000 0.366602 0.275084 7.560000 7.560000 0.202088 0.119650 4.550000 4.550000 -0.319126 -0.309632 -0.230000 -0.230000 -0.223136 -0.237926 1.090000 1.090000 -0.332477 -0.333346 1.080000 1.080000 -0.562054 -0.570354 -0.870000 -0.870000 0.345567 0.316212 2.020000 2.020000 0.237168 0.230681 2.140000 2.140000 0.197698 0.185801 0.250000 0.250000 0.103556 0.101412 1.260000 1.260000 -0.095362 -0.086494 -0.870000 -0.870000 0.521659 0.547852 -1.240000 -1.240000 1.165881 1.153194 0.670000 0.670000 -0.011520 -0.004562 0.940000 0.940000 1.242120 1.228186 0.450000 0.450000 -0.110388 -0.105150 0.360000 0.360000 -0.160332 -0.156244 0.120000 0.120000 -1.599699 -1.587321 -0.050000 -0.050000 0.528081 0.511851 -0.940000 -0.940000 1.335512 1.333780 -0.160000 -0.160000 0.495207 0.495225 0.190000 0.190000
0.460000 -0.067588 -0.204449 11.300000 11.300000 0.183056 0.198694 -2.620000 -2.620000 0.436734 0.443641 -0.440000 -0.440000 0.362212 0.275084 7.310000 7.310000 0.201236 0.119650 4.290000 4.290000 -0.320115 -0.309717 -0.190000 -0.190000 -0.222565 -0.237926 1.160000 1.160000 -0.330511 -0.333189 0.850000 0.850000 -0.562728 -0.570511 -0.630000 -0.630000 0.342724 0.316507 2.240000 2.240000 0.252587 0.230326 1.340000 1.340000 0.198893 0.186036 0.250000 0.250000 0.106324 0.101471 1.430000 1.430000 -0.095810 -0.085300 -0.540000 -0.540000 0.521747 0.542575 -0.910000 -0.910000 1.165435 1.154545 0.670000 0.670000 -0.014853 -0.007193 0.990000 0.990000 1.255964 1.238562 0.180000 0.180000 -0.108328 -0.114536 0.580000 0.580000 -0.163428 -0.162502 0.180000 0.180000 -1.588127 -1.591663 1.060000 1.060000 0.535278 0.517311 -0.460000 -0.460000 1.337766 1.335016 0.120000 0.120000 0.497456 0.495607 -0.030000 -0.030000
0.480000 -0.063924 -0.204449 11.400000 11.400000 0.187834 0.197304 -2.130000 -2.130000 0.434489 0.445031 0.200000 0.200000 0.365690 0.275084 7.520000 7.520000 0.198617 0.119650 4.580000 4.580000 -0.323234 -0.310133 -0.070000 -0.070000 -0.225964 -0.237926 0.950000 0.950000 -0.333282 -0.333033 0.870000 0.870000 -0.564199 -0.570883 -0.530000 -0.530000 0.347091 0.316507 2.270000 2.270000 0.244555 0.230326 1.810000 1.810000 0.200085 0.186398 0.200000 0.200000 0.105457 0.101471 1.650000 1.650000 -0.096094 -0.085300 -0.840000 -0.840000 0.518985 0.539876 -1.460000 -1.460000 1.169569 1.152414 1.550000 1.550000 -0.008522 -0.009580 1.190000 1.190000 1.247790 1.241552 0.150000 0.150000 -0.108024 -0.113570 0.350000 0.350000 -0.159972 -0.167166 0.330000 0.330000 -1.596444 -1.587949 -0.310000 -0.310000 0.534355 0.521467 -1.320000 -1.320000 1.338923 1.335016 0.370000 0.370000 0.497096 0.495607 -0.120000 -0.120000
0.500000 -0.060691 -0.204449 11.929999 11.929999 0.192355 0.196364 -1.580000 -1.580000 0.433758 0.445971 0.650000 0.650000 0.361786 0.275084 7.260000 7.260000 0.199619 0.119650 4.270000 4.270000 -0.322875 -0.310165 -0.160000 -0.160000 -0.226977 -0.237926 1.000000 1.000000 -0.333406 -0.334531 0.920000 0.920000 -0.564071 -0.570736 -0.490000 -0.490000 0.345815 0.316507 2.340000 2.340000 0.256338 0.230326 1.380000 1.380000 0.197400 0.186600 0.200000 0.200000 0.104666 0.101422 1.680000 1.680000 -0.096371 -0.084722 -0.840000 -0.840000 0.535492 0.540121 -0.460000 -0.460000 1.171205 1.151343 1.670000 1.670000 -0.009409 -0.009510 1.590000 1.590000 1.251300 1.242170 0.440000 0.440000 -0.109367 -0.111962 0.320000 0.320000 -0.162152 -0.168393 0.440000 0.440000 -1.599954 -1.589556 -0.110000 -0.110000 0.534604 0.523539 -0.910000 -0.910000 1.340390 1.335500 0.030000 0.030000 0.494822 0.495394 -0.190000 -0.190000
0.520000 -0.053945 -0.204449 12.400000 12.400000 0.190742 0.195953 -1.860000 -1.860000 0.434240 0.446382 1.040000 1.040000 0.365930 0.275084 7.480000 7.480000 0.198862 0.119650 4.550000 4.550000 -0.323684 -0.310452 -0.260000 -0.260000 -0.230016 -0.237926 0.520000 0.520000 -0.333657 -0.335568 0.880000 0.880000 -0.565639 -0.570364 -0.340000 -0.340000 0.345392 0.316507 2.450000 2.450000 0.255242 0.230326 1.490000 1.490000 0.197501 0.186622 0.160000 0.160000 0.105782 0.101226 1.730000 1.730000 -0.096476 -0.084115 -0.870000 -0.870000 0.532893 0.540857 -0.270000 -0.270000 1.170871 1.149504 1.900000 1.900000 -0.003271 -0.009883 1.440000 1.440000 1.252820 1.247060 0.210000 0.210000 -0.111474 -0.107073 -0.260000 -0.260000 -0.161307 -0.168393 0.440000 0.440000 -1.596918 -1.592501 0.310000 0.310000 0.538086 0.526881 -0.570000 -0.570000 1.345372 1.336185 0.600000 0.600000 0.491681 0.494731 -0.600000 -0.600000
0.540000 -0.059463 -0.204449 11.780000 11.780000 0.192857 0.194112 -1.710000 -1.710000 0.432706 0.448888 1.360000 1.360000 0.362135 0.274797 7.120000 7.120000 0.196804 0.119236 4.340000 4.340000 -0.322742 -0.310708 -0.140000 -0.140000 -0.231425 -0.237926 0.500000 0.500000 -0.332708 -0.336214 0.840000 0.840000 -0.563685 -0.570266 -0.300000 -0.300000 0.345067 0.316507 2.340000 2.340000 0.256439 0.230326 1.100000 1.100000 0.198025 0.186707 0.240000 0.240000 0.110334 0.101608 2.240000 2.240000 -0.095752 -0.083714 -0.580000 -0.580000 0.536646 0.540857 -0.420000 -0.420000 1.163925 1.149212 1.280000 1.280000 -0.002689 -0.009289 0.790000 0.790000 1.246663 1.249297 0.060000 0.060000 -0.112067 -0.104836 -0.480000 -0.480000 -0.164499 -0.168393 0.250000 0.250000 -1.598128 -1.594224 -0.040000 -0.040000 0.534391 0.528860 -0.320000 -0.320000 1.341475 1.336118 0.100000 0.100000 0.488370 0.493989 -0.470000 -0.470000
0.560000 -0.055565 -0.204449 12.070000 12.070000 0.197590 0.193750 -1.270000 -1.270000 0.432296 0.449250 2.270000 2.270000 0.362857 0.274797 7.290000 7.290000 0.196440 0.119236 4.380000 4.380000 -0.322245 -0.310729 -0.180000 -0.180000 -0.231420 -0.237926 0.460000 0.460000 -0.333272 -0.335852 0.800000 0.800000 -0.563506 -0.569552 -0.400000 -0.400000 0.346981 0.316515 2.560000 2.560000 0.262344 0.230337 1.520000 1.520000 0.196218 0.186728 0.200000 0.200000 0.106272 0.102469 1.740000 1.740000 -0.097066 -0.083557 -1.140000 -1.140000 0.542808 0.541962 0.010000 0.010000 1.169316 1.149818 1.570000 1.570000 -0.005089 -0.008660 1.160000 1.160000 1.252379 1.249870 0.320000 0.320000 -0.113039 -0.105409 -0.170000 -0.170000 -0.164606 -0.168393 0.160000 0.160000 -1.596306 -1.594632 0.150000 0.150000 0.537470 0.529500 -0.570000 -0.570000 1.342697 1.336219 -0.140000 -0.140000 0.485420 0.493730 -0.590000 -0.590000
0.580000 -0.059688 -0.204449 11.840000 11.840000 0.196921 0.193701 -1.410000 -1.410000 0.432960 0.449299 2.090000 2.090000 0.362630 0.274797 7.230000 7.230000 0.195133 0.119236 4.430000 4.430000 -0.320853 -0.310857 -0.220000 -0.220000 -0.234578 -0.237926 0.250000 0.250000 -0.331126 -0.335823 1.180000 1.180000 -0.562468 -0.569522 -0.200000 -0.200000 0.345294 0.316515 2.390000 2.390000 0.259061 0.230337 1.390000 1.390000 0.196882 0.186728 0.130000 0.130000 0.104712 0.103751 1.680000 1.680000 -0.097130 -0.083548 -1.180000 -1.180000 0.541139 0.543066 -0.130000 -0.130000 1.167171 1.149422 1.680000 1.680000 -0.004440 -0.009056 0.990000 0.990000 1.247716 1.249870 0.200000 0.200000 -0.114244 -0.105409 -0.440000 -0.440000 -0.166598 -0.168393 0.280000 0.280000 -1.599327 -1.595016 0.010000 0.010000 0.536430 0.529116 -0.720000 -0.720000 1.342477 1.336230 -0.060000 -0.060000 0.484577 0.493607 -0.590000 -0.590000
0.600000 -0.052377 -0.204449 12.730000 12.730000 0.194795 0.193300 -1.480000 -1.480000 0.433917 0.449720 1.840000 1.840000 0.367505 0.274797 7.620000 7.620000 0.197620 0.119236 4.680000 4.680000 -0.317703 -0.310857 -0.180000 -0.180000 -0.230311 -0.237926 0.550000 0.550000 -0.329458 -0.335823 1.500000 1.500000 -0.560097 -0.569522 -0.360000 -0.360000 0.347467 0.316515 2.640000 2.640000 0.262959 0.230337 1.320000 1.320000 0.196532 0.186867 0.200000 0.200000 0.107951 0.104163 1.840000 1.840000 -0.096982 -0.083450 -1.120000 -1.120000 0.541809 0.544171 -0.180000 -0.180000 1.164693 1.149422 1.190000 1.190000 -0.006298 -0.009056 1.070000 1.070000 1.248168 1.249870 0.100000 0.100000 -0.113456 -0.105409 -0.350000 -0.350000 -0.168690 -0.168638 0.090000 0.090000 -1.590077 -1.595168 0.690000 0.690000 0.533459 0.530106 0.190000 0.190000 1.338576 1.336354 -0.150000 -0.150000 0.484860 0.493303 -0.470000 -0.470000
0.620000 -0.053506 -0.204449 12.250000 12.250000 0.196655 0.193378 -1.080000 -1.080000 0.435648 0.449798 1.890000 1.890000 0.364726 0.274797 7.360000 7.360000 0.195588 0.119236 4.510000 4.510000 -0.320277 -0.310857 -0.160000 -0.160000 -0.231860 -0.237926 0.480000 0.480000 -0.330420 -0.335705 1.570000 1.570000 -0.558904 -0.569307 -0.600000 -0.600000 0.345931 0.316515 2.510000 2.510000 0.262774 0.230337 1.240000 1.240000 0.195854 0.187005 0.100000 0.100000 0.106058 0.106287 1.560000 1.560000 -0.097788 -0.083009 -1.650000 -1.650000 0.540490 0.544907 -0.260000 -0.260000 1.166143 1.149422 1.350000 1.350000 -0.006470 -0.009056 1.080000 1.080000 1.252532 1.249870 0.380000 0.380000 -0.113105 -0.105409 -0.070000 -0.070000 -0.168682 -0.168761 0.080000 0.080000 -1.589544 -1.594807 0.720000 0.720000 0.539347 0.530466 -0.070000 -0.070000 1.341388 1.336196 -0.030000 -0.030000 0.485312 0.493146 -0.800000 -0.800000
0.640000 -0.058490 -0.204449 11.950000 11.950000 0.197729 0.194347 -1.150000 -1.150000 0.435453 0.450082 2.100000 2.100000 0.363534 0.274797 7.320000 7.320000 0.196296 0.119236 4.520000 4.520000 -0.319502 -0.310857 -0.120000 -0.120000 -0.233267 -0.237926 0.360000 0.360000 -0.332518 -0.336302 1.370000 1.370000 -0.558332 -0.568651 -0.470000 -0.470000 0.344252 0.316515 2.390000 2.390000 0.263976 0.230337 1.280000 1.280000 0.194038 0.187016 0.040000 0.040000 0.106503 0.106835 1.300000 1.300000 -0.095462 -0.082774 -1.430000 -1.430000 0.541674 0.544907 -0.240000 -0.240000 1.169803 1.149923 1.590000 1.590000 -0.007000 -0.009557 1.150000 1.150000 1.249719 1.249870 0.220000 0.220000 -0.113065 -0.105409 -0.320000 -0.320000 -0.170496 -0.168884 0.180000 0.180000 -1.593756 -1.593829 0.260000 0.260000 0.539055 0.532609 -0.160000 -0.160000 1.342661 1.336556 0.070000 0.070000 0.485536 0.492786 -0.550000 -0.550000
0.660000 -0.058109 -0.204449 11.800000 11.800000 0.195225 0.195483 -1.700000 -1.700000 0.435592 0.451022 1.680000 1.680000 0.362933 0.274797 7.220000 7.220000 0.196052 0.119236 4.460000 4.460000 -0.318958 -0.310857 -0.160000 -0.160000 -0.230625 -0.237926 0.550000 0.550000 -0.330957 -0.337340 1.790000 1.790000 -0.557097 -0.567613 -0.420000 -0.420000 0.345965 0.316515 2.630000 2.630000 0.266908 0.230337 1.320000 1.320000 0.195164 0.187080 0.140000 0.140000 0.106256 0.106453 1.300000 1.300000 -0.095119 -0.082118 -1.390000 -1.390000 0.539453 0.544907 -0.370000 -0.370000 1.169702 1.151296 1.260000 1.260000 -0.008637 -0.008765 1.320000 1.320000 1.252615 1.249881 0.360000 0.360000 -0.113122 -0.105420 -0.110000 -0.110000 -0.172119 -0.169129 -0.120000 -0.120000 -1.594332 -1.595005 0.370000 0.370000 0.539836 0.534017 0.100000 0.100000 1.341783 1.337062 -0.030000 -0.030000 0.485685 0.492280 -0.710000 -0.710000
0.680000 -0.056790 -0.204449 12.040000 12.040000 0.193749 0.196638 -1.850000 -1.850000 0.436321 0.451296 1.320000 1.320000 0.362525 0.274797 7.230000 7.230000 0.196148 0.119236 4.450000 4.450000 -0.320235 -0.310857 -0.240000 -0.240000 -0.230129 -0.237926 0.580000 0.580000 -0.329999 -0.336351 1.740000 1.740000 -0.556268 -0.567799 -0.560000 -0.560000 0.345647 0.316515 2.630000 2.630000 0.267428 0.230337 1.040000 1.040000 0.196542 0.187314 0.180000 0.180000 0.105900 0.106218 1.400000 1.400000 -0.095571 -0.081864 -1.450000 -1.450000 0.534605 0.544907 -0.660000 -0.660000 1.169467 1.152321 1.350000 1.350000 -0.009635 -0.009720 1.190000 1.190000 1.255935 1.250634 0.310000 0.310000 -0.113045 -0.106016 -0.000000 -0.000000 -0.174023 -0.169252 -0.120000 -0.120000 -1.592526 -1.594842 0.150000 0.150000 0.542245 0.535997 -0.080000 -0.080000 1.342268 1.337073 0.030000 0.030000 0.486468 0.492269 -0.550000 -0.550000
0.700000 -0.058388 -0.204449 11.849999 11.849999 0.193560 0.197676 -2.030000 -2.030000 0.435891 0.450787 1.060000 1.060000 0.362032 0.274797 7.290000 7.290000 0.197113 0.119236 4.330000 4.330000 -0.320263 -0.310857 -0.260000 -0.260000 -0.229324 -0.237926 0.720000 0.720000 -0.331895 -0.335245 1.680000 1.680000 -0.555178 -0.567809 -0.780000 -0.780000 0.344758 0.316515 2.580000 2.580000 0.269180 0.230337 0.950000 0.950000 0.195554 0.187474 0.070000 0.070000 0.108395 0.105435 1.590000 1.590000 -0.093846 -0.081864 -0.990000 -0.990000 0.533278 0.544784 -0.580000 -0.580000 1.168910 1.152344 1.210000 1.210000 -0.011574 -0.009743 1.390000 1.390000 1.256379 1.251432 0.410000 0.410000 -0.112663 -0.106791 -0.000000 -0.000000 -0.176830 -0.169497 -0.250000 -0.250000 -1.591769 -1.591768 -0.240000 -0.240000 0.544079 0.539070 -0.170000 -0.170000 1.341935 1.337073 0.070000 0.070000 0.487802 0.492269 -0.550000 -0.550000
