timestep	qpos_left_hip_pitch_joint	qpos_right_hip_pitch_joint	qpos_waist_roll_joint	qpos_left_hip_roll_joint	qpos_right_hip_roll_joint	qpos_waist_yaw_joint	qpos_left_hip_yaw_joint	qpos_right_hip_yaw_joint	qpos_left_shoulder_pitch_joint	qpos_right_shoulder_pitch_joint	qpos_left_knee_joint	qpos_right_knee_joint	qpos_left_shoulder_roll_joint	qpos_right_shoulder_roll_joint	qpos_left_ankle_pitch_joint	qpos_right_ankle_pitch_joint	qpos_left_shoulder_yaw_joint	qpos_right_shoulder_yaw_joint	qpos_left_ankle_roll_joint	qpos_right_ankle_roll_joint	qpos_left_elbow_joint	qpos_right_elbow_joint	qpos_left_wrist_roll_joint	qpos_right_wrist_roll_joint	qvel_left_hip_pitch_joint	qvel_right_hip_pitch_joint	qvel_waist_roll_joint	qvel_left_hip_roll_joint	qvel_right_hip_roll_joint	qvel_waist_yaw_joint	qvel_left_hip_yaw_joint	qvel_right_hip_yaw_joint	qvel_left_shoulder_pitch_joint	qvel_right_shoulder_pitch_joint	qvel_left_knee_joint	qvel_right_knee_joint	qvel_left_shoulder_roll_joint	qvel_right_shoulder_roll_joint	qvel_left_ankle_pitch_joint	qvel_right_ankle_pitch_joint	qvel_left_shoulder_yaw_joint	qvel_right_shoulder_yaw_joint	qvel_left_ankle_roll_joint	qvel_right_ankle_roll_joint	qvel_left_elbow_joint	qvel_right_elbow_joint	qvel_left_wrist_roll_joint	qvel_right_wrist_roll_joint	root_vel_x	root_vel_y	root_vel_z
0	-0.42403656244277954	-0.2779847979545593	-0.0279691144824028	0.26914697885513306	0.056333277374506	-0.00861297082155943	0.1369599997997284	-0.16656699776649475	0.1403200477361679	0.19156944751739502	0.6206145882606506	0.45477232336997986	0.14671100676059723	-0.1434762179851532	-0.12367726862430573	-0.27834630012512207	-0.026436809450387955	-0.20250225067138672	-0.17224222421646118	-0.10599953681230545	0.39600029587745667	0.5776880979537964	0.6162963509559631	-0.565847635269165	6.983705997467041	7.322633743286133	-2.5704641342163086	-4.019145488739014	-0.14287462830543518	-1.5462324619293213	-4.800013065338135	6.735352516174316	1.2878613471984863	1.3533704280853271	-6.782680034637451	-9.463458061218262	0.7375893592834473	-0.30493444204330444	-2.7254345417022705	-3.0479354858398438	0.915668249130249	1.5895687341690063	3.6093130111694336	1.5853153467178345	-4.995133876800537	-7.580843925476074	-8.488685607910156	7.932468414306641	0.7779260873794556	-0.1398666948080063	-0.10602710396051407
1	-0.39562445878982544	-0.2594487965106964	-0.03540743514895439	0.25367915630340576	0.022113781422376633	-0.03725726157426834	0.08586352318525314	-0.21035660803318024	0.16599774360656738	0.2847491204738617	0.6062594652175903	0.45964160561561584	0.14812488853931427	-0.15062958002090454	-0.20752403140068054	-0.3329896628856659	-0.004975312389433384	-0.2468266487121582	-0.15618719160556793	-0.06705790013074875	0.23647254705429077	0.3777947723865509	0.5838217735290527	-0.5245100259780884	-4.872315883636475	-3.9826364517211914	1.0063481330871582	2.533709764480591	-2.1942930221557617	-2.22684645652771	2.3637375831604004	-6.535576820373535	0.7600029110908508	5.405971050262451	6.540243625640869	6.085436820983887	0.3858376741409302	1.5885138511657715	-3.3853368759155273	-1.3469367027282715	0.5781623125076294	-6.009840965270996	-0.43632981181144714	-0.122556172311306	-8.234628677368164	-10.00001335144043	-4.996216297149658	3.8996427059173584	0.1511235386133194	-0.013046269305050373	-0.3978516459465027
2	-0.5778749585151672	-0.34168100357055664	0.02396174892783165	0.364525705575943	0.00986739993095398	-0.0875665545463562	0.15762057900428772	-0.31074944138526917	0.1806211769580841	0.4531823694705963	0.8261244893074036	0.5542353391647339	0.14825676381587982	-0.15054209530353546	-0.17289195954799652	-0.37465372681617737	0.005219904240220785	-0.3575165867805481	-0.16250821948051453	-0.01681184023618698	0.1059412732720375	0.1802678257226944	0.5480977296829224	-0.45695075392723083	-9.340888977050781	-3.1589934825897217	2.7274599075317383	5.9377641677856445	-0.3981308341026306	-0.7412581443786621	3.6226770877838135	-3.984266996383667	-1.4590063095092773	10.454638481140137	11.135157585144043	3.142947196960449	0.747412919998169	3.724428653717041	5.124693870544434	-2.8302645683288574	-0.736285924911499	-9.997065544128418	-0.22683945298194885	2.3093461990356445	1.9971818923950195	-9.99996280670166	-2.4682798385620117	1.9321461915969849	0.09482689201831818	-0.022656487300992012	-0.6478594541549683
3	-0.6548805832862854	-0.3692004680633545	0.036234576255083084	0.4288623631000519	-0.017768295481801033	-0.1374829113483429	0.2125033587217331	-0.35328617691993713	0.2527545988559723	0.6219012141227722	0.9252870678901672	0.5968157649040222	0.15368802845478058	-0.15633544325828552	-0.0935891792178154	-0.43061456084251404	0.11533980071544647	-0.4246745705604553	-0.19058474898338318	-0.02430126443505287	0.11263443529605865	0.11566302925348282	0.5237199068069458	-0.3961479067802429	0.44636961817741394	-0.4895297884941101	-0.8311072587966919	0.866030752658844	-2.2991859912872314	-1.8147356510162354	2.3695240020751953	-1.1292579174041748	4.0747904777526855	8.105512619018555	0.07870952039957047	2.3255865573883057	0.42411303520202637	2.175044059753418	2.662874937057495	-1.9757072925567627	6.128175735473633	-4.739683628082275	-1.7707178592681885	0.2537219524383545	1.7107529640197754	0.5170633792877197	-0.8331235647201538	-0.10196936130523682	0.6179930567741394	-0.03374415263533592	-0.22703054547309875
4	-0.5743805766105652	-0.34821203351020813	-0.00022886205988470465	0.4227469861507416	-0.054571788758039474	-0.18970966339111328	0.25984930992126465	-0.339630126953125	0.40626928210258484	0.7342419028282166	0.8628663420677185	0.6153063774108887	0.155790314078331	-0.1601092666387558	-0.07886868715286255	-0.4583369791507721	0.3146076500415802	-0.41586530208587646	-0.23288904130458832	-0.016736410558223724	0.11596295237541199	0.11288377642631531	0.5197176337242126	-0.39486464858055115	5.193121910095215	1.854343056678772	-2.1694178581237793	-0.7254281044006348	-1.2977365255355835	-1.3246984481811523	1.787652611732483	1.522701382637024	7.214743614196777	4.69966459274292	-4.023743629455566	-0.014709169045090675	0.275020569562912	1.4372553825378418	-0.032382119446992874	-0.9934937953948975	9.999959945678711	-0.3771964907646179	-2.134888172149658	0.18830808997154236	2.627603530883789	2.2712953090667725	0.7626320719718933	-1.1650325059890747	0.9005059599876404	-0.1092558205127716	0.02774442546069622
5	-0.5691812634468079	-0.331689715385437	-0.0160631462931633	0.44175246357917786	-0.047486379742622375	-0.22367876768112183	0.2283659726381302	-0.3148604929447174	0.5427733063697815	0.7870054244995117	0.8939411044120789	0.6095003485679626	0.16117583215236664	-0.16170035302639008	-0.08832070231437683	-0.4691544771194458	0.5140169858932495	-0.3865850269794464	-0.22509366273880005	-0.01700189709663391	0.1190151497721672	0.10721027106046677	0.4478362202644348	-0.3293105661869049	-3.1261672973632812	-0.31261375546455383	-0.5122432708740234	2.218392848968506	0.9647244215011597	-0.9950891733169556	-2.322283983230591	1.3116859197616577	5.300901412963867	1.0526387691497803	5.5976152420043945	-0.12174329906702042	0.33307409286499023	1.2547541856765747	-0.26261892914772034	-0.26107195019721985	9.759029388427734	0.27690160274505615	1.2062908411026	-0.3167911469936371	2.045807361602783	1.6135332584381104	-0.3690263032913208	1.537424087524414	0.42734625935554504	-0.1682465523481369	-0.0991513654589653
6	-0.6299799084663391	-0.3669353127479553	-0.034032758325338364	0.48940595984458923	-0.02772579900920391	-0.21576416492462158	0.2112438827753067	-0.25399279594421387	0.6529980897903442	0.8007382154464722	1.0000405311584473	0.6267993450164795	0.17058002948760986	-0.16949589550495148	-0.0885261669754982	-0.46888014674186707	0.6830437779426575	-0.31697946786880493	-0.22745631635189056	-0.015184943564236164	0.11624724417924881	0.1066165640950203	0.4390439987182617	-0.31130242347717285	-2.2175567150115967	-1.8621553182601929	-0.7512481212615967	1.581817626953125	0.9109933972358704	1.0896552801132202	-0.715778112411499	3.4652273654937744	4.2535858154296875	0.055255226790905	3.584691047668457	0.7047308087348938	-0.6725377440452576	0.6184341907501221	-0.009957421571016312	0.30069538950920105	8.61512565612793	2.5999231338500977	-0.5516429543495178	1.6182332038879395	1.5335735082626343	1.770151138305664	0.7286646366119385	-0.016934126615524292	0.25517603754997253	-0.04433706775307655	-0.046960122883319855
7	-0.6322862505912781	-0.38010576367378235	-0.0634315088391304	0.4656403362751007	-0.022945312783122063	-0.21851296722888947	0.19054915010929108	-0.202290877699852	0.7461686730384827	0.8024886250495911	0.9722301363945007	0.6138811707496643	0.17756226658821106	-0.17425575852394104	-0.08464451879262924	-0.4671648442745209	0.8232370018959045	-0.22160236537456512	-0.24227777123451233	-0.024705158546566963	0.11492694914340973	0.10469840466976166	0.41407471895217896	-0.31158122420310974	1.4594426155090332	0.472353458404541	-1.634606122970581	-2.587614059448242	-0.0952606350183487	-0.8697988986968994	-0.9372242093086243	1.9179835319519043	3.8135950565338135	-0.614162802696228	-4.9404425621032715	-1.9660686254501343	-0.2043292224407196	0.7273882627487183	-0.11251118779182434	0.18263885378837585	7.240171432495117	3.649531364440918	-0.7245376706123352	0.7324249744415283	1.9557729959487915	2.1665568351745605	-0.22688519954681396	-0.7080250978469849	0.376994252204895	-0.0644599199295044	0.15979428589344025
8	-0.6323313117027283	-0.36518988013267517	-0.056415803730487823	0.41813936829566956	-0.004201708361506462	-0.21938946843147278	0.12809616327285767	-0.18699531257152557	0.787947416305542	0.8237689733505249	0.883675754070282	0.563931405544281	0.18628926575183868	-0.17624138295650482	-0.13314850628376007	-0.450494647026062	0.8946563601493835	-0.2218618243932724	-0.26058274507522583	-0.01982077769935131	0.10510727763175964	0.10471086204051971	0.3745824098587036	-0.3040194809436798	-1.282289981842041	1.1633083820343018	1.010707139968872	-2.191037178039551	1.4174717664718628	0.2608907222747803	-4.0345635414123535	0.6100302934646606	0.7992017865180969	0.8156906962394714	-2.834944725036621	-3.4250266551971436	-0.616499662399292	-0.22665396332740784	-3.513292074203491	1.1502121686935425	3.621283769607544	-1.1657419204711914	-0.8864086270332336	-0.13893359899520874	1.0221316814422607	2.2142715454101562	-0.4911613464355469	0.1303640604019165	0.34591251611709595	0.17547281086444855	0.1944536417722702
9	-0.683704137802124	-0.35679924488067627	-0.033923931419849396	0.40307390689849854	0.025819920003414154	-0.17615488171577454	0.10152778029441833	-0.15872211754322052	0.7959710955619812	0.8715187907218933	0.8827436566352844	0.5164096355438232	0.20274339616298676	-0.17797012627124786	-0.21127602458000183	-0.42809733748435974	0.9217398762702942	-0.28064820170402527	-0.2636493146419525	-0.017767582088708878	0.10328070819377899	0.10501030832529068	0.3305787742137909	-0.3153250813484192	-3.09482479095459	0.1648852527141571	0.9014269113540649	-0.42747825384140015	1.159239649772644	1.9430497884750366	0.1342042088508606	1.826104998588562	0.30243274569511414	1.7393852472305298	1.1563496589660645	-1.949983835220337	-0.9508824348449707	-0.27153199911117554	-3.873256206512451	1.0788400173187256	2.6840479373931885	-3.1863739490509033	0.050038762390613556	1.7296371459960938	1.0383455753326416	2.1374597549438477	-0.4663001298904419	1.901748538017273	0.3121165931224823	0.2833118140697479	0.09522223472595215
