time	root_x	root_y	root_z
13.360000	2.042659	-0.724143	0.858559
13.380000	2.017149	-0.730016	0.853437
13.400000	1.990850	-0.735828	0.848524
13.420000	1.963140	-0.741131	0.844116
13.440000	1.933414	-0.745851	0.840285
13.460000	1.901534	-0.750401	0.836801
13.480000	1.868891	-0.755375	0.833756
13.500000	1.837401	-0.761037	0.832293
13.520000	1.805974	-0.766980	0.831560
13.540000	1.778026	-0.774180	0.835620
13.560000	1.751716	-0.781178	0.842147
13.580000	1.727932	-0.787310	0.848658
13.600000	1.707262	-0.792589	0.854682
13.620000	1.688020	-0.796724	0.860382
13.640000	1.667705	-0.799324	0.865997
13.660000	1.645742	-0.800020	0.871347
13.680000	1.623466	-0.798789	0.875979
13.700000	1.602223	-0.796165	0.879573
13.720000	1.582126	-0.792862	0.882155
13.740000	1.562795	-0.789520	0.883965
13.760000	1.543853	-0.786381	0.885262
13.780000	1.524814	-0.783871	0.886042
13.800000	1.505422	-0.782510	0.885895
13.820000	1.485642	-0.782409	0.884418
13.840000	1.465452	-0.783286	0.881498
13.860000	1.444753	-0.784602	0.877631
13.880000	1.423403	-0.785632	0.873401
13.900000	1.401371	-0.785896	0.869012
13.920000	1.378341	-0.785183	0.864429
13.940000	1.353854	-0.783379	0.859125
13.960000	1.327452	-0.781205	0.853350
13.980000	1.299385	-0.778941	0.846842
14.000000	1.270400	-0.776751	0.840023
14.020000	1.242825	-0.773733	0.835651
14.040000	1.214993	-0.770946	0.833805
14.060000	1.186559	-0.768858	0.834151
14.080000	1.157772	-0.767041	0.836232
14.100000	1.130832	-0.764063	0.841192
14.120000	1.105063	-0.760211	0.846940
14.140000	1.080514	-0.755573	0.852316
14.160000	1.057699	-0.749831	0.856024
14.180000	1.037004	-0.743464	0.858731
14.200000	1.017869	-0.737344	0.861433
14.220000	0.999330	-0.731975	0.864482
14.240000	0.980372	-0.727725	0.867664
14.260000	0.960471	-0.724936	0.870753
14.280000	0.939716	-0.723607	0.873634
14.300000	0.918355	-0.723310	0.876155
14.320000	0.896553	-0.723782	0.878228
14.340000	0.874414	-0.724814	0.879828
14.360000	0.852056	-0.726096	0.880929
14.380000	0.829587	-0.727250	0.881407
14.400000	0.806891	-0.727793	0.881011
14.420000	0.784054	-0.727490	0.879439
14.440000	0.761560	-0.726540	0.876546
14.460000	0.739781	-0.725395	0.872430
14.480000	0.718401	-0.724672	0.867549
14.500000	0.696406	-0.724752	0.862507
14.520000	0.672877	-0.725518	0.857592
14.540000	0.647752	-0.726857	0.852423
14.560000	0.621811	-0.728377	0.846455
14.580000	0.595788	-0.729425	0.839458
14.600000	0.570214	-0.729517	0.831950
14.620000	0.547345	-0.729306	0.827413
14.640000	0.524540	-0.727226	0.825075
14.660000	0.501456	-0.723889	0.824251
14.680000	0.479923	-0.721634	0.826342
14.700000	0.460251	-0.720395	0.831358
14.720000	0.441407	-0.718666	0.837478
14.740000	0.423025	-0.716018	0.843667
14.760000	0.405340	-0.712465	0.849209
14.780000	0.389095	-0.708358	0.853925
14.800000	0.374707	-0.703554	0.857896
14.820000	0.362064	-0.697634	0.861264
14.840000	0.350856	-0.690557	0.864206
14.860000	0.340353	-0.682520	0.866974
14.880000	0.329851	-0.674084	0.869496
14.900000	0.319101	-0.665768	0.871563
14.920000	0.308052	-0.657866	0.873083
14.940000	0.296793	-0.650372	0.874085
14.960000	0.285482	-0.643038	0.874474
14.980000	0.274234	-0.635858	0.874059
15.000000	0.262845	-0.628710	0.872629
15.020000	0.250864	-0.621035	0.870223
15.040000	0.238072	-0.612210	0.867056
15.060000	0.224801	-0.601616	0.863449
15.080000	0.211765	-0.588800	0.859671
15.100000	0.199518	-0.573754	0.855743
15.120000	0.188358	-0.557054	0.851861
15.140000	0.179333	-0.539474	0.849853
15.160000	0.171755	-0.520897	0.849689
15.180000	0.165247	-0.501788	0.850902
15.200000	0.159650	-0.482306	0.853053
15.220000	0.154660	-0.462537	0.855994
15.240000	0.150149	-0.442724	0.859617
15.260000	0.146262	-0.423288	0.863394
15.280000	0.142807	-0.404521	0.866642
15.300000	0.139337	-0.386950	0.867895
15.320000	0.136257	-0.370865	0.867254
15.340000	0.134849	-0.356314	0.867572
15.360000	0.134266	-0.342139	0.869070
15.380000	0.133897	-0.327369	0.871177
15.400000	0.133137	-0.311719	0.873246
15.420000	0.131614	-0.295541	0.874865
15.440000	0.129336	-0.279258	0.875788
15.460000	0.126643	-0.263004	0.876236
15.480000	0.123591	-0.246554	0.876623
15.500000	0.120358	-0.229733	0.877118
15.520000	0.117263	-0.212887	0.877578
15.540000	0.114706	-0.196496	0.877683
15.560000	0.112794	-0.180665	0.877118
15.580000	0.111289	-0.165041	0.875828
15.600000	0.109901	-0.148839	0.873804
15.620000	0.108599	-0.131185	0.871048
15.640000	0.107556	-0.111383	0.867621
15.660000	0.107023	-0.089043	0.863608
15.680000	0.107169	-0.064385	0.858850
15.700000	0.108245	-0.038349	0.852974
15.720000	0.110556	-0.012417	0.845428
15.740000	0.114666	0.012765	0.836414
15.760000	0.120358	0.037440	0.826775
15.780000	0.125389	0.059705	0.820767
15.800000	0.131883	0.081791	0.818014
15.820000	0.138382	0.102402	0.819732
15.840000	0.144408	0.121024	0.825883
15.860000	0.150980	0.138707	0.833189
15.880000	0.157931	0.156261	0.840205
15.900000	0.164585	0.174163	0.845936
15.920000	0.170792	0.191914	0.850387
15.940000	0.176614	0.208473	0.854153
15.960000	0.182211	0.222936	0.857810
15.980000	0.188380	0.235108	0.861475
16.000000	0.195416	0.245338	0.865072
16.020000	0.202928	0.254424	0.868325
16.040000	0.210619	0.263157	0.870945
16.060000	0.218409	0.271976	0.872805
16.080000	0.226251	0.280840	0.874034
16.100000	0.234078	0.289404	0.874878
16.120000	0.241675	0.297622	0.875318
16.140000	0.249195	0.305734	0.875276
16.160000	0.256937	0.313931	0.874663
16.180000	0.265231	0.322429	0.873404
16.200000	0.274472	0.331273	0.871496
16.220000	0.285186	0.340115	0.869205
16.240000	0.298093	0.348572	0.866968
16.260000	0.313630	0.356426	0.864914
16.280000	0.331701	0.363448	0.862905
16.300000	0.351759	0.369441	0.860662
16.320000	0.372934	0.374358	0.858029
16.340000	0.394298	0.378128	0.855907
16.360000	0.415611	0.381451	0.854540
16.380000	0.436617	0.384424	0.854000
16.400000	0.457476	0.386742	0.854403
16.420000	0.478545	0.388229	0.855873
16.440000	0.499922	0.388872	0.858400
16.460000	0.521512	0.388756	0.861791
16.480000	0.543047	0.388263	0.865421
16.500000	0.563890	0.388118	0.867923
16.520000	0.583595	0.388943	0.868486
16.540000	0.601369	0.389550	0.868077
16.560000	0.617394	0.388994	0.869253
16.580000	0.632505	0.388540	0.871667
16.600000	0.647199	0.388793	0.874775
16.620000	0.662024	0.389913	0.877975
16.640000	0.677206	0.391803	0.880718
16.660000	0.692689	0.394262	0.882647
16.680000	0.708793	0.397118	0.883830
16.700000	0.726168	0.400294	0.884592
16.720000	0.744918	0.403839	0.885202
16.740000	0.764506	0.407660	0.885656
16.760000	0.784427	0.411272	0.885582
16.780000	0.804095	0.414453	0.884574
16.800000	0.823058	0.417381	0.882471
16.820000	0.841632	0.420225	0.879361
16.840000	0.860851	0.423169	0.875775
16.860000	0.881815	0.426538	0.872269
16.880000	0.904924	0.430544	0.868822
16.900000	0.929599	0.435074	0.864852
16.920000	0.955164	0.439310	0.860216
16.940000	0.981845	0.442433	0.855685
16.960000	1.010345	0.444588	0.852021
16.980000	1.040709	0.446427	0.849487
17.000000	1.072328	0.448478	0.847875
17.020000	1.104515	0.450928	0.846650
17.040000	1.135825	0.454317	0.845868
17.060000	1.166316	0.458463	0.846583
17.080000	1.194676	0.464326	0.850536
17.100000	1.220295	0.470236	0.855045
17.120000	1.242549	0.475628	0.859731
17.140000	1.263389	0.479779	0.864673
17.160000	1.284818	0.481932	0.869692
17.180000	1.307149	0.481955	0.874363
17.200000	1.329746	0.480291	0.878172
17.220000	1.352056	0.477625	0.880851
17.240000	1.373950	0.474448	0.882710
17.260000	1.395133	0.471280	0.884101
17.280000	1.415272	0.468609	0.884785
17.300000	1.434601	0.466988	0.884506
17.320000	1.453493	0.466776	0.883113
17.340000	1.472624	0.467600	0.880714
17.360000	1.492342	0.468801	0.877473
17.380000	1.512175	0.469966	0.873372
17.400000	1.532159	0.470789	0.868890
17.420000	1.552899	0.470939	0.864302
17.440000	1.575452	0.470300	0.859402
17.460000	1.600867	0.469103	0.853687
17.480000	1.629268	0.467790	0.846924
17.500000	1.659999	0.466981	0.839491
17.520000	1.691918	0.466914	0.832174
17.540000	1.722031	0.466412	0.828004
17.560000	1.752610	0.466730	0.826642
17.580000	1.783886	0.468320	0.827615
17.600000	1.812858	0.469165	0.832702
17.620000	1.840775	0.469429	0.839784
17.640000	1.867577	0.468854	0.847072
17.660000	1.893551	0.467282	0.853023
17.680000	1.918111	0.464481	0.856179
17.700000	1.940106	0.460148	0.858258
17.720000	1.960751	0.455359	0.860987
17.740000	1.981567	0.452264	0.864667
17.760000	2.003330	0.452039	0.868953
17.780000	2.026018	0.454769	0.873279
17.800000	2.049527	0.459662	0.877292
17.820000	2.073378	0.465769	0.880694
17.840000	2.096993	0.472369	0.883386
17.860000	2.120191	0.478999	0.885121
17.880000	2.143098	0.485327	0.885784
17.900000	2.166099	0.491165	0.885420
17.920000	2.189579	0.496397	0.883887
17.940000	2.213468	0.501154	0.880706
17.960000	2.237130	0.505568	0.875573
17.980000	2.260430	0.509622	0.869076
18.000000	2.283635	0.513832	0.861451
18.020000	2.307465	0.518364	0.853063
18.040000	2.332876	0.523032	0.844329
18.060000	2.360340	0.527631	0.835363
18.080000	2.387085	0.532684	0.828528
18.100000	2.412445	0.537900	0.826048
18.120000	2.438125	0.541875	0.826737
18.140000	2.464238	0.544898	0.829583
18.160000	2.490463	0.547986	0.833530
18.180000	2.516025	0.551959	0.837845
18.200000	2.540575	0.556961	0.842361
18.220000	2.564399	0.562771	0.846926
18.240000	2.587227	0.569313	0.851044
18.260000	2.608238	0.576259	0.854409
18.280000	2.626585	0.582475	0.857174
18.300000	2.642977	0.587056	0.859862
18.320000	2.658995	0.589540	0.863041
18.340000	2.675719	0.589883	0.866776
18.360000	2.693027	0.588482	0.870743
18.380000	2.710298	0.586048	0.874508
18.400000	2.726916	0.583201	0.877655
18.420000	2.742579	0.580289	0.879988
18.440000	2.757472	0.577232	0.881736
18.460000	2.772272	0.574150	0.883066
18.480000	2.787439	0.571587	0.883717
18.500000	2.803158	0.569896	0.883367
18.520000	2.819388	0.568930	0.881884
18.540000	2.835949	0.568239	0.879398
18.560000	2.852717	0.567353	0.876318
18.580000	2.869911	0.565870	0.873145
18.600000	2.888101	0.563593	0.870139
18.620000	2.907758	0.560479	0.867338
18.640000	2.928917	0.556532	0.864675
18.660000	2.951134	0.551878	0.861988
18.680000	2.973922	0.546883	0.859367
18.700000	2.996959	0.541789	0.856966
18.720000	3.020020	0.536456	0.855142
18.740000	3.042104	0.530370	0.855258
18.760000	3.064252	0.524206	0.856961
18.780000	3.086624	0.518126	0.859792
18.800000	3.109176	0.511638	0.862146
18.820000	3.131132	0.504334	0.863266
18.840000	3.150939	0.495323	0.862263
18.860000	3.167784	0.484741	0.859790
18.880000	3.182127	0.472742	0.858445
18.900000	3.196503	0.460646	0.858329
18.920000	3.211832	0.449129	0.859431
18.940000	3.228116	0.438754	0.861528
18.960000	3.245090	0.429718	0.864152
18.980000	3.262537	0.421885	0.866794
19.000000	3.280362	0.414980	0.869305
19.020000	3.298451	0.408702	0.871711
19.040000	3.316565	0.402779	0.873729
19.060000	3.334389	0.396654	0.875231
19.080000	3.352001	0.390064	0.875774
19.100000	3.369753	0.383068	0.875385
19.120000	3.387758	0.375970	0.874226
19.140000	3.406065	0.368848	0.872479
19.160000	3.425032	0.361258	0.870373
19.180000	3.445177	0.352465	0.867960
19.200000	3.466393	0.342050	0.864895
19.220000	3.487846	0.329993	0.860544
19.240000	3.508454	0.316156	0.854616
19.260000	3.527753	0.300082	0.847449
19.280000	3.546352	0.281552	0.839439
19.300000	3.564463	0.262873	0.832876
19.320000	3.583009	0.244139	0.828936
19.340000	3.601311	0.227309	0.830353
19.360000	3.619073	0.211069	0.835440
19.380000	3.635713	0.194693	0.841918
19.400000	3.651730	0.178447	0.848391
19.420000	3.667146	0.163300	0.853564
19.440000	3.681291	0.149779	0.857840
19.460000	3.693973	0.136920	0.861858
19.480000	3.705129	0.123225	0.865916
19.500000	3.714341	0.108286	0.869923
19.520000	3.721772	0.092907	0.873436
19.540000	3.728167	0.078157	0.875907
19.560000	3.734168	0.064088	0.877330
19.580000	3.740324	0.050214	0.878037
19.600000	3.746986	0.036154	0.878187
19.620000	3.754343	0.021689	0.877812
19.640000	3.762476	0.007053	0.876735
19.660000	3.771279	-0.007544	0.874764
19.680000	3.780304	-0.022396	0.872010
19.700000	3.789069	-0.037832	0.868642
19.720000	3.797381	-0.054366	0.864827
19.740000	3.805035	-0.072570	0.860726
19.760000	3.811982	-0.093108	0.856467
19.780000	3.818252	-0.116176	0.851876
19.800000	3.824044	-0.141203	0.846688
19.820000	3.829832	-0.167412	0.841460
19.840000	3.835081	-0.193733	0.838071
19.860000	3.840567	-0.220849	0.836659
19.880000	3.846223	-0.248568	0.837124
19.900000	3.851544	-0.276552	0.839220
19.920000	3.855906	-0.304077	0.842849
19.940000	3.858617	-0.330449	0.848091
19.960000	3.859971	-0.355658	0.853004
19.980000	3.860420	-0.379313	0.857073
20.000000	3.860422	-0.400763	0.860049
20.020000	3.860220	-0.420038	0.862800
20.040000	3.860225	-0.438047	0.865792
20.060000	3.861020	-0.455821	0.868939
20.080000	3.863288	-0.474177	0.872062
20.100000	3.867275	-0.493215	0.875039
20.120000	3.872606	-0.512785	0.877644
20.140000	3.878715	-0.532843	0.879656
20.160000	3.885313	-0.553336	0.881073
20.180000	3.892211	-0.574105	0.881905
20.200000	3.899156	-0.595094	0.882149
20.220000	3.905916	-0.616401	0.881694
20.240000	3.912166	-0.637999	0.880259
20.260000	3.917849	-0.659710	0.877705
20.280000	3.923109	-0.681240	0.874006
20.300000	3.928339	-0.702572	0.869326
20.320000	3.934040	-0.724007	0.863976
20.340000	3.940255	-0.746293	0.858628
20.360000	3.947165	-0.769597	0.853335
20.380000	3.954468	-0.793632	0.848157
20.400000	3.961698	-0.818534	0.843364
20.420000	3.968611	-0.844806	0.839091
20.440000	3.975259	-0.872853	0.835309
20.460000	3.982092	-0.901875	0.832483
20.480000	3.989441	-0.930382	0.831721
20.500000	3.996988	-0.959369	0.832191
20.520000	4.004973	-0.987585	0.834515
20.540000	4.013423	-1.013333	0.840167
20.560000	4.020838	-1.038004	0.847047
20.580000	4.027127	-1.060513	0.853803
20.600000	4.032462	-1.080604	0.860061
20.620000	4.036561	-1.100108	0.865834
20.640000	4.038988	-1.120619	0.871191
20.660000	4.039647	-1.142128	0.875963
20.680000	4.039001	-1.163756	0.879895
20.700000	4.037701	-1.184674	0.882853
20.720000	4.036316	-1.204899	0.884991
20.740000	4.035207	-1.224680	0.886438
20.760000	4.034610	-1.244232	0.887229
20.780000	4.034722	-1.263609	0.887219
20.800000	4.035554	-1.282935	0.886331
20.820000	4.036945	-1.302273	0.884472
20.840000	4.038592	-1.321749	0.881610
20.860000	4.040185	-1.341473	0.878113
20.880000	4.041295	-1.361563	0.874321
20.900000	4.041637	-1.382554	0.870457
20.920000	4.041154	-1.405359	0.866467
20.940000	4.040080	-1.430526	0.861963
20.960000	4.038799	-1.457856	0.856412
20.980000	4.037730	-1.486598	0.849585
21.000000	4.037227	-1.516139	0.841735
21.020000	4.036545	-1.545026	0.834271
21.040000	4.034934	-1.571784	0.830138
21.060000	4.034410	-1.599198	0.828302
21.080000	4.035049	-1.627217	0.828098
21.100000	4.035373	-1.654465	0.829935
21.120000	4.034232	-1.679711	0.835170
21.140000	4.032183	-1.704117	0.841455
21.160000	4.029070	-1.727474	0.847676
21.180000	4.025290	-1.749247	0.852497
21.200000	4.021287	-1.768920	0.856048
21.220000	4.017758	-1.786815	0.859357
21.240000	4.015582	-1.803534	0.862829
21.260000	4.015391	-1.819750	0.866408
21.280000	4.017349	-1.836056	0.870028
21.300000	4.021106	-1.852769	0.873529
21.320000	4.025989	-1.870044	0.876740
21.340000	4.031560	-1.887746	0.879552
21.360000	4.037463	-1.905514	0.881770
21.380000	4.043318	-1.923273	0.883186
21.400000	4.049006	-1.941224	0.883745
21.420000	4.054522	-1.959506	0.883399
21.440000	4.059781	-1.978044	0.882041
21.460000	4.064722	-1.996707	0.879426
21.480000	4.069519	-2.015550	0.875430
21.500000	4.074540	-2.034741	0.870286
21.520000	4.080058	-2.054295	0.864314
21.540000	4.086208	-2.074108	0.857943
21.560000	4.092950	-2.094317	0.851570
21.580000	4.100206	-2.115356	0.845425
21.600000	4.108006	-2.137488	0.839473
21.620000	4.116426	-2.158013	0.835838
21.640000	4.125928	-2.177595	0.834877
21.660000	4.136327	-2.196508	0.836179
21.680000	4.147317	-2.214467	0.839457
21.700000	4.158615	-2.231248	0.844368
21.720000	4.169811	-2.247785	0.849944
21.740000	4.181062	-2.264484	0.854930
21.760000	4.192837	-2.280584	0.859072
21.780000	4.204730	-2.294981	0.861974
21.800000	4.216190	-2.307296	0.864073
21.820000	4.226883	-2.318487	0.866206
21.840000	4.236776	-2.329592	0.868813
21.860000	4.245667	-2.340684	0.871669
21.880000	4.253474	-2.351528	0.874427
21.900000	4.260237	-2.362159	0.876814
21.920000	4.266090	-2.372793	0.878881
21.940000	4.271028	-2.383391	0.880759
21.960000	4.275296	-2.393760	0.882463
21.980000	4.279424	-2.403559	0.883841
22.000000	4.283897	-2.412669	0.884929
22.020000	4.288955	-2.421347	0.885941
22.040000	4.294637	-2.429988	0.886956
22.060000	4.300739	-2.438709	0.887866
22.080000	4.306977	-2.447603	0.888490
22.100000	4.313723	-2.457157	0.888743
22.120000	4.321800	-2.467875	0.888606
22.140000	4.331673	-2.480153	0.888095
22.160000	4.343613	-2.493897	0.886952
22.180000	4.357475	-2.508443	0.884648
22.200000	4.372593	-2.522668	0.880557
22.220000	4.387876	-2.535429	0.874060
22.240000	4.402381	-2.545563	0.865623
22.260000	4.415192	-2.553561	0.858605
22.280000	4.426391	-2.560403	0.855456
22.300000	4.435767	-2.565896	0.855891
22.320000	4.443515	-2.570354	0.857738
22.340000	4.450530	-2.575028	0.859668
22.360000	4.458146	-2.580683	0.861237
22.380000	4.466966	-2.586806	0.861768
22.400000	4.476147	-2.592840	0.862377
22.420000	4.484641	-2.597519	0.863644
22.440000	4.491607	-2.600109	0.865537
22.460000	4.497163	-2.601147	0.867760
22.480000	4.502268	-2.601755	0.869823
22.500000	4.507962	-2.602360	0.871538
22.520000	4.514663	-2.602911	0.872892
22.540000	4.522601	-2.603193	0.873849
22.560000	4.531904	-2.603001	0.874243
22.580000	4.542378	-2.602210	0.873875
22.600000	4.553580	-2.600841	0.872409
22.620000	4.565158	-2.598897	0.869585
22.640000	4.577063	-2.596337	0.865747
22.660000	4.589363	-2.592783	0.861144
22.680000	4.602276	-2.587796	0.856020
22.700000	4.616084	-2.581047	0.850574
22.720000	4.630966	-2.572367	0.845021
22.740000	4.646872	-2.561934	0.839681
22.760000	4.663415	-2.550047	0.834709
22.780000	4.678893	-2.537444	0.831499
22.800000	4.693563	-2.523995	0.830452
22.820000	4.708180	-2.509712	0.831357
22.840000	4.722178	-2.494792	0.834741
22.860000	4.735813	-2.479017	0.840493
22.880000	4.750228	-2.462267	0.847249
22.900000	4.765760	-2.444620	0.854148
22.920000	4.782256	-2.426225	0.860318
22.940000	4.798332	-2.407529	0.865278
22.960000	4.813170	-2.389329	0.868381
22.980000	4.825504	-2.373175	0.869653
23.000000	4.835437	-2.359439	0.870357
23.020000	4.844197	-2.347376	0.871534
23.040000	4.852960	-2.335760	0.873555
23.060000	4.862363	-2.324037	0.876222
23.080000	4.872530	-2.312328	0.879131
23.100000	4.883283	-2.300763	0.881807
23.120000	4.894482	-2.289424	0.884028
23.140000	4.905973	-2.278434	0.885862
23.160000	4.917392	-2.268036	0.887304
23.180000	4.928510	-2.258234	0.888248
23.200000	4.939498	-2.248436	0.888644
23.220000	4.950720	-2.237852	0.888518
23.240000	4.962245	-2.226173	0.887800
23.260000	4.973964	-2.213544	0.886349
23.280000	4.985725	-2.200177	0.884143
23.300000	4.997364	-2.186251	0.881107
23.320000	5.008998	-2.171744	0.877271
23.340000	5.020993	-2.156319	0.872788
23.360000	5.033623	-2.139520	0.867505
23.380000	5.047039	-2.120662	0.861158
23.400000	5.061116	-2.099247	0.853685
23.420000	5.075283	-2.075554	0.845038
23.440000	5.088693	-2.052397	0.836716
23.460000	5.100909	-2.032791	0.832552
23.480000	5.111757	-2.012789	0.831166
23.500000	5.121525	-1.992040	0.831961
23.520000	5.130996	-1.971333	0.834362
23.540000	5.140930	-1.951402	0.838074
23.560000	5.151696	-1.932523	0.842833
23.580000	5.163290	-1.914885	0.847670
23.600000	5.175416	-1.898042	0.851653
23.620000	5.187299	-1.881637	0.853430
23.640000	5.198058	-1.867206	0.855373
23.660000	5.206906	-1.853994	0.858420
23.680000	5.213743	-1.840783	0.862444
23.700000	5.218899	-1.826843	0.866946
23.720000	5.222826	-1.811981	0.871186
23.740000	5.226057	-1.796284	0.874655
23.760000	5.228924	-1.779706	0.877324
23.780000	5.231417	-1.762227	0.879485
23.800000	5.233572	-1.743980	0.881276
23.820000	5.235657	-1.725346	0.882490
23.840000	5.237981	-1.706615	0.882788
23.860000	5.240635	-1.687863	0.882005
23.880000	5.243443	-1.669088	0.880132
23.900000	5.246377	-1.650261	0.877136
23.920000	5.249427	-1.631237	0.873243
23.940000	5.252151	-1.611737	0.869164
23.960000	5.253838	-1.591599	0.865535
23.980000	5.254065	-1.570944	0.862294
24.000000	5.252928	-1.550086	0.859012
24.020000	5.250923	-1.528761	0.856003
24.040000	5.248184	-1.506309	0.853718
24.060000	5.244703	-1.482445	0.852409
24.080000	5.240594	-1.457457	0.851960
24.100000	5.236107	-1.431727	0.852172
24.120000	5.231482	-1.405498	0.852858
24.140000	5.226719	-1.379584	0.854181
24.160000	5.221413	-1.354534	0.856593
24.180000	5.215114	-1.330672	0.860655
24.200000	5.208782	-1.307958	0.864723
24.220000	5.202606	-1.287464	0.868151
24.240000	5.196797	-1.268438	0.871139
24.260000	5.191625	-1.249459	0.874117
24.280000	5.187361	-1.230003	0.877203
24.300000	5.184110	-1.210614	0.880121
24.320000	5.181840	-1.191872	0.882591
24.340000	5.180399	-1.173880	0.884517
24.360000	5.179514	-1.156369	0.886000
24.380000	5.178847	-1.139085	0.887013
24.400000	5.177928	-1.121635	0.887482
24.420000	5.176244	-1.103703	0.887202
24.440000	5.173556	-1.085091	0.885981
24.460000	5.169924	-1.065743	0.883840
24.480000	5.165728	-1.045667	0.880905
24.500000	5.161267	-1.024953	0.877455
24.520000	5.156734	-1.003605	0.873529
24.540000	5.152018	-0.981362	0.869115
24.560000	5.146786	-0.957815	0.863926
24.580000	5.140554	-0.932761	0.857617
24.600000	5.132804	-0.906343	0.850132
24.620000	5.123323	-0.878820	0.841736
24.640000	5.114636	-0.852840	0.835936
24.660000	5.105314	-0.827297	0.833116
24.680000	5.094206	-0.801819	0.832630
24.700000	5.082632	-0.776898	0.834622
24.720000	5.072507	-0.753212	0.839943
24.740000	5.063212	-0.729780	0.845874
24.760000	5.055062	-0.706373	0.851602
24.780000	5.048490	-0.683345	0.855193
24.800000	5.044316	-0.662118	0.856909
24.820000	5.041833	-0.643322	0.858944
24.840000	5.038511	-0.626483	0.861750
24.860000	5.032714	-0.610735	0.865329
24.880000	5.024030	-0.595279	0.869245
24.900000	5.013028	-0.579892	0.873007
24.920000	5.000638	-0.564560	0.876271
24.940000	4.987554	-0.549421	0.878938
24.960000	4.974094	-0.534397	0.880970
24.980000	4.960469	-0.519178	0.882214
25.000000	4.946896	-0.503703	0.882424
25.020000	4.933542	-0.487860	0.881285
25.040000	4.920475	-0.471416	0.878521
25.060000	4.907662	-0.454470	0.874083
25.080000	4.894901	-0.437186	0.868359
25.100000	4.881850	-0.419754	0.861770
25.120000	4.868093	-0.402354	0.854860
25.140000	4.853360	-0.385027	0.848095
25.160000	4.837511	-0.367462	0.841980
25.180000	4.820356	-0.349001	0.836682
25.200000	4.801757	-0.329376	0.832292
25.220000	4.782366	-0.310846	0.830878
25.240000	4.761478	-0.292231	0.831865
25.260000	4.739593	-0.273630	0.834581
25.280000	4.717244	-0.255607	0.838379
25.300000	4.694958	-0.239103	0.842544
25.320000	4.673209	-0.224638	0.847322
25.340000	4.652513	-0.212350	0.851271
25.360000	4.633507	-0.202562	0.854038
25.380000	4.616119	-0.194236	0.856435
25.400000	4.599591	-0.185426	0.859409
25.420000	4.583396	-0.175221	0.863054
25.440000	4.567671	-0.163771	0.866942
25.460000	4.553038	-0.151773	0.870600
25.480000	4.539891	-0.139716	0.873936
25.500000	4.527843	-0.127600	0.877062
25.520000	4.516402	-0.115453	0.879934
25.540000	4.505160	-0.103485	0.882308
25.560000	4.493736	-0.091788	0.884044
25.580000	4.481740	-0.080328	0.885118
25.600000	4.468834	-0.069020	0.885513
25.620000	4.455066	-0.057855	0.885157
25.640000	4.440617	-0.046857	0.884090
25.660000	4.425510	-0.036023	0.882449
25.680000	4.409464	-0.025263	0.880305
25.700000	4.391713	-0.014270	0.877623
25.720000	4.371510	-0.002768	0.874134
25.740000	4.348565	0.009076	0.869505
25.760000	4.323335	0.020703	0.863509
25.780000	4.296865	0.031270	0.856119
25.800000	4.269949	0.040290	0.848218
25.820000	4.246148	0.048433	0.843450
25.840000	4.223337	0.055729	0.841861
25.860000	4.200633	0.061752	0.842784
25.880000	4.178399	0.067585	0.845737
25.900000	4.156807	0.075210	0.849790
25.920000	4.135141	0.084661	0.853871
25.940000	4.113889	0.095255	0.856500
25.960000	4.094932	0.105780	0.858346
25.980000	4.078030	0.115084	0.860162
26.000000	4.061548	0.122089	0.862603
26.020000	4.043767	0.126178	0.865707
26.040000	4.024152	0.127577	0.869116
26.060000	4.003273	0.127083	0.872205
26.080000	3.981888	0.125661	0.874467
26.100000	3.960263	0.124019	0.875672
26.120000	3.938298	0.122499	0.875806
26.140000	3.915891	0.121325	0.874945
26.160000	3.892920	0.120586	0.872936
26.180000	3.869399	0.120254	0.869438
26.200000	3.845514	0.120199	0.864224
26.220000	3.821499	0.120214	0.857319
26.240000	3.797297	0.120071	0.849285
26.260000	3.772433	0.119206	0.840935
26.280000	3.746463	0.117072	0.832965
26.300000	3.718994	0.113683	0.825928
26.320000	3.692344	0.109082	0.822066
26.340000	3.665847	0.103723	0.821944
26.360000	3.638707	0.098249	0.824616
26.380000	3.610749	0.092603	0.828782
26.400000	3.582384	0.086537	0.833382
26.420000	3.555632	0.079549	0.839016
26.440000	3.529802	0.071975	0.845296
26.460000	3.504938	0.064256	0.850874
26.480000	3.482010	0.056763	0.854974
26.500000	3.461775	0.050247	0.858068
26.520000	3.443527	0.045380	0.861178
26.540000	3.425364	0.041958	0.864937
26.560000	3.406211	0.039795	0.869186
26.580000	3.386249	0.038929	0.873442
26.600000	3.366348	0.039304	0.877383
26.620000	3.347096	0.040694	0.880788
26.640000	3.328382	0.042740	0.883601
26.660000	3.309970	0.045047	0.885782
26.680000	3.291592	0.047210	0.887255
26.700000	3.272970	0.048784	0.887904
26.720000	3.253896	0.049423	0.887552
26.740000	3.234348	0.049076	0.885976
26.760000	3.214457	0.047947	0.883153
26.780000	3.194435	0.046449	0.879354
26.800000	3.174122	0.044953	0.875023
26.820000	3.152885	0.043559	0.870597
26.840000	3.129962	0.042261	0.866239
26.860000	3.105045	0.041049	0.861734
26.880000	3.078323	0.039797	0.856586
26.900000	3.050576	0.038183	0.850297
