time	left_hip_pitch_joint_actual	left_hip_roll_joint_actual	left_hip_yaw_joint_actual	left_knee_joint_actual	left_ankle_pitch_joint_actual	left_ankle_roll_joint_actual	right_hip_pitch_joint_actual	right_hip_roll_joint_actual	right_hip_yaw_joint_actual	right_knee_joint_actual	right_ankle_pitch_joint_actual	right_ankle_roll_joint_actual	waist_roll_joint_actual	waist_yaw_joint_actual	left_shoulder_pitch_joint_actual	left_shoulder_roll_joint_actual	left_shoulder_yaw_joint_actual	left_elbow_joint_actual	left_wrist_roll_joint_actual	left_wrist_pitch_joint_actual	left_wrist_yaw_joint_actual	right_shoulder_pitch_joint_actual	right_shoulder_roll_joint_actual	right_shoulder_yaw_joint_actual	right_elbow_joint_actual	right_wrist_roll_joint_actual	right_wrist_pitch_joint_actual	right_wrist_yaw_joint_actual	left_hip_pitch_joint_ref	left_hip_roll_joint_ref	left_hip_yaw_joint_ref	left_knee_joint_ref	left_ankle_pitch_joint_ref	left_ankle_roll_joint_ref	right_hip_pitch_joint_ref	right_hip_roll_joint_ref	right_hip_yaw_joint_ref	right_knee_joint_ref	right_ankle_pitch_joint_ref	right_ankle_roll_joint_ref	waist_roll_joint_ref	waist_yaw_joint_ref	left_shoulder_pitch_joint_ref	left_shoulder_roll_joint_ref	left_shoulder_yaw_joint_ref	left_elbow_joint_ref	left_wrist_roll_joint_ref	left_wrist_pitch_joint_ref	left_wrist_yaw_joint_ref	right_shoulder_pitch_joint_ref	right_shoulder_roll_joint_ref	right_shoulder_yaw_joint_ref	right_elbow_joint_ref	right_wrist_roll_joint_ref	right_wrist_pitch_joint_ref	right_wrist_yaw_joint_ref	left_hip_pitch_joint_error	left_hip_roll_joint_error	left_hip_yaw_joint_error	left_knee_joint_error	left_ankle_pitch_joint_error	left_ankle_roll_joint_error	right_hip_pitch_joint_error	right_hip_roll_joint_error	right_hip_yaw_joint_error	right_knee_joint_error	right_ankle_pitch_joint_error	right_ankle_roll_joint_error	waist_roll_joint_error	waist_yaw_joint_error	left_shoulder_pitch_joint_error	left_shoulder_roll_joint_error	left_shoulder_yaw_joint_error	left_elbow_joint_error	left_wrist_roll_joint_error	left_wrist_pitch_joint_error	left_wrist_yaw_joint_error	right_shoulder_pitch_joint_error	right_shoulder_roll_joint_error	right_shoulder_yaw_joint_error	right_elbow_joint_error	right_wrist_roll_joint_error	right_wrist_pitch_joint_error	right_wrist_yaw_joint_error
0.000000	-0.000035	0.000010	-0.000001	-0.000002	-0.000024	0.000001	-0.000030	0.000010	-0.000001	-0.000003	-0.000023	0.000001	0.000032	0.000016	0.000121	0.008239	-0.001905	-0.000111	-0.000070	-0.000003	-0.000048	0.000151	-0.008451	0.001879	-0.000127	0.000072	-0.000004	0.000049	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000035	0.000010	-0.000001	-0.000002	-0.000024	0.000001	-0.000030	0.000010	-0.000001	-0.000003	-0.000023	0.000001	0.000032	0.000016	0.000121	0.008239	-0.001905	-0.000111	-0.000070	-0.000003	-0.000048	0.000151	-0.008451	0.001879	-0.000127	0.000072	-0.000004	0.000049
0.020000	-0.056864	-0.002303	-0.051441	0.088811	-0.125670	-0.033234	-0.080990	-0.008654	-0.061471	0.132811	-0.123884	0.001524	-0.013229	-0.015198	-0.014438	0.049660	-0.046089	0.061534	0.020011	0.008050	-0.002036	-0.029669	-0.033037	0.043349	0.114478	0.037954	0.012342	0.013929	-0.015777	0.134898	-0.126732	0.283071	-1.306577	-0.333828	-0.333727	-0.133799	-0.129018	0.315098	-1.390926	0.008432	-0.077993	-0.083185	0.164140	0.588560	-0.662296	0.811536	0.170143	0.275215	-0.050120	0.276495	-0.316647	0.585506	1.224735	0.302153	0.359390	0.324640	-0.041087	-0.137201	0.075291	-0.194261	1.180906	0.300594	0.252738	0.125145	0.067547	-0.182286	1.267042	-0.006908	0.064764	0.067987	-0.178577	-0.538900	0.616207	-0.750002	-0.150133	-0.267166	0.048084	-0.306164	0.283610	-0.542157	-1.110257	-0.264199	-0.347049	-0.310711
0.040000	-0.144878	-0.014053	-0.104874	0.240048	-0.370079	-0.111048	-0.215754	-0.048567	-0.146671	0.361917	-0.386464	0.004256	-0.049924	-0.045548	-0.038986	0.135441	-0.157412	0.222815	0.060211	0.034526	-0.008745	-0.082093	-0.074463	0.151904	0.408006	0.114916	0.052873	0.058491	-0.028578	0.156281	-0.101534	0.337865	-1.152687	-0.364721	-0.395593	-0.142302	-0.138703	0.328398	-1.389698	0.008816	-0.086091	-0.100278	0.058077	0.657096	-0.760603	0.893088	0.200096	0.303533	-0.060839	0.264341	-0.369520	0.685502	1.384600	0.365830	0.416144	0.409406	-0.116300	-0.170334	-0.003340	-0.097817	0.782608	0.253672	0.179839	0.093735	-0.007968	0.033519	1.003234	-0.004560	0.036167	0.054730	-0.097063	-0.521655	0.603192	-0.670273	-0.139885	-0.269007	0.052094	-0.346434	0.295058	-0.533597	-0.976594	-0.250914	-0.363272	-0.350916
0.060000	-0.209004	-0.031389	-0.068614	0.363256	-0.502965	-0.184143	-0.282594	-0.101180	-0.194059	0.497495	-0.570597	0.010317	-0.106738	-0.070381	-0.045810	0.219262	-0.277070	0.404185	0.091910	0.072441	-0.018697	-0.095102	-0.096158	0.273437	0.728236	0.185366	0.109465	0.122436	-0.021658	0.140681	-0.071287	0.365050	-1.108155	-0.345628	-0.365323	-0.163806	-0.191946	0.310238	-1.093857	0.028747	-0.108098	-0.079438	0.060965	0.629485	-0.682992	0.709638	0.152211	0.257149	-0.054780	0.200330	-0.310110	0.635869	1.229959	0.357302	0.333661	0.399111	-0.187346	-0.172070	0.002673	-0.001793	0.605191	0.161486	0.082728	0.062625	-0.002114	0.187257	0.523260	-0.018431	0.001360	0.009057	-0.106775	-0.410223	0.405922	-0.305453	-0.060301	-0.184709	0.036083	-0.295431	0.213952	-0.362433	-0.501723	-0.171937	-0.224195	-0.276676
0.080000	-0.212288	-0.005521	0.005438	0.431616	-0.607768	-0.240757	-0.271617	-0.116232	-0.238725	0.539618	-0.629183	0.020926	-0.136157	-0.071433	-0.012939	0.279251	-0.363635	0.536185	0.102083	0.111593	-0.029588	-0.051935	-0.106399	0.368761	0.962546	0.237796	0.165237	0.188780	-0.004047	0.158668	-0.010644	0.437562	-1.093570	-0.332035	-0.306444	-0.197373	-0.244617	0.330099	-0.810853	0.050987	-0.137115	-0.057664	0.112817	0.621599	-0.573214	0.635211	0.084200	0.204397	-0.059157	0.062205	-0.204475	0.624123	1.126999	0.365148	0.278693	0.346040	-0.208242	-0.164188	0.016082	-0.005946	0.485801	0.091277	0.034827	0.081141	0.005892	0.209519	0.181670	-0.030061	0.000958	-0.013769	-0.125756	-0.342348	0.209580	-0.099026	0.017883	-0.092804	0.029569	-0.114140	0.098076	-0.255362	-0.164454	-0.127352	-0.113456	-0.157260
0.100000	-0.176278	0.043973	0.083777	0.468651	-0.683080	-0.274309	-0.216046	-0.105578	-0.282064	0.523155	-0.608832	0.034495	-0.147806	-0.057964	0.048569	0.330268	-0.414477	0.615528	0.096012	0.144334	-0.040766	0.016512	-0.112891	0.445177	1.100517	0.279371	0.212336	0.244254	0.000904	0.195597	0.035373	0.519203	-0.870678	-0.315292	-0.266889	-0.219732	-0.263238	0.322183	-0.603140	0.083495	-0.158394	-0.045539	0.089303	0.650461	-0.517548	0.638172	0.054833	0.165507	-0.074673	-0.106462	-0.164543	0.693843	1.085541	0.393392	0.277139	0.298181	-0.177182	-0.151625	0.048404	-0.050552	0.187598	0.040984	0.050843	0.114154	-0.018826	0.200972	-0.005693	-0.049000	0.010588	-0.012425	-0.040735	-0.320193	0.103071	-0.022644	0.041179	-0.021174	0.033906	0.122974	0.051652	-0.248666	0.014976	-0.114021	-0.064803	-0.053928
0.120000	-0.135318	0.090154	0.126502	0.495813	-0.688827	-0.290595	-0.158981	-0.086973	-0.309787	0.497830	-0.554486	0.060670	-0.155423	-0.037199	0.110136	0.380527	-0.448236	0.659354	0.082894	0.167433	-0.052309	0.076336	-0.121449	0.511069	1.168686	0.314640	0.249305	0.283252	0.000149	0.208447	0.053424	0.539982	-0.502827	-0.316327	-0.258950	-0.225859	-0.278890	0.310008	-0.762747	0.164805	-0.150966	-0.032523	-0.004029	0.621955	-0.536682	0.602218	0.030729	0.143401	-0.085335	-0.200060	-0.193052	0.705799	1.086130	0.409652	0.276192	0.273780	-0.135467	-0.118293	0.073079	-0.044168	-0.186000	0.025733	0.099969	0.138887	-0.030898	0.187823	0.208260	-0.104135	-0.004457	-0.004676	0.114165	-0.241429	0.088447	0.057136	0.052165	0.024032	0.033025	0.276396	0.071603	-0.194730	0.082555	-0.095013	-0.026887	0.009473
0.140000	-0.094127	0.126621	0.108503	0.506506	-0.638009	-0.305035	-0.128181	-0.068690	-0.314560	0.498321	-0.510709	0.096829	-0.156382	-0.004649	0.150801	0.424451	-0.479559	0.680630	0.063980	0.182207	-0.062879	0.111762	-0.136959	0.558978	1.198156	0.337397	0.276052	0.306643	-0.017731	0.189762	0.052293	0.506651	-0.305728	-0.361506	-0.265821	-0.201580	-0.280096	0.300084	-0.884984	0.197498	-0.125858	-0.011723	-0.058846	0.581029	-0.591769	0.597387	-0.012493	0.169557	-0.072614	-0.173422	-0.225849	0.666729	1.136296	0.369701	0.278384	0.276165	-0.076396	-0.063141	0.056210	-0.000144	-0.332281	0.056471	0.137640	0.132891	-0.034464	0.198238	0.374275	-0.100669	-0.030524	0.007075	0.209647	-0.156578	0.112211	0.083243	0.076473	0.012650	0.009734	0.285184	0.088890	-0.107751	0.061860	-0.032304	-0.002332	0.030478
0.160000	-0.053181	0.157446	0.067992	0.486769	-0.546115	-0.327084	-0.128265	-0.045398	-0.291767	0.520905	-0.473531	0.126572	-0.145248	0.031819	0.165675	0.453906	-0.507456	0.690283	0.038748	0.193379	-0.070672	0.124148	-0.159104	0.583821	1.207369	0.343343	0.293309	0.318831	-0.031476	0.142838	0.053896	0.425042	-0.208041	-0.413100	-0.263542	-0.121340	-0.241780	0.312051	-0.799533	0.186335	-0.082720	0.002847	-0.103173	0.504717	-0.574524	0.585689	-0.056077	0.219952	-0.069360	-0.075600	-0.231679	0.610878	1.132724	0.330154	0.272844	0.295044	-0.021705	0.014608	0.014096	0.061727	-0.338074	0.086016	0.135278	0.075942	-0.049987	0.208854	0.326002	-0.059763	-0.062528	0.028973	0.268848	-0.050811	0.067068	0.104594	0.094824	-0.026573	-0.001312	0.199748	0.072575	-0.027057	0.074645	0.013189	0.020465	0.023787
0.180000	-0.034648	0.181725	0.049333	0.463402	-0.411524	-0.354404	-0.142862	-0.011351	-0.242315	0.534987	-0.413993	0.139352	-0.128327	0.055547	0.159367	0.465960	-0.522782	0.698021	0.008320	0.205451	-0.075841	0.124001	-0.181711	0.593561	1.196464	0.341476	0.302424	0.324560	-0.045237	0.110325	0.066380	0.343622	-0.099222	-0.447603	-0.243064	-0.030735	-0.191957	0.329493	-0.536941	0.161834	-0.018346	0.009873	-0.132606	0.416279	-0.510521	0.605442	-0.101305	0.268233	-0.074130	0.029568	-0.241905	0.614846	1.075205	0.335032	0.273191	0.312401	0.010589	0.071400	-0.017048	0.119780	-0.312302	0.093199	0.100202	0.019384	-0.050358	0.205494	0.122948	-0.022483	-0.109981	0.045674	0.291973	0.049681	-0.012261	0.092579	0.109625	-0.062782	-0.001711	0.094433	0.060194	-0.021285	0.121260	0.006444	0.029232	0.012158
0.200000	-0.038051	0.199103	0.042635	0.464420	-0.302362	-0.348092	-0.144000	0.025384	-0.198044	0.513002	-0.319257	0.128600	-0.110086	0.057794	0.140880	0.461982	-0.524266	0.709353	-0.021563	0.219654	-0.078273	0.122779	-0.200207	0.599206	1.164606	0.336980	0.305557	0.325650	-0.047827	0.118191	0.046387	0.326773	0.045778	-0.437450	-0.219929	0.000653	-0.187857	0.297578	-0.363852	0.121309	0.020971	0.018884	-0.108867	0.386184	-0.464048	0.633987	-0.107772	0.274645	-0.056684	0.060558	-0.238763	0.623501	1.008789	0.314871	0.274404	0.288849	0.009776	0.080911	-0.003752	0.137647	-0.348140	0.089358	0.075929	0.024731	-0.010188	0.215424	0.044595	0.007291	-0.131057	0.038910	0.249747	0.075797	-0.060218	0.075366	0.086209	-0.054990	-0.021589	0.062221	0.038556	-0.024295	0.155817	0.022109	0.031153	0.036801
0.220000	-0.032765	0.214007	0.046564	0.463122	-0.308433	-0.302486	-0.122650	0.050545	-0.192283	0.461979	-0.240436	0.088696	-0.093646	0.036494	0.118748	0.447795	-0.513593	0.719402	-0.042630	0.234018	-0.075857	0.123578	-0.209053	0.603415	1.123868	0.320081	0.305114	0.322669	-0.007251	0.155057	0.031540	0.309660	0.451181	-0.420658	-0.219463	-0.003378	-0.211783	0.233670	-0.424165	0.072307	0.046319	0.024305	-0.045937	0.353671	-0.408146	0.632145	-0.085774	0.269029	-0.019769	0.029619	-0.234077	0.616527	0.989036	0.227877	0.285508	0.296858	-0.025515	0.058950	0.015025	0.153462	-0.759614	0.118172	0.096813	0.053923	0.019500	0.228309	0.183729	0.016389	-0.139965	0.012188	0.164685	0.094125	-0.105446	0.087258	0.043144	-0.035011	-0.056088	0.093959	0.025024	-0.013112	0.134832	0.092203	0.019605	0.025810
0.240000	-0.009145	0.222499	0.049172	0.419972	-0.301402	-0.257457	-0.090168	0.065284	-0.217166	0.404830	-0.236950	0.039414	-0.074086	0.005864	0.101539	0.423860	-0.485795	0.718829	-0.055315	0.246120	-0.067874	0.121701	-0.210631	0.606531	1.086512	0.284667	0.303317	0.320737	0.034252	0.212570	0.049147	0.264743	0.702631	-0.383328	-0.212621	-0.023539	-0.266742	0.225357	-0.578243	-0.006609	0.080605	0.011541	0.047996	0.313235	-0.285570	0.620175	-0.086063	0.250422	-0.012642	0.001954	-0.243740	0.612885	0.983305	0.141086	0.291500	0.359942	-0.043397	0.009929	0.000025	0.155229	-1.004034	0.125871	0.122453	0.088823	0.049575	0.179473	0.341293	0.046023	-0.154691	-0.005677	0.053543	0.110625	-0.200225	0.098654	0.030748	-0.004303	-0.055232	0.119746	0.033109	-0.006354	0.103208	0.143582	0.011816	-0.039205
0.260000	0.020065	0.226717	0.060828	0.350307	-0.276693	-0.220280	-0.069698	0.064405	-0.284169	0.355693	-0.264050	-0.003581	-0.046168	-0.023502	0.093445	0.393144	-0.440099	0.704630	-0.062800	0.254016	-0.055730	0.109974	-0.210577	0.610121	1.053545	0.244248	0.302270	0.325869	0.056674	0.269095	0.048964	0.252316	0.920811	-0.333702	-0.205452	-0.020222	-0.310549	0.245555	-0.596067	-0.076487	0.112171	-0.037390	0.067367	0.332761	-0.168851	0.605230	-0.075597	0.236546	0.010050	-0.009956	-0.230066	0.625509	0.967205	0.134852	0.318388	0.413945	-0.036609	-0.042378	0.011863	0.097991	-1.197504	0.113422	0.135754	0.084628	0.026380	0.110138	0.332017	0.072906	-0.158339	0.013888	0.026078	0.060383	-0.271247	0.099399	0.012797	0.017470	-0.065781	0.119931	0.019490	-0.015388	0.086340	0.109396	-0.016118	-0.088076
0.280000	0.027605	0.236616	0.069357	0.283948	-0.243648	-0.194212	-0.082818	0.065495	-0.347598	0.325221	-0.303468	-0.036830	-0.002302	-0.056784	0.088996	0.363872	-0.387894	0.679498	-0.068038	0.257551	-0.039827	0.085498	-0.208921	0.611398	1.025796	0.214202	0.303870	0.339193	0.030881	0.303429	0.036794	0.253106	0.931973	-0.261347	-0.217637	-0.021827	-0.347330	0.229064	-0.521558	-0.091236	0.109575	-0.066926	0.108560	0.375196	-0.125312	0.590623	-0.085562	0.235807	0.032308	-0.001872	-0.187464	0.610802	0.980510	0.152747	0.334630	0.438425	-0.003276	-0.066813	0.032563	0.030842	-1.175621	0.067134	0.134818	0.087322	-0.000268	0.096157	0.218091	0.054406	-0.111877	0.010143	-0.019563	-0.011324	-0.262582	0.088875	0.017524	0.021744	-0.072134	0.087370	-0.021457	0.000596	0.045286	0.061455	-0.030760	-0.099231
0.300000	0.004465	0.244947	0.059925	0.237183	-0.207807	-0.176117	-0.122157	0.064026	-0.383429	0.297570	-0.328071	-0.058419	0.043058	-0.087938	0.082702	0.345432	-0.340068	0.654001	-0.074321	0.258334	-0.021644	0.054991	-0.200262	0.613695	1.008926	0.195563	0.308102	0.357531	-0.027312	0.285842	0.026070	0.231454	0.494188	-0.197131	-0.189740	-0.043208	-0.369461	0.207347	-0.386020	-0.091669	0.094423	-0.065136	0.174292	0.382756	-0.126775	0.654379	-0.097735	0.256647	0.037012	-0.014850	-0.167547	0.656490	1.011546	0.157058	0.345537	0.434576	0.031777	-0.040895	0.033855	0.005730	-0.701995	0.021014	0.067582	0.107234	-0.013969	0.090224	0.057949	0.033250	-0.051365	-0.022802	-0.091591	-0.037324	-0.213293	-0.000378	0.023414	0.001687	-0.058657	0.069841	-0.032715	-0.042795	-0.002620	0.038505	-0.037436	-0.077045
0.320000	-0.037189	0.241836	0.045322	0.217237	-0.179748	-0.166904	-0.173936	0.049996	-0.393285	0.278867	-0.309532	-0.067624	0.074756	-0.102854	0.076607	0.338560	-0.301817	0.648295	-0.077279	0.259237	-0.001699	0.022695	-0.186021	0.624211	1.011248	0.184937	0.313910	0.376296	-0.046650	0.262013	0.031380	0.275794	0.150997	-0.181640	-0.160397	-0.042655	-0.364573	0.268751	-0.170685	-0.108517	0.081658	-0.078433	0.218224	0.370036	-0.164503	0.769420	-0.069796	0.292601	0.080853	-0.068771	-0.253931	0.676725	1.092978	0.167066	0.342392	0.420036	0.009462	-0.020176	0.013942	-0.058557	-0.330745	0.014736	-0.013538	0.092651	-0.028713	0.010115	-0.138847	0.040893	-0.006902	-0.024422	-0.141617	-0.031476	-0.137314	-0.121125	-0.007483	-0.033364	-0.082551	0.091466	0.067910	-0.052514	-0.081730	0.017871	-0.028482	-0.043740
0.340000	-0.085546	0.228075	0.040037	0.240652	-0.181081	-0.162176	-0.218909	0.023738	-0.369974	0.268119	-0.257915	-0.068560	0.090904	-0.106874	0.074234	0.337259	-0.276017	0.676605	-0.070725	0.261204	0.019989	-0.009670	-0.175580	0.641875	1.028591	0.181413	0.320217	0.390518	-0.074482	0.263961	0.039135	0.340917	-0.235584	-0.135374	-0.096926	-0.044612	-0.322313	0.336484	0.024044	-0.088129	0.054837	-0.096105	0.157069	0.312659	-0.204874	0.873866	-0.025185	0.271370	0.079659	-0.177700	-0.349560	0.686626	1.082301	0.184452	0.345774	0.370796	-0.011065	-0.035885	0.000901	-0.100265	0.054503	-0.026802	-0.121983	0.068350	-0.047661	-0.068365	-0.281958	0.019569	0.036067	-0.010769	-0.082835	0.024601	-0.071143	-0.197261	-0.045540	-0.010166	-0.059670	0.168030	0.173980	-0.044751	-0.053710	-0.003039	-0.025557	0.019723
0.360000	-0.125330	0.212817	0.044146	0.309205	-0.238614	-0.146897	-0.234330	-0.007348	-0.336830	0.259521	-0.166071	-0.055920	0.095778	-0.112525	0.067981	0.336471	-0.268878	0.742207	-0.057030	0.261342	0.037117	-0.034966	-0.176673	0.667606	1.042073	0.181223	0.327465	0.395189	-0.167822	0.272863	0.044191	0.371442	-0.684313	-0.048521	-0.005065	-0.079120	-0.299159	0.391379	0.353152	-0.040551	0.027607	-0.099826	0.021158	0.301774	-0.292713	0.995201	-0.004578	0.223582	0.009126	-0.196712	-0.392549	0.765809	1.038443	0.179368	0.364429	0.317426	0.042492	-0.060046	-0.000046	-0.062237	0.445699	-0.098377	-0.229265	0.071772	-0.037671	-0.131859	-0.519224	-0.015369	0.068171	-0.012698	0.046823	0.034697	0.023834	-0.252994	-0.052451	0.037761	0.027992	0.161746	0.215876	-0.098203	0.003629	0.001855	-0.036964	0.077763
0.380000	-0.141983	0.209475	0.059716	0.386044	-0.343299	-0.119773	-0.225531	-0.033303	-0.329236	0.252146	-0.057663	-0.017728	0.099685	-0.116456	0.052569	0.331614	-0.278804	0.832575	-0.042595	0.258011	0.044488	-0.051204	-0.189190	0.698280	1.052325	0.180134	0.336722	0.388503	-0.234049	0.267924	0.061518	0.369742	-0.730784	-0.027119	0.022687	-0.094494	-0.287061	0.381801	0.454638	-0.015630	0.025603	-0.095016	0.029677	0.319165	-0.354514	1.076909	0.000114	0.217055	0.000284	-0.175162	-0.387637	0.792192	1.079414	0.172664	0.390561	0.278841	0.092066	-0.058449	-0.001802	0.016302	0.387486	-0.092654	-0.248217	0.061191	-0.042175	-0.129655	-0.512302	-0.002098	0.074082	-0.021440	0.022892	0.012449	0.075709	-0.244334	-0.042708	0.040955	0.044204	0.123957	0.198447	-0.093912	-0.027089	0.007470	-0.053838	0.109662
0.400000	-0.138399	0.238310	0.073468	0.433524	-0.414509	-0.092127	-0.215238	-0.025476	-0.321234	0.277739	-0.082001	0.011015	0.129978	-0.115157	0.032202	0.312382	-0.298828	0.928097	-0.031792	0.252531	0.044569	-0.064063	-0.211784	0.724939	1.073768	0.177478	0.348336	0.370832	-0.256945	0.254546	0.074617	0.376198	-0.427814	-0.031587	-0.016092	-0.093942	-0.295836	0.335489	0.387628	0.016778	0.032917	-0.087232	0.006409	0.323349	-0.397293	1.134148	-0.008217	0.216768	0.006532	-0.137039	-0.390292	0.806502	1.128087	0.165998	0.408390	0.228398	0.118547	-0.016235	-0.001149	0.057326	0.013306	-0.060540	-0.199146	0.068465	-0.025397	-0.057751	-0.469629	-0.005762	0.097062	-0.027925	0.025793	-0.010967	0.098465	-0.206051	-0.023575	0.035764	0.038037	0.072976	0.178508	-0.081564	-0.054319	0.011480	-0.060055	0.142434
0.420000	-0.126125	0.255061	0.069856	0.443099	-0.401093	-0.073783	-0.197308	-0.024901	-0.322370	0.300946	-0.117907	0.024431	0.142289	-0.114238	0.009674	0.297338	-0.321756	1.009465	-0.025775	0.246075	0.040501	-0.067773	-0.230944	0.746139	1.102454	0.174725	0.361763	0.342879	-0.247343	0.254155	0.061472	0.358567	-0.113379	-0.069785	-0.082384	-0.105140	-0.311648	0.292821	0.240741	0.036049	0.048706	-0.080936	-0.022424	0.330792	-0.411077	1.175311	-0.016013	0.214644	0.009188	-0.103104	-0.406850	0.812479	1.167149	0.168127	0.422523	0.178234	0.121218	0.000906	0.008384	0.084532	-0.287713	-0.003998	-0.114924	0.080239	-0.010721	0.008125	-0.358647	-0.011618	0.093583	-0.033303	0.032098	-0.033454	0.089321	-0.165846	-0.009762	0.031431	0.031313	0.035331	0.175906	-0.066340	-0.064696	0.006599	-0.060760	0.164645
0.440000	-0.115989	0.254523	0.051969	0.419940	-0.317734	-0.071034	-0.186217	-0.037108	-0.326451	0.324722	-0.146830	0.032083	0.134702	-0.106569	-0.014186	0.288071	-0.342700	1.070543	-0.022589	0.239405	0.033710	-0.065344	-0.248090	0.760152	1.133982	0.174380	0.376418	0.307179	-0.218744	0.258355	0.039146	0.330539	0.016669	-0.114937	-0.142126	-0.101784	-0.303772	0.282400	-0.040405	0.058500	0.080459	-0.077256	-0.050253	0.342251	-0.426563	1.179200	-0.015574	0.215525	-0.006793	-0.121603	-0.427110	0.777824	1.208267	0.180572	0.437822	0.149556	0.102755	-0.003832	0.012823	0.089401	-0.334403	0.043903	-0.044090	0.064676	-0.022679	0.042322	-0.106425	-0.026417	0.054243	-0.029312	0.036067	-0.054181	0.083863	-0.108657	-0.007015	0.023880	0.040503	0.056259	0.179020	-0.017671	-0.074285	-0.006192	-0.061404	0.157623
0.460000	-0.114156	0.252678	0.029750	0.382376	-0.220171	-0.082721	-0.188976	-0.048575	-0.325862	0.351750	-0.170371	0.036966	0.126583	-0.090267	-0.033814	0.281328	-0.361303	1.108188	-0.019285	0.233457	0.023740	-0.065420	-0.268871	0.764766	1.167237	0.177357	0.391572	0.268406	-0.183739	0.252607	0.018681	0.328608	-0.041514	-0.150569	-0.183999	-0.080462	-0.290352	0.287413	-0.266069	0.076123	0.101470	-0.079002	-0.073211	0.348547	-0.436741	1.151160	-0.004978	0.223381	-0.032852	-0.142311	-0.448602	0.740921	1.242348	0.192895	0.443244	0.143121	0.069583	0.000070	0.011069	0.053767	-0.178657	0.067848	-0.004976	0.031887	-0.035509	0.064337	0.095698	-0.039158	0.025113	-0.011265	0.039397	-0.067220	0.075438	-0.042972	-0.014307	0.010075	0.056592	0.076891	0.179731	0.023845	-0.075111	-0.015537	-0.051672	0.125285
0.480000	-0.118613	0.254276	0.002917	0.371223	-0.196477	-0.112545	-0.200793	-0.053473	-0.316926	0.378441	-0.189458	0.040383	0.124475	-0.069429	-0.044867	0.276134	-0.377864	1.126058	-0.014717	0.229033	0.009523	-0.071863	-0.293410	0.762391	1.200413	0.181958	0.405779	0.231530	-0.148792	0.247122	0.002909	0.342124	-0.174047	-0.162617	-0.203674	-0.073256	-0.282745	0.295898	-0.388086	0.082605	0.103624	-0.077823	-0.111082	0.346455	-0.443216	1.117554	0.002686	0.227163	-0.069019	-0.149924	-0.457390	0.727560	1.257483	0.196857	0.439549	0.147211	0.030178	0.007154	0.000008	0.029098	-0.022430	0.050071	0.002881	0.019783	-0.034181	0.082542	0.198629	-0.042222	0.020851	0.008394	0.066215	-0.070321	0.065352	0.008505	-0.017403	0.001870	0.078542	0.078061	0.163980	0.034831	-0.057070	-0.014898	-0.033771	0.084319
0.500000	-0.115984	0.259937	-0.013534	0.373249	-0.211999	-0.143116	-0.211614	-0.052120	-0.305777	0.400011	-0.204806	0.042988	0.127017	-0.052285	-0.049412	0.272160	-0.392558	1.132288	-0.011662	0.226176	-0.010022	-0.081801	-0.320120	0.757693	1.227710	0.188049	0.417788	0.200142	-0.130118	0.260346	-0.002992	0.348681	-0.111220	-0.167412	-0.208812	-0.077275	-0.282454	0.310431	-0.403375	0.087134	0.103195	-0.072236	-0.149593	0.351378	-0.442716	1.100328	-0.009643	0.225497	-0.109564	-0.139690	-0.466801	0.731251	1.255167	0.212111	0.438258	0.153598	0.014134	-0.000409	-0.010542	0.024568	-0.100780	0.024296	-0.002802	0.025155	-0.023323	0.089580	0.198569	-0.044146	0.023822	0.019950	0.100181	-0.079218	0.050158	0.031959	-0.002019	0.000678	0.099542	0.057888	0.146681	0.026442	-0.027456	-0.024062	-0.020470	0.046543
0.520000	-0.107607	0.269117	-0.012910	0.366912	-0.224348	-0.168632	-0.220221	-0.047473	-0.299420	0.418657	-0.218662	0.045067	0.131765	-0.043729	-0.053360	0.269647	-0.404727	1.132275	-0.012119	0.224170	-0.034738	-0.091993	-0.347545	0.753116	1.244290	0.196781	0.426864	0.176182	-0.126903	0.267660	0.008493	0.344793	-0.009389	-0.163994	-0.213537	-0.078153	-0.278257	0.332234	-0.310037	0.102424	0.102151	-0.063945	-0.155188	0.356073	-0.438999	1.091225	-0.020568	0.215721	-0.138220	-0.135259	-0.481824	0.733957	1.241417	0.229163	0.430127	0.163124	0.019296	0.001456	-0.021404	0.022119	-0.214959	-0.004638	-0.006684	0.030680	-0.021163	0.086424	0.091376	-0.057357	0.029613	0.020217	0.101828	-0.086426	0.034272	0.041051	0.008450	0.008450	0.103482	0.043266	0.134279	0.019159	0.002873	-0.032382	-0.003262	0.013058
