time	left_hip_pitch_joint_actual	left_hip_roll_joint_actual	left_hip_yaw_joint_actual	left_knee_joint_actual	left_ankle_pitch_joint_actual	left_ankle_roll_joint_actual	right_hip_pitch_joint_actual	right_hip_roll_joint_actual	right_hip_yaw_joint_actual	right_knee_joint_actual	right_ankle_pitch_joint_actual	right_ankle_roll_joint_actual	waist_roll_joint_actual	waist_yaw_joint_actual	left_shoulder_pitch_joint_actual	left_shoulder_roll_joint_actual	left_shoulder_yaw_joint_actual	left_elbow_joint_actual	left_wrist_roll_joint_actual	left_wrist_pitch_joint_actual	left_wrist_yaw_joint_actual	right_shoulder_pitch_joint_actual	right_shoulder_roll_joint_actual	right_shoulder_yaw_joint_actual	right_elbow_joint_actual	right_wrist_roll_joint_actual	right_wrist_pitch_joint_actual	right_wrist_yaw_joint_actual	left_hip_pitch_joint_ref	left_hip_roll_joint_ref	left_hip_yaw_joint_ref	left_knee_joint_ref	left_ankle_pitch_joint_ref	left_ankle_roll_joint_ref	right_hip_pitch_joint_ref	right_hip_roll_joint_ref	right_hip_yaw_joint_ref	right_knee_joint_ref	right_ankle_pitch_joint_ref	right_ankle_roll_joint_ref	waist_roll_joint_ref	waist_yaw_joint_ref	left_shoulder_pitch_joint_ref	left_shoulder_roll_joint_ref	left_shoulder_yaw_joint_ref	left_elbow_joint_ref	left_wrist_roll_joint_ref	left_wrist_pitch_joint_ref	left_wrist_yaw_joint_ref	right_shoulder_pitch_joint_ref	right_shoulder_roll_joint_ref	right_shoulder_yaw_joint_ref	right_elbow_joint_ref	right_wrist_roll_joint_ref	right_wrist_pitch_joint_ref	right_wrist_yaw_joint_ref	left_hip_pitch_joint_error	left_hip_roll_joint_error	left_hip_yaw_joint_error	left_knee_joint_error	left_ankle_pitch_joint_error	left_ankle_roll_joint_error	right_hip_pitch_joint_error	right_hip_roll_joint_error	right_hip_yaw_joint_error	right_knee_joint_error	right_ankle_pitch_joint_error	right_ankle_roll_joint_error	waist_roll_joint_error	waist_yaw_joint_error	left_shoulder_pitch_joint_error	left_shoulder_roll_joint_error	left_shoulder_yaw_joint_error	left_elbow_joint_error	left_wrist_roll_joint_error	left_wrist_pitch_joint_error	left_wrist_yaw_joint_error	right_shoulder_pitch_joint_error	right_shoulder_roll_joint_error	right_shoulder_yaw_joint_error	right_elbow_joint_error	right_wrist_roll_joint_error	right_wrist_pitch_joint_error	right_wrist_yaw_joint_error
4.400000	0.013778	-0.031863	0.556021	0.400419	-0.475334	-0.171452	-0.428217	-0.003948	-0.371229	0.218531	-0.085612	-0.290721	-0.090127	-0.348813	-0.366507	0.551886	-0.796335	1.127492	-0.101608	0.119385	-0.167719	0.166709	-0.272009	0.517151	1.369970	0.384328	0.318218	0.343429	-0.121706	0.133615	0.560410	0.239055	-0.695782	-0.412673	-0.318193	-0.083712	-0.362502	0.283929	0.035590	-0.278153	-0.116304	-0.330088	-0.512549	0.647210	-0.829430	1.198678	-0.059865	0.123499	-0.162092	0.186841	-0.328996	0.515081	1.334179	0.446808	0.268228	0.405652	0.135484	-0.165478	-0.004389	0.161364	0.220448	0.241221	-0.110024	0.079764	-0.008727	-0.065398	-0.121202	-0.012568	0.026177	-0.018725	0.146042	-0.095325	0.033096	-0.071186	-0.041743	-0.004115	-0.005627	-0.020133	0.056987	0.002070	0.035791	-0.062479	0.049990	-0.062222
4.420000	0.030271	0.033320	0.614326	0.447183	-0.430815	-0.238550	-0.404585	0.005071	-0.364357	0.224357	-0.072086	-0.284514	-0.084943	-0.405365	-0.411530	0.549774	-0.808163	1.145468	-0.087436	0.120958	-0.158421	0.199016	-0.270467	0.516470	1.367833	0.400919	0.306819	0.362864	-0.080409	0.137224	0.594968	0.378164	0.159025	-0.392637	-0.319531	-0.065230	-0.350211	0.265718	0.045997	-0.206002	-0.107144	-0.330613	-0.456979	0.697473	-0.858991	1.203489	-0.030226	0.120622	-0.178084	0.122965	-0.320163	0.500073	1.366161	0.434142	0.267954	0.417571	0.110679	-0.103904	0.019358	0.069019	-0.589841	0.154088	-0.085054	0.070301	-0.014146	-0.041362	-0.118083	-0.078512	0.022201	-0.074752	0.045449	-0.147699	0.050828	-0.058021	-0.057210	0.000335	0.019663	0.076051	0.049697	0.016398	0.001671	-0.033223	0.038865	-0.054707
4.440000	0.034387	0.072826	0.613399	0.490974	-0.327754	-0.275136	-0.388258	0.008738	-0.333379	0.238076	-0.051334	-0.256812	-0.096480	-0.425831	-0.452602	0.556634	-0.821002	1.148953	-0.073523	0.121649	-0.155221	0.221244	-0.261350	0.513972	1.382750	0.406321	0.297088	0.381231	-0.032497	0.092547	0.582716	0.465425	1.021154	-0.342168	-0.343535	-0.008264	-0.318172	0.255157	-0.016543	-0.140174	-0.062717	-0.317369	-0.408730	0.734675	-0.900619	1.164706	-0.039373	0.121141	-0.190675	0.069645	-0.305996	0.489607	1.422646	0.393520	0.290424	0.430010	0.066884	-0.019721	0.030683	0.025549	-1.348908	0.067032	-0.044723	0.017001	-0.015207	-0.017080	-0.034791	-0.116638	-0.033764	-0.108462	-0.043872	-0.178041	0.079617	-0.015753	-0.034150	0.000508	0.035455	0.151599	0.044645	0.024365	-0.039896	0.012801	0.006664	-0.048780
4.460000	0.034925	0.084962	0.604015	0.559391	-0.336545	-0.267478	-0.386888	0.010716	-0.281474	0.261384	0.024736	-0.229518	-0.114411	-0.398935	-0.469792	0.565431	-0.834953	1.144012	-0.066992	0.121922	-0.157824	0.224247	-0.246678	0.510090	1.410555	0.399952	0.292211	0.398647	-0.008818	0.076079	0.577300	0.537431	1.508137	-0.284819	-0.365127	0.057985	-0.289656	0.255559	-0.051487	-0.102195	-0.052558	-0.321960	-0.411893	0.717160	-0.925156	1.136751	-0.065254	0.127865	-0.210859	0.097444	-0.310172	0.481444	1.454401	0.360772	0.329157	0.452150	0.043743	0.008883	0.026715	0.021960	-1.844682	0.017341	-0.021760	-0.047268	0.008181	0.005824	0.076223	-0.127323	-0.061853	-0.076975	-0.057900	-0.151728	0.090203	0.007261	-0.001738	-0.005943	0.053035	0.126802	0.063494	0.028646	-0.043847	0.039180	-0.036945	-0.053503
4.480000	0.033830	0.098086	0.593287	0.630609	-0.323062	-0.252775	-0.376066	0.016693	-0.243500	0.274634	0.090452	-0.204434	-0.124688	-0.360037	-0.464674	0.572088	-0.851370	1.137356	-0.070795	0.122888	-0.166030	0.218938	-0.234478	0.507634	1.435381	0.384919	0.294368	0.415942	-0.036653	0.072902	0.573310	0.600258	1.749014	-0.238558	-0.354023	0.099054	-0.264620	0.239801	-0.211023	-0.086005	-0.073373	-0.326676	-0.452579	0.669956	-0.937043	1.118132	-0.107224	0.142326	-0.229683	0.162841	-0.325225	0.504653	1.468197	0.322742	0.363488	0.474127	0.070482	0.025184	0.019976	0.030351	-2.072076	-0.014217	-0.022043	-0.082361	0.021119	0.034833	0.301474	-0.118429	-0.051315	-0.033361	-0.012094	-0.097868	0.085673	0.019225	0.036429	-0.019438	0.063653	0.056097	0.090747	0.002981	-0.032816	0.062177	-0.069120	-0.058185
4.500000	0.019053	0.117713	0.571824	0.710327	-0.269899	-0.232336	-0.353940	0.024248	-0.223839	0.274202	0.119271	-0.184993	-0.129380	-0.325565	-0.446797	0.575001	-0.868813	1.134607	-0.086603	0.125631	-0.178466	0.211662	-0.225137	0.510734	1.449372	0.363160	0.303495	0.433390	-0.082829	0.088349	0.568806	0.644443	1.802014	-0.196690	-0.324956	0.121748	-0.252890	0.231215	-0.382793	-0.080960	-0.095192	-0.313164	-0.456828	0.623526	-0.948102	1.119153	-0.165311	0.156848	-0.236273	0.184189	-0.349369	0.537511	1.458770	0.284783	0.387747	0.490127	0.101882	0.029364	0.003018	0.065884	-2.071913	-0.035646	-0.028983	-0.097500	0.029051	0.042987	0.502063	-0.104034	-0.034188	-0.012401	0.010031	-0.048525	0.079289	0.015454	0.078707	-0.031217	0.057807	0.027473	0.124233	-0.026777	-0.009398	0.078378	-0.084253	-0.056737
4.520000	-0.008848	0.140505	0.542919	0.789806	-0.177717	-0.205604	-0.327853	0.032937	-0.216485	0.268289	0.107273	-0.177559	-0.130066	-0.295508	-0.421490	0.573045	-0.885754	1.135883	-0.111492	0.130350	-0.192430	0.203067	-0.219319	0.518422	1.451112	0.339117	0.318033	0.450356	-0.129938	0.115387	0.550566	0.665749	1.732062	-0.148729	-0.285040	0.122338	-0.249214	0.250042	-0.398434	-0.088093	-0.097188	-0.285999	-0.432413	0.592060	-0.955368	1.117329	-0.205137	0.163054	-0.230829	0.145122	-0.363458	0.552538	1.434690	0.267642	0.403995	0.495914	0.121090	0.025119	-0.007646	0.124057	-1.909779	-0.056876	-0.042812	-0.089401	0.032729	0.018247	0.505707	-0.089467	-0.032878	-0.009509	0.010923	-0.019015	0.069614	0.018554	0.093645	-0.032704	0.038399	0.057945	0.144139	-0.034116	0.016422	0.071475	-0.085962	-0.045558
4.540000	-0.043110	0.160727	0.509912	0.857033	-0.051499	-0.182688	-0.301112	0.038363	-0.226278	0.264459	0.057260	-0.176496	-0.125569	-0.267306	-0.389923	0.564283	-0.901982	1.138614	-0.139724	0.135901	-0.205052	0.191566	-0.219247	0.525440	1.444628	0.317876	0.335544	0.465973	-0.172938	0.146358	0.521417	0.681946	1.653089	-0.090149	-0.238411	0.108490	-0.263880	0.296774	-0.372054	-0.103777	-0.067390	-0.250464	-0.367649	0.552943	-0.972056	1.124943	-0.233826	0.152064	-0.221233	0.079910	-0.364423	0.539139	1.416744	0.262860	0.406742	0.503843	0.129827	0.014368	-0.011506	0.175087	-1.704588	-0.092539	-0.062700	-0.070127	0.037601	-0.032314	0.429314	-0.072719	-0.058180	-0.016842	-0.022274	0.011341	0.070073	0.013671	0.094102	-0.016163	0.016181	0.111655	0.145176	-0.013699	0.027884	0.055016	-0.071198	-0.037870
4.560000	-0.081494	0.175991	0.473598	0.908741	0.111066	-0.158463	-0.278854	0.037670	-0.257241	0.274324	-0.021615	-0.174137	-0.110912	-0.236604	-0.352599	0.546535	-0.918268	1.140717	-0.168648	0.140396	-0.214633	0.174835	-0.227179	0.527669	1.436063	0.299703	0.353181	0.479701	-0.213738	0.176158	0.476125	0.731948	1.482487	-0.016773	-0.190357	0.068874	-0.280611	0.361386	-0.342433	-0.142462	-0.035608	-0.209823	-0.295167	0.516910	-0.988990	1.130985	-0.263380	0.137373	-0.217175	0.027031	-0.355020	0.517298	1.409798	0.248083	0.402458	0.505616	0.132244	-0.000166	-0.002526	0.176792	-1.371420	-0.141690	-0.088496	-0.031204	0.023370	-0.087061	0.320818	-0.031675	-0.075304	-0.026781	-0.057432	0.029625	0.070723	0.009732	0.094732	0.003022	0.002542	0.147804	0.127841	0.010371	0.026265	0.051620	-0.049276	-0.025915
4.580000	-0.123323	0.184505	0.430452	0.941632	0.322798	-0.121973	-0.262117	0.034030	-0.287578	0.303352	-0.104838	-0.171806	-0.084249	-0.203877	-0.313214	0.522299	-0.936491	1.139636	-0.195328	0.142663	-0.220455	0.152934	-0.243468	0.527212	1.428168	0.283417	0.369326	0.490956	-0.247894	0.203204	0.416570	0.827664	1.116118	0.045407	-0.152361	0.018514	-0.279554	0.402978	-0.197748	-0.192641	-0.035240	-0.175143	-0.237824	0.504642	-1.019449	1.134511	-0.272098	0.127311	-0.204914	-0.007493	-0.359153	0.522305	1.400890	0.238099	0.411292	0.505759	0.124571	-0.018699	0.013882	0.113968	-0.793320	-0.167381	-0.109755	0.015516	-0.008024	-0.099626	0.092910	0.020835	-0.049009	-0.028734	-0.075390	0.017657	0.082958	0.005125	0.076771	0.015352	-0.015541	0.160427	0.115684	0.004907	0.027278	0.045317	-0.041966	-0.014803
4.600000	-0.172596	0.191512	0.384162	0.984219	0.488526	-0.078334	-0.240003	0.029831	-0.287265	0.322712	-0.140906	-0.177597	-0.056612	-0.174795	-0.275769	0.499059	-0.956444	1.138880	-0.213213	0.142689	-0.222186	0.127281	-0.261801	0.531288	1.420227	0.269522	0.384568	0.499123	-0.282385	0.221760	0.364376	0.973264	0.655095	0.060933	-0.125852	-0.014782	-0.250085	0.352002	0.016160	-0.229114	-0.067617	-0.148196	-0.202332	0.500149	-1.036771	1.164022	-0.244344	0.126549	-0.197607	-0.047723	-0.361783	0.567313	1.383452	0.232658	0.436962	0.496808	0.109789	-0.030248	0.019786	0.010955	-0.166569	-0.139267	-0.114151	0.044613	-0.037179	-0.029290	-0.157066	0.051518	0.011005	-0.026599	-0.073437	-0.001090	0.080327	-0.025141	0.031130	0.016140	-0.024579	0.175004	0.099982	-0.036025	0.036775	0.036864	-0.052394	0.002314
4.620000	-0.228643	0.204170	0.346575	1.046928	0.557883	-0.036300	-0.215999	0.036230	-0.272373	0.304031	-0.099679	-0.181795	-0.040807	-0.143414	-0.241241	0.484055	-0.971923	1.146069	-0.216350	0.141322	-0.220648	0.093801	-0.273262	0.544154	1.411120	0.257811	0.400658	0.503373	-0.341939	0.222579	0.332512	1.090998	0.412112	0.043624	-0.111325	-0.012660	-0.201875	0.255506	0.033893	-0.256619	-0.106076	-0.133150	-0.177514	0.480351	-1.012822	1.200170	-0.190666	0.130209	-0.196922	-0.092744	-0.372178	0.614431	1.377325	0.225833	0.472346	0.483245	0.113296	-0.018409	0.014063	-0.044071	0.145771	-0.079924	-0.104674	0.048891	-0.070498	0.048525	-0.133572	0.074823	0.065269	-0.010264	-0.063728	0.003705	0.040899	-0.054101	-0.025684	0.011113	-0.023725	0.186544	0.098917	-0.070277	0.033795	0.031978	-0.071688	0.020128
4.640000	-0.293682	0.222936	0.311715	1.124240	0.550747	-0.007858	-0.196779	0.049959	-0.225802	0.281567	-0.050817	-0.183495	-0.038546	-0.117094	-0.207443	0.473735	-0.976590	1.165524	-0.206594	0.139710	-0.217327	0.051445	-0.275863	0.565306	1.401570	0.251475	0.418284	0.503366	-0.402658	0.238876	0.299866	1.138390	0.356323	0.018975	-0.103038	-0.031674	-0.161236	0.214177	-0.227318	-0.296406	-0.101714	-0.123090	-0.166470	0.479417	-0.955389	1.233183	-0.154731	0.138040	-0.201461	-0.115661	-0.371981	0.667374	1.382544	0.250106	0.489777	0.470736	0.108976	-0.015940	0.011849	-0.014150	0.194424	-0.026832	-0.093741	0.081633	-0.064566	0.067391	0.176501	0.112911	0.063168	0.005996	-0.040973	-0.005681	-0.021201	-0.067659	-0.051863	0.001670	-0.015866	0.167106	0.096118	-0.102068	0.019026	0.001369	-0.071493	0.032630
4.660000	-0.357055	0.246957	0.272753	1.186296	0.514018	0.004519	-0.183129	0.066734	-0.178055	0.280337	-0.068879	-0.182008	-0.038448	-0.097647	-0.171036	0.460771	-0.967679	1.190641	-0.189555	0.138712	-0.213845	0.004936	-0.272604	0.592539	1.391323	0.251840	0.435521	0.499239	-0.455624	0.257096	0.259682	1.168116	0.309161	-0.009514	-0.099621	-0.077065	-0.121845	0.200592	-0.384814	-0.325063	-0.068721	-0.100696	-0.123142	0.473933	-0.874109	1.238408	-0.122974	0.141139	-0.209203	-0.147615	-0.362497	0.714139	1.369901	0.262927	0.479478	0.455054	0.098569	-0.010139	0.013071	0.018180	0.204856	0.014033	-0.083508	0.143799	-0.056210	0.079744	0.315935	0.143056	0.030272	0.003049	-0.047894	-0.013162	-0.093570	-0.047767	-0.066582	-0.002426	-0.004642	0.152551	0.089892	-0.121599	0.021422	-0.011088	-0.043958	0.044185
4.680000	-0.411632	0.256286	0.230111	1.221960	0.463859	0.003251	-0.165581	0.072246	-0.134659	0.277138	-0.089457	-0.183281	-0.050824	-0.083469	-0.133208	0.447976	-0.944612	1.210439	-0.171410	0.138577	-0.211264	-0.035967	-0.265848	0.619465	1.376033	0.253843	0.449880	0.491209	-0.500900	0.261059	0.220705	1.182158	0.226294	-0.035648	-0.103847	-0.095565	-0.089527	0.191588	-0.447331	-0.342801	-0.043102	-0.076084	-0.068425	0.448178	-0.787691	1.229566	-0.118726	0.145732	-0.211726	-0.168692	-0.349844	0.715891	1.336483	0.256878	0.471234	0.435466	0.089268	-0.004773	0.009406	0.039802	0.237565	0.038898	-0.061734	0.167811	-0.045132	0.085551	0.357873	0.159520	-0.007723	-0.007385	-0.064783	-0.000202	-0.156921	-0.019128	-0.052684	-0.007155	0.000462	0.132725	0.083995	-0.096426	0.039550	-0.003035	-0.021354	0.055743
4.700000	-0.457597	0.255882	0.188151	1.232309	0.402045	-0.008694	-0.146962	0.070194	-0.094805	0.271467	-0.107325	-0.186914	-0.065903	-0.069075	-0.096318	0.430718	-0.909865	1.223530	-0.157941	0.139461	-0.209263	-0.069741	-0.261575	0.639077	1.354096	0.252157	0.460443	0.479553	-0.541500	0.250208	0.193680	1.179535	0.134192	-0.073498	-0.106722	-0.071712	-0.062476	0.192154	-0.432334	-0.338975	-0.029919	-0.054260	-0.017672	0.398844	-0.714051	1.239741	-0.128396	0.153246	-0.202589	-0.209656	-0.332756	0.692244	1.295410	0.234912	0.466481	0.415542	0.083903	0.005675	-0.005530	0.052774	0.267853	0.064803	-0.040240	0.141906	-0.032328	0.079313	0.325009	0.152060	-0.035985	-0.014815	-0.078646	0.031875	-0.195814	-0.016211	-0.029545	-0.013784	-0.006674	0.139915	0.071180	-0.053167	0.058686	0.017245	-0.006038	0.064011
4.720000	-0.495204	0.254313	0.150556	1.218806	0.329440	-0.029243	-0.129778	0.066512	-0.057223	0.263682	-0.121836	-0.189774	-0.074355	-0.052239	-0.061722	0.405518	-0.868182	1.234025	-0.147361	0.141390	-0.206859	-0.099859	-0.262216	0.649231	1.327440	0.244451	0.467499	0.465019	-0.563134	0.236151	0.172882	1.153521	0.034893	-0.110927	-0.105678	-0.042888	-0.038806	0.191332	-0.370240	-0.324295	-0.024464	-0.035533	0.013365	0.337763	-0.654704	1.257487	-0.112452	0.158382	-0.194023	-0.255626	-0.319808	0.663540	1.255495	0.208231	0.467818	0.400978	0.067929	0.018161	-0.022327	0.065285	0.294547	0.081683	-0.024100	0.109400	-0.018417	0.072350	0.248404	0.134521	-0.049891	-0.016706	-0.075087	0.067755	-0.213479	-0.023462	-0.034909	-0.016992	-0.012836	0.155767	0.057592	-0.014310	0.071945	0.036220	-0.000319	0.064041
4.740000	-0.523268	0.253653	0.118439	1.181074	0.248483	-0.054963	-0.115512	0.062487	-0.023413	0.255781	-0.133933	-0.190964	-0.074150	-0.034467	-0.030279	0.372829	-0.825378	1.246056	-0.134378	0.144051	-0.203975	-0.129471	-0.266652	0.652690	1.299164	0.234069	0.472155	0.448843	-0.577704	0.222591	0.152906	1.120674	-0.046391	-0.138697	-0.097770	-0.028036	-0.013625	0.194908	-0.339175	-0.322523	-0.021733	-0.020802	0.037736	0.307759	-0.622957	1.291732	-0.082743	0.159990	-0.195139	-0.289798	-0.324536	0.652143	1.228395	0.203700	0.475635	0.390043	0.054437	0.031062	-0.034466	0.060399	0.294873	0.083734	-0.017742	0.090523	-0.009788	0.060873	0.205242	0.131559	-0.052416	-0.013664	-0.068016	0.065070	-0.202421	-0.045676	-0.051635	-0.015939	-0.008836	0.160326	0.057883	0.000546	0.070769	0.030369	-0.003480	0.058800
4.760000	-0.541380	0.253499	0.092057	1.120875	0.168794	-0.082390	-0.104903	0.058315	0.008650	0.250826	-0.146835	-0.190282	-0.066817	-0.018350	-0.000705	0.336167	-0.785359	1.261325	-0.117971	0.146999	-0.201506	-0.160552	-0.273193	0.654773	1.271484	0.224950	0.475658	0.431905	-0.587344	0.209941	0.137462	1.070861	-0.056929	-0.164407	-0.082052	-0.013112	0.024075	0.198869	-0.342248	-0.324932	-0.020716	-0.010700	0.076996	0.296947	-0.600180	1.323395	-0.058562	0.161458	-0.201960	-0.326933	-0.346382	0.661673	1.203417	0.201210	0.483506	0.372396	0.045964	0.043558	-0.045405	0.050014	0.225723	0.082017	-0.022851	0.071427	-0.015424	0.051957	0.195413	0.134650	-0.046100	-0.007650	-0.077701	0.039220	-0.185178	-0.062070	-0.059408	-0.014459	0.000454	0.166381	0.073189	-0.006900	0.068067	0.023740	-0.007847	0.059509
4.780000	-0.548164	0.251436	0.069659	1.038926	0.101565	-0.109789	-0.094828	0.053898	0.041074	0.246863	-0.160949	-0.187030	-0.054915	-0.006353	0.029503	0.299571	-0.749362	1.278567	-0.101393	0.150176	-0.200130	-0.193315	-0.280689	0.659862	1.245716	0.216342	0.478911	0.414338	-0.586038	0.192334	0.117734	0.986998	-0.066751	-0.189114	-0.065820	0.006157	0.059826	0.198023	-0.280103	-0.314590	-0.023428	-0.002751	0.113973	0.297403	-0.582552	1.345541	-0.051524	0.169176	-0.204102	-0.367203	-0.380155	0.685997	1.188041	0.188315	0.492600	0.352557	0.037874	0.059102	-0.048075	0.051928	0.168316	0.079325	-0.029008	0.047740	-0.018752	0.048840	0.119154	0.127560	-0.031487	-0.003603	-0.084469	0.002168	-0.166810	-0.066974	-0.049870	-0.019000	0.003972	0.173888	0.099465	-0.026135	0.057675	0.028027	-0.013689	0.061781
4.800000	-0.542520	0.242518	0.046260	0.934949	0.050118	-0.136038	-0.080824	0.046845	0.068937	0.239127	-0.174704	-0.177667	-0.042152	0.000732	0.059987	0.266619	-0.719590	1.295906	-0.088522	0.153910	-0.199652	-0.224962	-0.288791	0.667864	1.221763	0.205208	0.482437	0.396113	-0.585245	0.170446	0.093158	0.878372	-0.071548	-0.209049	-0.037139	0.011633	0.084997	0.197028	-0.144355	-0.293367	-0.029924	0.005679	0.141944	0.301331	-0.589314	1.358722	-0.057479	0.177390	-0.201725	-0.397603	-0.405172	0.696678	1.162993	0.162488	0.498807	0.331613	0.042725	0.072072	-0.046898	0.056578	0.121666	0.073010	-0.043685	0.035212	-0.016060	0.042099	-0.030348	0.115700	-0.012229	-0.004947	-0.081957	-0.034712	-0.130275	-0.062816	-0.031043	-0.023479	0.002073	0.172642	0.116382	-0.028815	0.058769	0.042721	-0.016369	0.064500
4.820000	-0.527449	0.227577	0.023353	0.813739	0.013934	-0.159788	-0.062145	0.035892	0.089956	0.226704	-0.187744	-0.162395	-0.031891	0.004303	0.089583	0.240034	-0.696707	1.311226	-0.081127	0.158483	-0.199471	-0.252487	-0.297997	0.677635	1.196801	0.191500	0.486303	0.376941	-0.582122	0.154616	0.072583	0.759575	-0.071736	-0.223661	-0.010485	0.005220	0.101797	0.196317	-0.085730	-0.269916	-0.036846	0.014525	0.185748	0.293368	-0.596436	1.364896	-0.069267	0.187755	-0.197785	-0.425666	-0.420023	0.714351	1.125273	0.146937	0.502400	0.304626	0.054673	0.072962	-0.049231	0.054164	0.085670	0.063872	-0.051660	0.030672	-0.011841	0.030387	-0.102014	0.107521	0.004955	-0.010221	-0.096164	-0.053334	-0.100271	-0.053671	-0.011860	-0.029272	-0.001686	0.173179	0.122026	-0.036716	0.071528	0.044563	-0.016097	0.072315
4.840000	-0.510692	0.212636	0.009912	0.686566	-0.010290	-0.180382	-0.043750	0.022502	0.104069	0.216109	-0.202596	-0.144922	-0.025141	0.006297	0.118281	0.220383	-0.677106	1.323339	-0.079252	0.164138	-0.198926	-0.275657	-0.309343	0.690747	1.167830	0.179392	0.490175	0.356176	-0.569754	0.150718	0.054251	0.641016	-0.075202	-0.235684	0.002280	-0.006579	0.109223	0.199807	-0.101153	-0.241764	-0.045161	0.021864	0.226307	0.274548	-0.580474	1.368272	-0.084710	0.199214	-0.191170	-0.443727	-0.425190	0.748603	1.079059	0.150678	0.500630	0.273249	0.059063	0.061919	-0.044339	0.045550	0.064913	0.055302	-0.046030	0.029081	-0.005154	0.016301	-0.101443	0.096842	0.020021	-0.015567	-0.108026	-0.054166	-0.096632	-0.044933	0.005458	-0.035076	-0.007756	0.168071	0.115847	-0.057856	0.088771	0.028714	-0.010456	0.082927
4.860000	-0.499782	0.199031	0.008207	0.565973	-0.027562	-0.197937	-0.031623	0.008718	0.113149	0.215853	-0.223154	-0.126092	-0.021753	0.009078	0.145767	0.206670	-0.657161	1.332278	-0.082449	0.171079	-0.197366	-0.296168	-0.322486	0.707564	1.136549	0.173505	0.493509	0.333290	-0.551900	0.145081	0.038446	0.534370	-0.083353	-0.243132	0.001381	-0.021550	0.123838	0.210261	-0.116351	-0.213496	-0.049313	0.028053	0.249815	0.257920	-0.554735	1.364143	-0.103448	0.212642	-0.182427	-0.465682	-0.416463	0.777322	1.052306	0.172170	0.498687	0.241355	0.052117	0.053950	-0.030239	0.031603	0.055792	0.045195	-0.033004	0.030268	-0.010689	0.005591	-0.106803	0.087405	0.027560	-0.018974	-0.104048	-0.051249	-0.102426	-0.031866	0.020999	-0.041562	-0.014939	0.169514	0.093977	-0.069758	0.084244	0.001335	-0.005178	0.091935
4.880000	-0.498312	0.185278	0.011196	0.462539	-0.046352	-0.211872	-0.028512	-0.003945	0.122552	0.229878	-0.250685	-0.106788	-0.020601	0.016057	0.172250	0.197198	-0.636763	1.337827	-0.089097	0.179372	-0.194387	-0.317765	-0.335518	0.726999	1.109319	0.175423	0.496029	0.308396	-0.538011	0.138312	0.028109	0.447418	-0.137388	-0.241556	-0.011529	-0.035717	0.145524	0.222970	-0.125328	-0.196026	-0.047737	0.032703	0.262767	0.247181	-0.538383	1.353371	-0.115471	0.223954	-0.174349	-0.508635	-0.411931	0.803396	1.045099	0.196648	0.497526	0.215138	0.039699	0.046966	-0.016913	0.015121	0.091035	0.029684	-0.016983	0.031772	-0.022972	0.006909	-0.125356	0.089239	0.027136	-0.016646	-0.090517	-0.049983	-0.098380	-0.015544	0.026374	-0.044582	-0.020038	0.190871	0.076413	-0.076397	0.064220	-0.021225	-0.001497	0.093258
4.900000	-0.506959	0.172107	0.011486	0.382446	-0.074036	-0.221059	-0.033029	-0.014119	0.135591	0.256241	-0.284263	-0.090624	-0.019753	0.027807	0.198369	0.190292	-0.617670	1.340093	-0.095876	0.188843	-0.190222	-0.344198	-0.346476	0.749013	1.091488	0.185434	0.497702	0.282504	-0.526161	0.137087	0.017009	0.385235	-0.188087	-0.233991	-0.035647	-0.049815	0.163586	0.235727	-0.193431	-0.182090	-0.044490	0.035428	0.263641	0.246503	-0.529977	1.341448	-0.114059	0.235356	-0.172361	-0.552066	-0.407779	0.836175	1.057242	0.233705	0.496876	0.197676	0.019202	0.035019	-0.005522	-0.002789	0.114050	0.012932	0.002618	0.035696	-0.027994	0.020514	-0.090832	0.091466	0.024737	-0.007621	-0.065272	-0.056212	-0.087692	-0.001356	0.018184	-0.046513	-0.017861	0.207867	0.061304	-0.087162	0.034246	-0.048270	0.000826	0.084829
4.920000	-0.523008	0.160109	0.003773	0.325782	-0.108676	-0.224691	-0.038829	-0.021720	0.151834	0.287027	-0.320357	-0.078307	-0.018168	0.042379	0.224127	0.185063	-0.601614	1.339276	-0.101353	0.199218	-0.185637	-0.375057	-0.354497	0.773152	1.085400	0.203739	0.498570	0.257201	-0.516340	0.134233	-0.000287	0.348411	-0.210903	-0.219466	-0.054770	-0.065063	0.182516	0.237594	-0.254664	-0.172615	-0.040980	0.040701	0.262540	0.245491	-0.530999	1.321837	-0.117010	0.244290	-0.172150	-0.574438	-0.420794	0.865289	1.084266	0.275896	0.495706	0.187753	-0.006668	0.025876	0.004060	-0.022628	0.102227	-0.005225	0.015941	0.043343	-0.030681	0.049432	-0.065693	0.094308	0.022812	0.001678	-0.038413	-0.060428	-0.070615	0.017439	0.015656	-0.045072	-0.013487	0.199380	0.066297	-0.092137	0.001134	-0.072156	0.002864	0.069448
