time	left_foot_x	left_foot_y	left_foot_z	right_foot_x	right_foot_y	right_foot_z
0.940000	0.013184	-0.201056	0.044854	0.339008	-1.051872	1.244821
0.960000	0.012652	-0.201193	0.044729	0.329954	-1.048004	1.158343
0.980000	0.011907	-0.201463	0.044445	0.322825	-1.041235	1.060233
1.000000	0.010379	-0.201695	0.044309	0.317803	-1.030757	0.951980
1.020000	0.008194	-0.201801	0.044137	0.315320	-1.014376	0.834402
1.040000	0.005050	-0.201741	0.043988	0.316338	-0.989019	0.708943
1.060000	0.000719	-0.201239	0.044104	0.322013	-0.952267	0.579023
1.080000	-0.006418	-0.198593	0.044481	0.333370	-0.903573	0.449985
1.100000	-0.017020	-0.192283	0.045313	0.350680	-0.843995	0.328348
1.120000	-0.029650	-0.182846	0.046820	0.372657	-0.775395	0.221484
1.140000	-0.042429	-0.171282	0.048587	0.396171	-0.701035	0.134986
1.160000	-0.051368	-0.160595	0.050781	0.416890	-0.623838	0.069597
1.180000	-0.055368	-0.152092	0.054842	0.425349	-0.570159	0.033390
1.200000	-0.054932	-0.142031	0.065686	0.426042	-0.563352	0.032770
1.220000	-0.050604	-0.131545	0.081288	0.426092	-0.563721	0.038339
1.240000	-0.040744	-0.119396	0.095618	0.427545	-0.561708	0.047623
1.260000	-0.025934	-0.103305	0.104486	0.432364	-0.555440	0.062221
1.280000	-0.008731	-0.083123	0.109376	0.441393	-0.547959	0.080320
1.300000	0.009561	-0.059778	0.113479	0.452750	-0.542587	0.097347
1.320000	0.028313	-0.033153	0.118902	0.462574	-0.538879	0.109011
1.340000	0.046659	-0.003829	0.127817	0.467343	-0.535718	0.112168
1.360000	0.064382	0.027160	0.140058	0.464708	-0.534079	0.107030
1.380000	0.082553	0.059611	0.154053	0.456977	-0.535984	0.097331
1.400000	0.102379	0.095553	0.167186	0.448988	-0.539306	0.087208
1.420000	0.124891	0.136658	0.176806	0.443651	-0.539393	0.078700
1.440000	0.150728	0.182388	0.181893	0.441136	-0.535634	0.071670
1.460000	0.180126	0.229102	0.182271	0.440113	-0.530528	0.065900
1.480000	0.212692	0.273135	0.177903	0.438975	-0.527360	0.060534
1.500000	0.248458	0.312414	0.168334	0.436629	-0.527793	0.054134
1.520000	0.286721	0.346668	0.153989	0.433166	-0.531516	0.046099
1.540000	0.326555	0.375038	0.136143	0.430513	-0.535531	0.040556
1.560000	0.366155	0.395131	0.116366	0.429985	-0.537403	0.040540
1.580000	0.404094	0.405365	0.094375	0.429856	-0.538119	0.041237
1.600000	0.438601	0.406578	0.070691	0.429901	-0.538123	0.041773
1.620000	0.455027	0.404876	0.051473	0.430207	-0.537617	0.042282
1.640000	0.454546	0.407440	0.043701	0.430942	-0.536429	0.043133
1.660000	0.454772	0.410066	0.043645	0.431597	-0.533805	0.044352
1.680000	0.454983	0.410862	0.044890	0.432874	-0.528882	0.046098
1.700000	0.454969	0.410524	0.046200	0.434177	-0.520928	0.047835
1.720000	0.455085	0.409764	0.047223	0.435379	-0.513082	0.049910
1.740000	0.455193	0.409043	0.047889	0.437307	-0.505668	0.051851
1.760000	0.455330	0.408227	0.048517	0.438084	-0.501036	0.054329
1.780000	0.455439	0.407153	0.049267	0.439121	-0.496297	0.056153
1.800000	0.455469	0.405940	0.050045	0.440153	-0.491707	0.057774
1.820000	0.455445	0.404565	0.050952	0.441944	-0.486163	0.058442
1.840000	0.455466	0.402670	0.051980	0.443907	-0.481364	0.058880
1.860000	0.455515	0.400572	0.052991	0.446597	-0.475958	0.058440
1.880000	0.455405	0.398162	0.053502	0.448914	-0.472177	0.057672
1.900000	0.455178	0.397039	0.053780	0.451318	-0.468792	0.056389
1.920000	0.454891	0.397747	0.053735	0.453579	-0.464195	0.054049
1.940000	0.454715	0.399793	0.053152	0.457264	-0.458505	0.050442
1.960000	0.454548	0.402000	0.052282	0.458018	-0.458511	0.049137
1.980000	0.454338	0.403859	0.051568	0.457266	-0.460408	0.048253
2.000000	0.454216	0.404735	0.051269	0.456520	-0.462584	0.047368
2.020000	0.454179	0.404760	0.051268	0.455914	-0.464523	0.046398
2.040000	0.454293	0.403953	0.051603	0.455570	-0.465953	0.045649
2.060000	0.454478	0.402434	0.052230	0.455366	-0.466344	0.044980
2.080000	0.454742	0.399343	0.053090	0.455532	-0.466562	0.045522
2.100000	0.455243	0.396411	0.054470	0.456461	-0.466786	0.048428
2.120000	0.456068	0.394224	0.056623	0.457911	-0.467184	0.053194
2.140000	0.457049	0.392456	0.059045	0.459801	-0.467282	0.058917
2.160000	0.458278	0.390636	0.061844	0.461670	-0.467437	0.063988
2.180000	0.459548	0.389092	0.064525	0.463323	-0.467135	0.067846
2.200000	0.461043	0.388159	0.067511	0.464426	-0.466517	0.070045
2.220000	0.462606	0.387739	0.070599	0.465261	-0.465239	0.071229
2.240000	0.464480	0.387822	0.074154	0.465674	-0.463819	0.071435
2.260000	0.466479	0.388051	0.077924	0.466012	-0.462392	0.071440
2.280000	0.468883	0.388634	0.082250	0.466196	-0.461301	0.071376
2.300000	0.471524	0.389147	0.086793	0.466694	-0.460219	0.071973
2.320000	0.474506	0.389541	0.091671	0.467289	-0.459222	0.072867
2.340000	0.477697	0.389475	0.096501	0.468237	-0.458188	0.074499
2.360000	0.481239	0.389117	0.101511	0.469264	-0.457340	0.076390
2.380000	0.484945	0.388309	0.106403	0.470545	-0.456697	0.078871
2.400000	0.489151	0.387426	0.111511	0.471817	-0.456374	0.081450
2.420000	0.493791	0.386216	0.116642	0.473279	-0.456169	0.084362
