# time m_tauc_0 m_tauc_1 m_tauc_2 m_tauc_3 m_tauc_4 m_tauc_5 m_tauc_6 m_tauc_7 m_tauc_8 m_tauc_9 m_tauc_10 m_tauc_11 m_tauc_12 m_tauc_13 m_tauc_14 m_tauc_15 m_tauc_16 m_tauc_17 m_tauc_18 m_tauc_19 m_tauc_20 m_tauc_21 m_tauc_22 m_tauc_23
1.940000 -23.573559 3.820431 5.541422 6.284639 -3.977277 -0.302327 7.375978 -2.782964 16.743439 -2.206367 2.315701 0.467239 -11.832167 30.430250 -3.416587 2.621464 -3.676743 1.119031 -1.055341 4.581965 -0.002081 -0.898884 -1.276665 1.215771
1.960000 -19.303968 2.387587 6.382405 7.467509 -5.609890 0.214536 5.842117 -15.093733 16.179417 2.492617 -1.635432 -0.061702 -8.429038 27.202927 -2.105716 1.740774 -2.724473 0.303323 -0.796459 3.702342 -0.517177 0.779504 -0.897791 1.125064
1.980000 -11.673825 2.640851 7.216464 6.877779 -6.664575 0.514541 1.838466 -16.707697 9.613616 4.631258 -4.560882 -0.530892 -6.066380 13.893272 -1.905352 0.110247 -1.018074 0.492558 -1.019385 2.029382 -1.832771 3.530523 -0.717723 0.264812
2.000000 -6.134269 1.893412 8.712391 7.097006 -6.265106 0.800737 -6.633375 -12.196005 4.107576 6.047451 -4.441950 -0.101447 -1.173064 3.106610 -3.149542 -0.246030 -0.684996 -0.338989 0.143933 2.828204 -3.014916 4.427121 -0.461492 -0.146169
2.020000 -3.737326 -0.144311 5.524039 10.341518 -8.375786 0.640821 -11.902282 -4.136333 -1.107060 6.771810 -4.888971 -0.176469 0.358932 -7.796757 -4.909770 -1.319790 0.091942 -0.366149 -0.237170 5.507885 -4.418354 4.042099 -0.048851 0.012365
2.040000 1.761541 0.089091 -1.497953 13.541282 -9.451449 -0.488943 -6.444737 2.181768 -5.050426 5.439182 -3.805324 -1.089408 -0.546434 -15.315197 -5.390100 -1.153828 0.747142 -0.042010 -0.368692 -1.794806 -3.708423 1.060545 0.827396 0.241892
2.060000 -7.055463 1.470336 -3.688327 13.256961 -8.226893 -0.656643 -10.177282 3.303660 -5.449424 4.636973 -3.887411 -1.007267 4.001354 -17.778679 -5.112581 -1.732682 1.108704 -0.624965 0.379453 -9.629644 2.684426 -0.341559 -0.798942 0.490679
2.080000 -10.565793 2.274899 -6.810947 14.206022 -8.062664 0.086423 -1.860133 -5.259903 -5.501968 6.980826 -5.942384 -1.876448 2.347080 -7.827147 -3.328196 -2.176460 1.233400 0.302139 0.467893 -6.843487 3.978338 -3.098839 -0.462199 0.976366
2.100000 -19.493639 -1.599890 -2.566437 13.902250 -7.887606 -0.099650 3.092147 -9.007675 -6.478069 6.303397 -7.508645 -1.828427 0.739928 -2.583992 -2.192993 0.162468 -0.299021 1.198889 -0.733210 -2.711881 2.287601 -3.056848 -1.032741 1.355561
2.120000 -14.004495 -2.310391 -0.559061 8.364107 -5.687663 -0.456256 17.001308 -15.020101 -17.310667 6.584804 -6.849304 -2.812495 3.175462 -16.020838 1.255958 3.849748 -3.463726 2.505290 -2.295448 -6.065264 2.292183 -0.130777 -1.489740 2.018643
2.140000 -1.541433 -4.413849 -1.757498 -0.790796 1.202452 -0.382281 17.097876 -26.520239 -36.265251 14.343397 -9.916059 -4.694875 13.417710 -37.226753 0.731335 3.851646 -3.554279 2.047052 -1.989324 -8.402779 1.444043 2.392098 -0.764564 1.249349
2.160000 -0.531549 -0.214502 -4.349991 -3.376108 1.953386 -0.219391 12.922454 -32.477551 -44.922276 22.006823 -10.542536 -5.984729 20.170050 -39.254883 -1.838983 1.273521 -2.640206 2.108182 -2.301798 -8.282312 1.143713 2.950683 0.069420 0.022799
2.180000 -13.483518 -0.815547 -0.369454 -5.118575 1.005575 0.538627 7.837780 -25.222027 -43.169399 20.581152 -5.761452 -5.393869 31.027128 -22.203211 -6.183195 1.032770 -2.575987 1.209343 -1.284724 -5.661346 2.170354 0.085886 -0.737425 0.452144
2.200000 -22.336018 -1.856169 2.061271 -6.587303 4.574411 0.061576 6.065286 -18.166969 -39.700947 14.353276 -7.739261 -5.721114 25.125626 -9.183660 -5.206078 0.141292 -1.684881 1.645946 -1.478935 -2.564075 5.023348 -5.284338 -0.966420 1.587572
2.220000 -21.503508 -0.248216 3.681192 -4.687064 3.872287 -0.186655 6.263254 -21.977793 -27.670389 14.857330 -10.745728 -5.026217 19.408298 -8.183223 -1.361919 -1.694924 -0.228393 1.142249 -1.030293 -0.668372 7.599372 -7.534038 -1.122281 1.341041
2.240000 -9.562023 4.287839 3.133357 -5.168869 2.873727 0.161122 9.641280 -28.437061 -20.105099 14.618785 -11.483937 -4.248351 19.070370 -5.827373 0.848317 -1.631698 0.569826 0.574674 -0.727943 -0.154268 8.259824 -7.903106 -0.687173 1.012655
2.260000 -1.042718 6.482780 1.342084 -3.302281 3.217072 0.248805 22.269438 -25.227133 -22.944139 14.547788 -13.001321 -4.153633 17.765800 -6.760303 1.749909 0.139008 0.047671 0.117614 0.041997 0.275648 7.181233 -7.582796 -1.157890 1.262301
2.280000 1.901234 9.450541 -4.100641 0.781905 -0.114513 0.381371 25.570429 -22.184849 -25.380692 13.416055 -13.383988 -3.832524 16.782913 -8.088326 0.002675 1.796443 -0.783537 0.248718 -0.059727 0.230186 7.372781 -6.922728 -1.056039 0.973536
2.300000 6.706069 8.885880 -6.442296 0.172222 0.933131 0.130321 24.266668 -24.951159 -23.728750 7.607874 -9.376434 -3.148826 17.148319 -10.072005 -1.150815 2.927212 -2.531485 0.186273 -0.424246 -1.452680 7.288640 -7.193799 0.436397 -0.132741
2.320000 7.586941 8.509903 -6.648246 -0.541306 0.254756 0.079670 17.753687 -27.554506 -22.737589 4.301521 -8.650364 -2.967811 20.606377 -11.560512 -1.571303 3.936458 -3.899589 0.995612 -0.919472 -2.795367 7.808416 -8.112950 1.617979 -1.515113
2.340000 10.019627 11.723564 -6.339823 -2.022712 1.524493 0.333630 18.039818 -26.046654 -24.848568 2.621601 -6.016963 -3.058172 20.264210 -12.318245 -0.713723 4.214218 -4.464309 1.570839 -0.924989 -2.738562 8.733543 -9.645386 1.479232 -1.556586
2.360000 4.722383 14.559160 -3.411566 -2.300090 0.307992 0.293227 13.247777 -26.221428 -24.947384 3.794983 -5.912864 -2.962794 24.345013 -10.358349 -1.586545 3.894738 -4.080000 1.349537 -0.853776 -2.797794 10.726252 -10.670820 4.512698 -4.374074
2.380000 -0.464774 15.739626 -0.095603 -3.559870 2.307724 0.005421 13.099627 -24.763178 -26.226267 3.658707 -5.835095 -2.937319 24.869148 -8.005692 -1.160242 2.868945 -2.537000 1.070366 -0.894911 -6.504961 13.803032 -11.951876 9.879195 -9.135438
2.400000 -6.367025 15.608371 0.308457 -4.853881 4.366385 0.045526 10.798309 -21.904543 -25.677782 1.669882 -3.996914 -2.319272 23.507908 -4.694972 -0.001716 2.997353 -2.149723 0.844397 -0.884387 -10.987790 15.861399 -12.130909 12.570982 -12.223959
2.420000 -7.277512 17.243290 -2.609328 -4.930964 3.926458 0.330849 6.752411 -15.544267 -23.210712 2.429204 -3.842780 -1.869603 19.503857 0.497665 1.665496 2.857467 -2.240513 0.812787 -1.083149 -15.935537 16.130322 -12.068032 15.429847 -14.680787
2.440000 -5.888136 17.080622 -4.595108 -3.600249 2.212550 0.428627 2.715528 -8.067929 -19.430172 5.348580 -5.380673 -1.646341 15.264870 5.915813 2.026430 2.529142 -1.722518 0.469735 -0.681488 -19.810734 15.087319 -12.236861 17.917042 -17.224136
2.460000 -4.065749 16.808620 -4.629285 -2.730010 1.975109 0.118341 8.310799 -1.307817 -13.581939 6.438471 -6.029769 -1.123179 7.207627 10.310241 2.415204 2.093696 -1.334024 0.168588 -0.277500 -22.922197 13.494761 -12.168092 20.066431 -19.482180
2.480000 -1.638507 15.365423 -3.523865 -1.354457 0.765046 -0.039890 14.034524 3.428332 -8.449630 7.144149 -6.826645 -0.767254 2.817170 13.394406 1.503191 2.458191 -1.829358 0.185292 -0.176965 -25.251642 10.294449 -11.400959 21.967260 -21.576990
2.500000 1.473985 13.439931 -2.441084 -0.072432 0.211801 -0.144532 20.976374 7.475925 -4.982998 6.947602 -7.038405 -0.721567 -2.387962 16.071905 0.286908 2.006764 -2.459430 0.381411 -0.508892 -28.115263 10.227503 -12.788084 21.943333 -21.104145
2.520000 1.979973 11.911041 -2.688835 1.036366 -0.264223 -0.368175 23.589531 9.144579 -2.534150 4.960318 -5.437469 -0.681289 -5.817451 17.808231 -0.312988 3.148696 -4.038852 1.278527 -0.804196 -28.815126 10.757714 -12.667588 21.544144 -20.468544
2.540000 -0.445821 10.759125 -3.787787 0.250036 -2.823349 1.126496 25.483976 9.174963 -3.970872 0.407596 -2.901451 -0.721831 -10.286867 15.828772 0.470828 4.253369 -4.726251 1.637175 -1.275776 -28.972818 10.544513 -12.367480 21.148012 -19.846609
2.560000 -2.731034 6.307148 -2.277945 1.253744 -9.223743 3.225317 24.845493 10.562235 -8.003803 -3.602296 -0.055405 -0.767108 -15.546741 9.808498 0.348352 5.355151 -5.187346 2.032283 -1.212827 -26.965342 9.615243 -11.167989 21.030180 -19.586573
2.580000 -3.833262 5.638733 -0.646480 2.187147 -9.654831 3.541394 21.326551 12.557618 -14.266004 -6.064166 1.216439 -1.221442 -22.756435 0.509242 1.365413 6.288960 -6.199345 1.645264 -1.459311 -22.571783 8.348533 -8.914348 21.285702 -19.621174
2.600000 -3.764137 6.635667 -0.401897 1.718707 -7.827219 3.183363 16.636417 16.233557 -19.063551 -5.851892 0.765157 -1.742336 -25.342308 -8.860068 0.378772 7.504848 -6.817840 0.880925 -0.670526 -18.224350 6.389440 -6.402113 22.225254 -19.341801
2.620000 -3.886247 7.250905 -0.466200 1.993578 -1.409927 0.329043 10.511463 19.782110 -19.705683 -4.597853 -0.103818 -2.099654 -21.511581 -13.977893 -0.410883 6.893154 -7.142914 0.552600 -0.336306 -14.575328 5.457857 -3.857490 21.967428 -18.932650
2.640000 -3.927812 4.130329 -3.578458 0.528731 -4.563703 2.342146 4.418836 20.171328 -19.046762 -3.733258 -1.304463 -2.349479 -16.030052 -13.184510 0.298202 5.960469 -6.263842 1.264269 -0.242960 -12.593649 4.517754 -1.592639 21.076674 -18.897528
2.660000 -3.959844 0.926479 -4.586800 -0.234150 -4.399075 1.444695 -0.337818 21.691607 -18.004587 -5.482827 -0.353606 -2.396024 -13.327684 -11.012503 -1.829735 4.389408 -4.539392 0.242750 -0.231674 -11.769764 3.448786 -1.332371 20.101940 -18.677155
2.680000 -6.134457 1.627854 -10.317906 -2.878919 -3.285546 1.505540 1.415583 19.418789 -15.892784 -5.481175 -1.207751 -2.492543 -10.868571 -9.561734 0.267357 2.990491 -3.015743 0.225336 0.589424 -9.736598 2.777082 -1.601293 18.922201 -18.826765
2.700000 -8.916511 -0.053447 -14.894950 -3.666170 -4.762414 2.196679 6.732006 10.692811 -11.814853 -1.291834 -2.762007 -2.401935 -3.877241 -8.767893 -0.351631 1.887544 -0.389014 -0.238736 0.408260 -8.814989 2.447825 -1.701381 18.525141 -17.948606
2.720000 -12.249994 -6.156585 -6.988579 -0.568224 -6.901917 1.520965 9.446322 0.412158 -4.098640 -0.849114 1.423189 -1.339264 -4.368940 -7.552394 -0.848367 -0.214328 0.465921 -0.567068 1.168542 -7.535007 1.804441 -1.577579 17.463509 -16.654598
2.740000 -14.839501 -8.754985 4.191189 3.724029 -8.596499 0.902994 4.307141 -2.842340 -2.982784 0.702755 0.375265 -0.753055 -6.059144 -5.055786 0.243091 -1.415048 1.990649 -0.698306 1.116866 -5.344173 2.289887 -0.982028 16.443520 -16.148487
2.760000 -9.208805 -8.925605 6.241954 4.442979 -8.594948 1.108118 2.401210 -2.223965 -2.811850 0.042378 0.832956 -0.876490 -8.605142 -1.511608 0.621956 -1.630335 2.916220 -0.763902 1.190475 -4.330498 1.727065 -0.848091 16.154745 -15.414060
2.780000 -4.250733 -9.090137 3.034016 3.434015 -8.520043 2.282533 4.713013 -2.179574 -1.324371 -2.400980 0.631083 -1.519601 -11.318153 -3.014055 0.031899 -1.171003 2.814554 -0.667816 0.761726 -4.782041 1.148737 -2.232518 15.607504 -15.060263
2.800000 -3.025948 -8.461971 -0.991217 0.531172 -9.107306 3.416390 10.312756 -2.145040 -0.996679 -5.657127 1.273845 -2.035648 -12.236025 -7.270960 -0.378985 0.463662 1.181649 0.329996 -0.223384 -5.049536 0.414089 -3.855321 15.662929 -15.213624
2.820000 -4.312946 -7.797251 -2.265997 -1.287022 -10.661194 3.412349 18.176573 2.393798 -1.900439 -6.889150 0.345347 -2.134888 -11.068544 -10.682896 -1.410576 2.782916 -1.761375 0.855272 -0.990840 -4.873534 -0.062546 -5.456482 16.341282 -15.853867
2.840000 -3.854225 -8.167165 -2.044789 -3.662530 -9.343870 3.088831 21.371964 5.103822 -4.767606 -5.267380 -0.663651 -1.695171 -10.068577 -9.896276 -1.432690 4.580829 -4.569796 1.435778 -1.425718 -3.983535 -0.196371 -6.360327 16.205383 -16.242172
2.860000 -6.301677 -7.843526 -1.903099 -3.648431 -6.953891 2.704508 21.410357 6.588648 -7.236030 -5.038138 -0.794493 -1.774937 -11.489578 -7.834875 -0.802163 5.243073 -5.514807 1.533757 -1.622177 -3.564336 -0.389787 -7.348132 16.087923 -16.329340
2.880000 -7.510941 -9.391379 -1.853236 -1.779158 -5.870045 2.381493 19.996969 6.194393 -8.519384 -5.934192 -0.094292 -1.929543 -11.042532 -5.873064 -0.064015 5.196593 -4.624565 1.299803 -1.250104 -3.075104 -0.366608 -8.015545 16.298658 -16.253954
2.900000 -9.333888 -9.361399 -2.840659 -0.197774 -6.671212 2.658020 18.447119 5.800941 -7.477393 -6.392171 0.384279 -2.116693 -11.505690 -4.334967 0.390459 4.144051 -2.810986 0.873905 -0.975750 -2.678861 -0.175311 -8.549162 16.643255 -16.248552
2.920000 -15.487825 -9.352694 -3.810734 1.002596 -8.285370 2.274915 15.459945 4.604501 -4.717772 -6.817452 1.293292 -1.992842 -12.171021 -4.621208 1.001475 2.974391 -1.653167 0.496006 -0.843338 -2.821136 -0.211931 -8.529926 16.958883 -16.452524
2.940000 -19.417595 -10.967022 -6.198239 2.076653 -8.743992 1.609749 14.782751 3.093188 -4.255617 -6.154165 0.748401 -1.972418 -12.109261 -6.337478 0.963982 2.133941 -0.984324 0.263876 -0.442698 -2.733521 -0.130800 -8.342726 17.131027 -16.743919
2.960000 -18.663626 -13.311619 -7.129408 2.915032 -8.956475 0.738289 16.563036 4.258188 -6.473365 -5.343865 0.028926 -1.930935 -13.128842 -7.734958 1.019207 1.621504 -0.987939 0.324959 -0.594655 -2.288741 0.105419 -8.575050 17.639708 -16.995722
2.980000 -18.221598 -13.065405 -5.986636 2.590965 -8.371525 0.476899 17.396557 7.679708 -9.738540 -4.592036 -0.450973 -2.104072 -15.749426 -8.486776 1.102692 1.553181 -1.088203 0.471181 -0.724333 -1.446318 0.555343 -9.188451 18.089140 -17.102636
3.000000 -18.715548 -11.074694 -5.432740 0.991360 -6.690776 0.413691 18.665907 9.682440 -12.950825 -3.229127 -1.453721 -2.329541 -18.880434 -8.252796 1.175135 1.765839 -1.297930 0.243724 -0.675633 -0.484045 0.756692 -9.576099 17.941456 -16.711800
3.020000 -18.439499 -9.578531 -3.845641 -1.158825 -4.607668 0.206025 21.895006 10.854370 -15.165459 -1.560910 -3.264970 -2.486268 -19.497042 -6.719915 0.403491 2.164693 -1.198164 0.062679 -0.550956 0.284588 0.751712 -9.346187 16.235216 -15.171404
3.040000 -14.308879 -7.324492 -2.924790 -2.947207 -2.431206 0.023175 26.702570 10.807467 -14.613411 -0.738429 -4.346857 -2.693634 -18.695864 -3.185591 0.584813 2.199428 -1.120069 0.090423 -0.646200 0.652541 0.870549 -8.208845 13.034748 -11.944551
3.060000 -11.747103 -5.461563 -2.013378 -2.866071 -1.768994 0.053977 31.616623 9.798068 -10.590102 -0.556141 -4.812151 -2.688998 -16.027336 1.909970 1.659407 2.405512 -0.610343 0.180569 -0.902962 -0.787704 1.040680 -6.550520 8.983636 -8.188071
3.080000 -6.869334 -3.998282 -0.811626 -2.625302 -1.894899 0.354730 34.630966 9.334929 -5.676189 -1.641027 -4.105968 -2.704285 -11.923345 5.751452 2.695808 2.458093 -0.009498 0.458343 -1.037903 -3.440032 0.921031 -4.980742 5.188352 -4.521370
3.100000 -2.357619 -2.235610 -0.206879 -2.242247 -3.011999 0.772781 35.163464 10.237299 -1.593523 -2.816124 -3.393832 -2.763422 -7.563468 8.505040 3.415197 2.598263 -0.189627 0.636740 -1.011117 -5.430683 0.590799 -3.308048 2.350864 -2.111433
3.120000 1.859059 -0.457749 0.478138 -2.692872 -4.219488 0.999216 37.721706 10.751591 2.644222 -3.700133 -2.096711 -2.666246 -5.907526 11.231651 2.322836 2.434056 -0.581738 0.337136 -0.857534 -5.929791 0.351948 -0.882203 -0.957851 0.891399
3.140000 6.912020 0.580414 3.095924 -4.605575 -4.978424 1.271352 39.190937 9.473734 5.664576 -4.095764 -1.078303 -2.350285 -6.622359 13.346298 0.644826 1.433016 -0.848259 0.264473 -0.820428 -4.436599 -0.237493 1.047909 -2.285372 2.199739
3.160000 9.267420 1.594496 5.622674 -5.762805 -6.432204 1.973210 37.487457 6.857134 5.538070 -4.624662 -0.184203 -2.246812 -8.796774 14.102661 -0.658543 0.689421 -1.267743 0.464752 -0.697264 -2.600862 -0.730659 1.620802 -1.956392 1.878407
3.180000 9.517455 2.009765 6.353744 -6.381897 -8.031834 2.432080 35.834900 3.065056 5.099538 -4.322011 0.643280 -2.140638 -11.115811 14.435788 -1.004251 0.659444 -1.710723 0.347486 -0.543106 -1.786095 -0.944770 1.530910 -1.441760 1.593607
3.200000 4.667100 1.550967 6.157786 -6.039436 -7.264367 3.068891 39.064301 -1.182161 3.273965 -3.719969 -0.003084 -2.128559 -12.523876 14.719656 -0.521426 1.122107 -1.830000 0.052557 -0.329445 -2.156501 -0.795935 1.398849 -1.201818 1.544478
3.220000 -6.449428 -0.392781 2.888938 -3.185249 -4.805935 2.514202 45.331505 -3.261862 -0.443891 -0.612146 -2.687051 -2.238587 -14.856532 16.627958 -0.092973 2.194839 -1.846894 0.312534 -0.272238 -2.751195 -0.768371 1.479111 -0.779469 1.181932
3.240000 -18.631273 -2.988255 -1.724705 0.600426 -1.550588 0.776930 52.516506 -4.236629 -2.589684 2.343030 -5.843148 -2.331480 -17.157631 18.677185 -0.113986 2.719296 -2.177065 0.375562 -0.587839 -3.298536 -1.072394 1.578747 -0.713723 0.862338
3.260000 -23.937466 -5.511357 -2.996110 2.982947 1.011117 -1.025909 57.117599 -3.908486 -1.501049 5.581401 -7.109746 -2.332971 -17.145536 19.337233 -0.745491 2.466782 -2.653218 0.445172 -0.800266 -3.051582 -0.919198 1.056941 -0.593171 0.856263
3.280000 -24.023903 -7.206330 -3.621751 4.393293 -0.485273 -1.020928 55.943081 -5.565517 4.069452 9.378168 -8.494244 -2.291158 -17.102465 20.292334 -0.965561 2.894250 -3.280140 0.395806 -0.942641 -2.485377 -0.399194 0.591029 -0.316153 0.735123
3.300000 -23.106192 -8.891317 -3.801802 4.455087 -1.506719 -0.541762 52.431278 -12.661298 9.825063 13.312552 -9.490283 -2.317739 -16.514183 22.035942 -1.526765 3.687131 -3.883608 0.494320 -1.000132 -2.487510 -0.329937 -0.013929 -0.291973 0.547188
3.320000 -24.253445 -10.030390 -6.698545 2.576513 -1.928940 -0.487074 48.531616 -18.657312 11.967104 16.053339 -10.583193 -2.127849 -15.275530 22.526525 -2.382113 3.485953 -3.991918 0.663907 -1.091067 -3.031890 -0.270803 -0.642693 0.115714 0.027847
3.340000 -22.225391 -10.290369 -8.602842 4.168181 -2.664291 -1.047351 38.031670 -21.081182 12.795664 17.697927 -11.178421 -1.849937 -12.672998 19.067837 -2.919187 2.274185 -3.473708 0.757172 -1.143844 -3.330265 -0.210820 -0.612668 0.811968 -0.500128
3.360000 -15.351863 -10.298239 -6.359206 9.647018 -5.312584 -1.891270 23.965672 -19.929585 13.322906 17.870829 -10.165720 -1.124136 -7.350399 12.530859 -2.780799 0.562178 -2.220389 -0.112398 -1.061537 -2.772576 -0.484342 -0.082858 0.873334 -0.207396
3.380000 -2.122633 -9.128285 -6.040373 16.406281 -13.810043 -2.357879 9.330045 -17.790255 11.335747 16.181847 -8.087933 -0.390133 0.264860 6.115485 -2.075324 -0.169716 -0.752747 -0.395045 -0.730499 -1.956702 -0.513742 0.222418 0.932535 -0.116799
3.400000 14.360258 -6.869123 -11.261576 14.111531 -18.749060 -2.294667 5.681370 -16.967596 8.001337 12.589546 -4.436541 0.138061 5.819812 6.575058 -0.920276 0.107621 -0.351046 -0.347388 -0.116287 -0.350370 -0.009110 -0.849385 0.399523 -0.317105
3.420000 11.022946 -8.546202 -14.127628 3.760711 -14.839433 -1.154611 28.113171 -16.339916 7.346557 6.405214 1.056163 0.069107 2.120697 15.481853 0.138498 0.971716 -0.378878 -0.867798 0.313116 0.109597 1.183733 -2.879493 -0.327390 -0.301302
3.440000 -10.259941 -12.100183 -9.805619 2.614482 -8.260605 -1.035854 54.807438 -16.296562 12.394572 2.929615 0.033115 0.054437 -7.169333 22.463289 0.814756 2.819613 -0.960481 -0.791081 -0.482172 -0.483225 2.617572 -4.143796 -0.715344 0.723652
3.460000 -23.557571 -17.904448 -6.539015 6.090813 -4.053438 -1.135507 63.535591 -16.508276 17.025908 4.479136 -6.342380 0.293340 -14.666424 20.635853 2.122425 4.001026 -2.413792 0.350895 -0.807136 -0.004313 1.868738 -2.941498 -2.034817 1.692858
3.480000 -28.161625 -17.014740 -11.861154 3.581263 -1.714879 0.582617 61.144653 -23.240047 15.645249 10.641871 -12.220466 0.181736 -21.264814 18.523073 1.402186 5.185423 -3.715091 0.439753 -0.128783 -0.004704 0.758826 -1.087385 -1.944220 1.692796
3.500000 -30.326559 -11.997350 -17.187450 -0.937278 -1.023044 3.301680 59.489426 -27.127995 5.894193 22.543598 -19.022789 -0.340684 -19.579014 13.729787 0.754873 4.265096 -3.597013 0.644690 -0.353440 -0.574934 0.924540 -0.457957 -0.866085 0.465359
3.520000 -38.283749 -22.001272 -18.104677 31.516436 -32.949501 8.100968 45.717972 -3.231274 -21.001238 84.640869 -54.889347 0.745781 19.101366 -6.612170 2.531469 -1.546915 3.373686 -2.883521 1.314413 -4.778483 2.390934 -1.153219 0.422745 0.063191
3.540000 45.923164 37.061234 19.329636 44.871899 -52.830418 2.967992 -67.180893 -23.754707 -14.902012 47.028713 4.014416 2.349905 10.499811 -55.979767 -9.348996 -5.020500 -1.908486 1.052316 0.461525 -3.470279 -0.455286 3.388008 2.562649 -2.135841
3.560000 52.529488 8.713341 36.989426 16.904123 -63.882050 -0.775847 -40.108665 -7.322434 0.013966 44.529892 -10.481392 1.051339 13.351062 -41.620644 -3.896343 -1.502811 -2.920777 2.562400 -1.161666 -0.736078 -3.944153 5.385602 4.356977 -5.922395
3.580000 40.318539 -17.726496 18.297197 11.924639 -50.289207 5.957020 -27.154099 27.080456 -18.159908 55.186558 -32.099926 0.397741 22.650724 -16.818686 -1.030553 2.355949 -11.115145 -0.746674 -0.459219 -3.318390 -4.395423 4.459245 0.285626 0.701716
3.600000 68.532249 -6.101333 10.095040 40.968418 -53.432316 -0.808603 -19.995956 18.020781 -4.092232 33.572914 -12.089751 -0.076721 7.159970 -12.844558 -0.977349 7.637972 -8.433662 1.716776 0.102863 0.907896 -1.351010 0.941718 -0.328380 -0.326595
3.620000 54.314121 2.954782 2.246046 33.184479 -50.838570 -3.826178 -30.838596 -10.597363 -1.358028 8.046776 -1.192070 0.855859 4.739306 -24.606400 0.949444 5.251971 -3.486653 2.512129 0.145289 3.651722 -0.520954 -0.784060 0.264455 -0.217438
3.640000 31.682400 3.747072 -9.547873 21.664722 -43.873524 -3.204202 -27.819090 -8.621311 0.483058 24.536345 -16.658812 1.527351 4.638346 -14.818739 2.955135 4.156638 -1.863816 -1.078403 0.136761 -3.981564 1.945951 -1.082513 -0.369641 1.399591
3.660000 38.460979 2.939329 18.886047 20.069124 -43.588257 -9.842526 -35.193790 0.947840 20.035435 -6.500335 18.039274 2.519472 30.629684 -12.874420 6.494092 0.780149 2.349067 1.040445 -1.059384 -13.684880 5.407409 -3.320858 -1.700693 1.482034
3.680000 30.290525 7.568204 -9.086829 34.706284 -46.879417 -8.404042 -30.552261 13.510221 -5.077146 9.023837 -7.623847 -0.855053 25.302404 3.443924 -4.124321 2.508521 -2.098864 -1.231604 0.678627 -6.708339 6.142840 -3.689112 -1.559575 0.860286
3.700000 15.367819 2.969401 10.249905 27.822285 -47.964527 -9.383109 0.521560 -7.462487 5.584551 -13.140452 14.657323 -0.171643 13.426365 2.394494 -10.168530 2.280910 -3.549622 -0.803027 2.051385 18.239529 -7.720432 2.038021 0.662410 -1.544808
3.720000 28.643709 3.444412 -0.084185 13.778020 -36.009903 -0.991814 -2.955195 -5.930646 -11.824954 -16.397249 11.055863 0.035958 7.547095 -17.052307 -7.983544 1.445161 -3.949556 -0.593693 0.512337 12.633878 -10.226239 8.361678 1.139479 -0.626592
3.740000 29.145359 2.016933 -1.261875 11.695619 -35.410542 -3.852052 2.691788 -1.923210 -9.194071 -2.043325 -1.662088 -2.791218 7.953059 -7.447738 -3.063420 2.758726 -2.601531 -0.732249 -0.201289 9.394117 -7.109539 7.869045 -0.740075 0.548604
3.760000 22.746689 3.507849 9.386365 9.615485 -33.257568 -9.679449 7.522424 2.438432 11.731291 -9.659083 10.909484 0.690385 12.220084 -12.995320 1.887328 1.280073 -0.289812 0.182361 0.508251 6.231548 -4.728449 5.022878 -0.438072 0.932899
3.780000 35.725193 2.006054 -2.373877 10.982147 -30.561947 -4.264014 2.092369 -0.892742 -5.117990 -2.416290 0.432246 1.008111 12.247144 -10.718871 3.899593 2.357086 -2.127799 -1.150515 1.146538 1.155626 -1.310689 5.057529 -1.367519 0.711951
3.800000 20.509048 0.924057 0.230962 15.011451 -40.004177 -6.158625 1.664714 0.728676 5.021753 0.598377 0.106632 0.622395 6.891263 -2.877852 -0.024589 1.736089 -2.407487 0.574334 -0.659830 0.674520 -3.939534 4.385774 0.305912 -0.853860
3.820000 28.861650 3.763143 1.504697 12.660792 -34.517384 -3.190905 -3.140730 -1.798468 2.189637 -3.815227 -0.496497 0.698073 8.521964 -10.943372 -1.751732 1.659551 -1.782175 -0.086852 1.400651 -0.654029 -2.388559 2.417660 0.989823 -0.412170
3.840000 5.934865 -14.113203 4.539978 23.497723 -33.405788 -7.677776 -5.159581 -4.274033 4.749324 0.611796 -0.770365 0.297852 8.061148 -11.307358 -0.090268 1.523448 -2.817034 -0.149160 0.265076 2.284127 -1.884841 4.523279 -2.129911 2.132616
3.860000 2.622205 4.985458 -0.741559 9.559520 -19.891464 -1.675255 2.976847 2.615731 3.570665 -0.289536 -1.860859 -0.120506 5.047288 -8.849961 -0.400774 0.423549 0.155775 -1.153855 0.597637 -3.012785 -3.389267 4.503603 2.885212 -1.332552
3.880000 -16.332504 -4.033800 2.107254 15.954313 -16.415770 -4.744699 -0.153926 5.221080 -10.633039 10.902864 -9.132663 0.626480 9.035831 -11.731661 2.594402 0.888728 -1.796504 -0.488471 0.889846 -1.023393 -1.433875 3.114404 -0.696385 0.011744
3.900000 -12.263130 -0.139670 -3.417583 -0.041437 2.313899 -3.184942 0.188862 0.200641 -8.896291 7.588341 -7.308113 -0.466770 -3.610749 -7.394714 1.352724 2.062598 -1.538545 1.355896 -0.883952 -2.955267 -0.226795 1.025845 1.618505 -1.582610
