# time tau_0 tau_1 tau_2 tau_3 tau_4 tau_5 tau_6 tau_7 tau_8 tau_9 tau_10 tau_11 tau_12 tau_13 tau_14 tau_15 tau_16 tau_17 tau_18 tau_19 tau_20 tau_21 tau_22 tau_23
6.220000 -11.396837 -5.525831 3.614434 -6.290755 5.548650 -0.240596 11.409743 -8.064763 3.195294 -8.736737 13.149250 2.542084 3.850129 0.583218 0.607666 3.831754 0.275309 0.112311 -0.008077 -0.086881 -3.372270 -0.265853 -0.017628 0.002084
6.240000 -11.368134 -5.326333 3.541387 -6.362247 5.524150 -0.232269 11.367309 -8.019865 3.329214 -8.672606 13.091066 2.536646 3.782973 0.474956 0.575400 3.818855 0.276256 0.106803 -0.010744 -0.051472 -3.369279 -0.253495 -0.015239 0.001952
6.260000 -11.342706 -5.111195 3.500886 -6.486311 5.505752 -0.234512 11.305679 -7.917052 3.443589 -8.591541 12.947176 2.527826 3.716441 0.344168 0.540106 3.805941 0.277284 0.099893 -0.012184 -0.001310 -3.381314 -0.240156 -0.011076 -0.000004
6.280000 -11.382318 -4.905662 3.487157 -6.660242 5.478926 -0.246077 11.230559 -7.778247 3.549663 -8.501112 12.716979 2.513956 3.660617 0.211805 0.502198 3.790869 0.277399 0.088462 -0.011657 0.055477 -3.398751 -0.228816 -0.004958 -0.001237
6.300000 -11.499697 -4.723758 3.489405 -6.874188 5.438134 -0.265248 11.138833 -7.618327 3.649183 -8.420815 12.426627 2.496188 3.625516 0.096777 0.462971 3.769349 0.279390 0.069101 -0.010944 0.104615 -3.417928 -0.220978 0.002291 -0.002473
6.320000 -11.662697 -4.557229 3.498555 -7.111592 5.387237 -0.290456 11.038899 -7.440865 3.739933 -8.354688 12.102306 2.475927 3.603019 0.002197 0.422391 3.738034 0.282955 0.046324 -0.010192 0.137658 -3.442227 -0.218541 0.008127 -0.002332
6.340000 -11.843811 -4.402857 3.506464 -7.361007 5.337939 -0.319513 10.944060 -7.260571 3.818504 -8.289474 11.764807 2.454478 3.592325 -0.074465 0.378320 3.702025 0.286976 0.024598 -0.010092 0.152096 -3.474057 -0.219837 0.012573 -0.001578
6.360000 -12.018721 -4.260295 3.506104 -7.610066 5.297803 -0.351120 10.867591 -7.087305 3.884262 -8.208138 11.428673 2.432277 3.601427 -0.136284 0.332876 3.667138 0.289088 0.005919 -0.009133 0.150600 -3.510222 -0.223530 0.016529 -0.000753
6.380000 -12.178388 -4.131465 3.496606 -7.844118 5.268595 -0.384839 10.809057 -6.913211 3.938545 -8.111720 11.102119 2.410319 3.635629 -0.178760 0.293966 3.634058 0.289476 -0.011112 -0.007989 0.140845 -3.545084 -0.228105 0.020555 -0.000270
6.400000 -12.320498 -4.018710 3.480379 -8.060397 5.250625 -0.421122 10.774538 -6.729488 3.981111 -7.997949 10.790155 2.389669 3.688143 -0.200620 0.266920 3.602243 0.288506 -0.025817 -0.006823 0.127610 -3.576039 -0.232881 0.024032 -0.000403
6.420000 -12.459511 -3.928600 3.461346 -8.277274 5.240609 -0.459059 10.775374 -6.544664 4.011490 -7.862562 10.489481 2.370096 3.751559 -0.201081 0.252270 3.572829 0.287434 -0.036524 -0.005798 0.112167 -3.603199 -0.238054 0.026802 -0.000495
6.440000 -12.607634 -3.861725 3.439322 -8.502139 5.234811 -0.497326 10.810800 -6.370797 4.028539 -7.704828 10.198072 2.349935 3.824872 -0.181257 0.246603 3.546510 0.286760 -0.043068 -0.004792 0.092270 -3.627542 -0.244238 0.029473 -0.000515
6.460000 -12.762757 -3.810511 3.411854 -8.723051 5.232490 -0.534770 10.869269 -6.211721 4.034079 -7.528755 9.920413 2.329677 3.912152 -0.140575 0.247338 3.523273 0.285514 -0.047446 -0.003927 0.066721 -3.649348 -0.251353 0.032512 -0.000033
6.480000 -12.912023 -3.769577 3.378478 -8.926228 5.234533 -0.570735 10.940404 -6.063045 4.031521 -7.343535 9.661963 2.310173 4.011940 -0.082135 0.254208 3.502377 0.283514 -0.050548 -0.003298 0.037497 -3.668728 -0.258871 0.034559 0.000633
6.500000 -13.045223 -3.735210 3.341031 -9.106197 5.240535 -0.604932 11.013770 -5.918988 4.023958 -7.157187 9.424615 2.292118 4.116930 -0.013261 0.266062 3.483267 0.280697 -0.051783 -0.002962 0.006946 -3.684457 -0.266086 0.035038 0.001484
6.520000 -13.159634 -3.705781 3.301657 -9.268232 5.248832 -0.637108 11.082139 -5.779371 4.012773 -6.972576 9.206709 2.275662 4.219642 0.056974 0.280444 3.466195 0.277230 -0.050583 -0.002844 -0.023096 -3.697227 -0.272368 0.034534 0.002279
6.540000 -13.260142 -3.680150 3.261833 -9.420773 5.257474 -0.667340 11.138271 -5.642504 3.997053 -6.792160 9.004713 2.260675 4.317103 0.122488 0.295251 3.451447 0.273484 -0.047804 -0.002747 -0.050729 -3.709086 -0.277213 0.033410 0.002752
6.560000 -13.345873 -3.658309 3.224059 -9.563040 5.265318 -0.695964 11.185503 -5.504432 3.977200 -6.617723 8.815191 2.247226 4.410779 0.181876 0.310342 3.438844 0.269783 -0.044948 -0.002799 -0.073968 -3.720601 -0.280858 0.032646 0.003015
6.580000 -13.421523 -3.643177 3.192127 -9.697319 5.269469 -0.723410 11.227006 -5.362509 3.955475 -6.451903 8.633836 2.235385 4.499506 0.232948 0.325500 3.428029 0.266406 -0.042265 -0.002915 -0.091093 -3.730367 -0.283424 0.032532 0.003141
6.600000 -13.492049 -3.636241 3.167736 -9.826290 5.266836 -0.749691 11.264465 -5.217553 3.935356 -6.295533 8.458164 2.224967 4.579566 0.273917 0.338901 3.418895 0.263440 -0.040135 -0.002997 -0.102497 -3.737272 -0.285195 0.032843 0.003116
6.620000 -13.563715 -3.634678 3.150061 -9.952169 5.255893 -0.774718 11.291310 -5.073620 3.918315 -6.150757 8.288079 2.215138 4.649142 0.303846 0.348096 3.411040 0.261105 -0.038853 -0.003006 -0.110018 -3.742057 -0.286392 0.033272 0.003023
6.640000 -13.633433 -3.635127 3.137686 -10.072065 5.237005 -0.798453 11.305836 -4.932083 3.905008 -6.020085 8.124417 2.206077 4.707517 0.322494 0.352274 3.404087 0.259707 -0.038897 -0.003010 -0.114582 -3.746481 -0.287196 0.033406 0.002885
6.660000 -13.697026 -3.636302 3.130355 -10.182156 5.211394 -0.820950 11.308824 -4.791318 3.895497 -5.906490 7.968058 2.198166 4.754542 0.329882 0.351590 3.397861 0.259156 -0.040104 -0.003054 -0.116248 -3.751412 -0.287712 0.033246 0.002714
6.680000 -13.752328 -3.639951 3.128182 -10.281928 5.179904 -0.842023 11.304990 -4.651223 3.890099 -5.810069 7.819308 2.191568 4.789701 0.326078 0.346657 3.392838 0.259397 -0.042328 -0.003091 -0.115171 -3.756292 -0.288010 0.033013 0.002543
6.700000 -13.802223 -3.647663 3.130483 -10.374765 5.142644 -0.861606 11.296492 -4.513169 3.888596 -5.729048 7.678174 2.186728 4.812612 0.311646 0.338015 3.389237 0.260070 -0.045274 -0.002924 -0.111683 -3.760564 -0.288048 0.032971 0.002304
6.720000 -13.848910 -3.659611 3.136286 -10.462671 5.099987 -0.879793 11.285600 -4.379003 3.890341 -5.661209 7.544887 2.183510 4.824831 0.289746 0.326559 3.386942 0.261057 -0.048908 -0.002638 -0.106384 -3.764632 -0.287847 0.033175 0.002014
6.740000 -13.894837 -3.675796 3.144959 -10.546566 5.051979 -0.896716 11.276210 -4.249489 3.894796 -5.604246 7.419393 2.181773 4.828043 0.263083 0.313656 3.385504 0.262252 -0.052958 -0.002260 -0.099740 -3.768927 -0.287494 0.033480 0.001661
6.760000 -13.940948 -3.695815 3.156276 -10.625138 4.998147 -0.912289 11.271979 -4.126693 3.901801 -5.556274 7.301763 2.184338 4.824184 0.235209 0.300536 3.384669 0.263630 -0.057362 -0.001844 -0.092325 -3.773467 -0.287205 0.034034 0.001378
6.780000 -13.990785 -3.720546 3.169671 -10.699392 4.937897 -0.926307 11.273267 -4.013082 3.911602 -5.516478 7.193181 2.190101 4.814327 0.207291 0.287418 3.384271 0.265105 -0.061293 -0.001410 -0.084864 -3.777601 -0.287075 0.034447 0.001173
6.800000 -14.043005 -3.749249 3.183630 -10.767251 4.872822 -0.938575 11.280315 -3.909586 3.924092 -5.485575 7.094394 2.192136 4.799870 0.180713 0.274472 3.384962 0.266818 -0.064622 -0.001002 -0.078648 -3.781021 -0.287195 0.034449 0.001151
6.820000 -14.095335 -3.780266 3.196827 -10.827752 4.803790 -0.949103 11.293335 -3.816787 3.938408 -5.463239 7.005428 2.195178 4.782286 0.156570 0.262992 3.386141 0.268380 -0.068301 -0.000479 -0.073406 -3.783898 -0.287390 0.034363 0.000982
6.840000 -14.146345 -3.814766 3.209579 -10.882297 4.731443 -0.957746 11.312344 -3.733994 3.954262 -5.449278 6.925912 2.200466 4.761334 0.135685 0.253339 3.387459 0.269673 -0.071175 -0.000132 -0.068325 -3.786053 -0.287278 0.034276 0.000927
6.860000 -14.196301 -3.852686 3.221848 -10.929924 4.657656 -0.964509 11.336289 -3.660070 3.970447 -5.443376 6.854929 2.207832 4.738064 0.118567 0.245534 3.389524 0.270994 -0.072855 -0.000027 -0.064032 -3.787499 -0.287104 0.034328 0.000747
6.880000 -14.245527 -3.894337 3.233709 -10.970588 4.582726 -0.969438 11.367201 -3.597677 3.987246 -5.442799 6.791537 2.216881 4.714108 0.105076 0.240075 3.392874 0.271960 -0.073836 0.000222 -0.060473 -3.787927 -0.287113 0.034249 0.000749
6.900000 -14.297809 -3.939537 3.244772 -11.009091 4.505255 -0.972697 11.403996 -3.547555 4.004321 -5.447358 6.735861 2.227398 4.689440 0.095972 0.237276 3.396581 0.272510 -0.074326 0.000418 -0.057401 -3.787824 -0.287106 0.033713 0.000564
6.920000 -14.349206 -3.986713 3.254662 -11.041330 4.425943 -0.974518 11.445762 -3.506778 4.020412 -5.459709 6.687671 2.239664 4.665167 0.092049 0.236540 3.399954 0.272717 -0.074188 0.000648 -0.055336 -3.787529 -0.286866 0.032893 0.000443
6.940000 -14.399472 -4.036618 3.264932 -11.067675 4.345320 -0.974721 11.489074 -3.475396 4.036886 -5.479987 6.644988 2.253433 4.640541 0.091532 0.237629 3.403858 0.273123 -0.073428 0.000711 -0.054438 -3.786057 -0.287145 0.031951 0.000266
6.960000 -14.448375 -4.089803 3.275206 -11.089888 4.262017 -0.973301 11.534946 -3.455792 4.054907 -5.508334 6.606723 2.268396 4.615438 0.093042 0.240455 3.407994 0.273208 -0.072187 0.000721 -0.053864 -3.783613 -0.287337 0.030962 0.000376
6.980000 -14.497058 -4.144878 3.284407 -11.107034 4.176646 -0.970478 11.580379 -3.445421 4.072604 -5.545259 6.573608 2.284612 4.589865 0.096414 0.244016 3.412517 0.273056 -0.070808 0.000755 -0.053680 -3.780501 -0.287164 0.029925 0.000213
7.000000 -14.540694 -4.200945 3.293233 -11.116987 4.089845 -0.967483 11.625237 -3.442016 4.090632 -5.591474 6.543794 2.302197 4.564027 0.101061 0.248473 3.417050 0.272785 -0.069312 0.000724 -0.053418 -3.776519 -0.286991 0.028735 0.000199
7.020000 -14.580409 -4.258315 3.302480 -11.121564 4.001944 -0.963044 11.667576 -3.444702 4.109201 -5.646383 6.515999 2.320897 4.537092 0.105926 0.253350 3.421496 0.272489 -0.067607 0.000692 -0.052879 -3.771763 -0.286676 0.027358 0.000024
7.040000 -14.616070 -4.316461 3.312559 -11.121528 3.913237 -0.955257 11.707166 -3.454123 4.127949 -5.710004 6.489282 2.340132 4.508560 0.110459 0.258066 3.425990 0.272330 -0.065843 0.000556 -0.052313 -3.766759 -0.286332 0.025803 -0.000121
7.060000 -14.649147 -4.375274 3.322384 -11.118471 3.822419 -0.949607 11.741916 -3.470382 4.146700 -5.781969 6.461787 2.360133 4.478120 0.113204 0.262455 3.430779 0.272259 -0.064030 0.000473 -0.051473 -3.761560 -0.285813 0.024457 -0.000143
7.080000 -14.676238 -4.433876 3.333012 -11.110998 3.731450 -0.940475 11.774655 -3.489635 4.164994 -5.861374 6.434097 2.381022 4.446339 0.115621 0.266774 3.435260 0.272206 -0.062825 0.000421 -0.050051 -3.756231 -0.285314 0.023325 -0.000399
7.100000 -14.701460 -4.492368 3.344154 -11.099229 3.639253 -0.932057 11.799388 -3.512512 4.182833 -5.950538 6.404274 2.402741 4.413273 0.116313 0.270498 3.439290 0.272347 -0.061531 0.000229 -0.048177 -3.751179 -0.284815 0.022008 -0.000533
7.120000 -14.719602 -4.551617 3.356251 -11.084065 3.546304 -0.923281 11.823272 -3.539406 4.201177 -6.046602 6.372328 2.425189 4.378541 0.115882 0.273921 3.443830 0.272438 -0.060658 0.000096 -0.046071 -3.745910 -0.284275 0.021113 -0.000485
7.140000 -14.735976 -4.608346 3.368238 -11.066746 3.451881 -0.913974 11.838343 -3.567688 4.219050 -6.150345 6.337356 2.448241 4.340556 0.113394 0.276312 3.447461 0.272661 -0.059878 0.000144 -0.043430 -3.740907 -0.283723 0.020093 -0.000776
7.160000 -14.747102 -4.664365 3.380262 -11.046713 3.356951 -0.904345 11.849822 -3.599935 4.236561 -6.259520 6.299267 2.471631 4.301150 0.109592 0.278107 3.451339 0.272945 -0.059451 -0.000112 -0.040662 -3.736376 -0.283228 0.019233 -0.000753
7.180000 -14.753121 -4.718596 3.392273 -11.024257 3.260591 -0.894323 11.855453 -3.632234 4.253136 -6.377072 6.256984 2.495694 4.260169 0.104917 0.279556 3.454428 0.273456 -0.059240 -0.000143 -0.037365 -3.732200 -0.282590 0.018590 -0.000803
7.200000 -14.756389 -4.771361 3.404116 -10.999468 3.163498 -0.884009 11.857506 -3.667655 4.269282 -6.499113 6.211199 2.519976 4.217608 0.099367 0.280352 3.457517 0.273878 -0.059081 -0.000222 -0.034067 -3.728479 -0.282128 0.017827 -0.000937
7.220000 -14.755632 -4.822541 3.415759 -10.975459 3.064790 -0.873628 11.856491 -3.703304 4.284571 -6.625962 6.160447 2.544589 4.174318 0.093411 0.281292 3.460176 0.274179 -0.059407 -0.000366 -0.030576 -3.724774 -0.281602 0.017548 -0.000971
7.240000 -14.752275 -4.872375 3.427082 -10.949656 2.965380 -0.863065 11.849696 -3.741083 4.298704 -6.758642 6.104983 2.569457 4.129955 0.087666 0.281788 3.462590 0.274887 -0.059527 -0.000389 -0.027183 -3.721687 -0.281113 0.017014 -0.001005
7.260000 -14.745932 -4.919219 3.437585 -10.923944 2.864915 -0.852490 11.839692 -3.779380 4.311793 -6.894183 6.044470 2.594413 4.085074 0.081850 0.282194 3.464683 0.275206 -0.059984 -0.000465 -0.024168 -3.718936 -0.280754 0.016636 -0.001131
7.280000 -14.736461 -4.964090 3.447782 -10.897890 2.763613 -0.841878 11.825414 -3.818732 4.323544 -7.034399 5.978056 2.619524 4.040269 0.076833 0.282702 3.466404 0.275779 -0.060334 -0.000588 -0.021165 -3.716663 -0.280362 0.016363 -0.001091
7.300000 -14.723557 -5.006835 3.457101 -10.870982 2.661751 -0.831215 11.806914 -3.858471 4.334000 -7.177920 5.905763 2.644730 3.995067 0.072036 0.283014 3.468000 0.276402 -0.060856 -0.000643 -0.018491 -3.714777 -0.280095 0.015876 -0.001181
7.320000 -14.707240 -5.047443 3.465668 -10.843886 2.559405 -0.820529 11.783794 -3.898793 4.342711 -7.324965 5.827037 2.669926 3.950798 0.067721 0.283457 3.469236 0.276921 -0.061430 -0.000777 -0.016131 -3.713000 -0.279839 0.015641 -0.001160
