time jpLt jpLc tpLt mpLc jrLt jrLc trLt mrLc jyLt jyLc tyLt myLc jkLt jkLc tkLt mkLc japLt japLc tapLt mapLc jarLt jarLc tarLt marLc jpRt jpRc tpRt mpRc jrRt jrRc trRt mrRc jyRt jyRc tyRt myRc jkRt jkRc tkRt mkRc japRt japRc tapRt mapRc jarRt jarRc tarRt marRc jwrt jwrc twrt mwrc jwyt jwyc twyt mwyc jspLt jspLc tspLt mspLt jsrLt jsrLc tsrLt msrLt jsyLt jsyLc tsyLt msyLt jeLt jeLc teLt meLt jwrLt jwrLc twrLt mwrLt jspRt jspRc tspRt mspRt jsrRt jsrRc tsrRt msrRt jsyRt jsyRc tsyRt msyRt jeRt jeRc teRt meRt jwrRt jwrRc twrRt mwrRt r p y step
7.600000 -0.594403 -0.668336 12.701997 17.022369 0.147365 0.115401 7.690140 3.542006 -0.156314 -0.144834 0.964288 -2.628654 0.788639 0.846492 -6.162235 5.152145 -0.174730 -0.233068 -0.392816 -6.116510 -0.207454 -0.214117 0.999108 0.768580 -0.513267 -0.545726 5.058071 2.252487 -0.253592 -0.215501 -6.630741 1.764795 0.039988 0.050875 1.830046 -0.606761 0.841142 0.954441 -21.764750 -1.679683 -0.172116 -0.454488 7.315184 -16.793593 0.184530 0.187831 1.947494 3.086603 -0.003090 0.002248 0.066313 0.321568 0.126921 0.132895 1.209307 0.163872 -1.106229 -0.777336 -1.505901 -1.436083 0.258186 0.225824 2.534553 0.315795 -0.311042 -0.216315 1.673303 -1.701538 -0.306243 -0.248811 -1.017047 -0.675344 0.319845 0.362441 0.269253 0.496663 -0.932728 -0.759276 -0.805949 0.178316 -0.234532 -0.191374 -1.182225 -0.166431 0.532441 0.364871 -1.009708 0.669131 -0.163242 -0.161723 -1.412228 -0.670611 -0.229315 -0.231282 0.045030 0.553279 0.035145 0.070708 0.148287 380.000000
7.620000 -0.614066 -0.651190 4.525899 12.701997 0.148555 0.111322 7.250444 3.362926 -0.169048 -0.165372 1.649058 -4.327214 0.770018 0.810936 -3.041729 3.364730 -0.196150 -0.211656 -1.663500 -2.797505 -0.216920 -0.220567 0.707809 0.999108 -0.480688 -0.529585 6.857299 5.058071 -0.269902 -0.220374 -9.545465 2.400348 0.022913 0.020867 4.786174 -4.230393 0.836728 0.945652 -20.242042 5.600813 -0.313716 -0.444192 3.007176 -16.163938 0.179464 0.171852 1.555053 1.947494 0.003643 -0.000796 0.921306 -0.571497 0.117037 0.115500 2.524761 -0.637810 -1.123329 -0.847781 -1.249775 -1.505901 0.253754 0.217793 2.588695 0.430625 -0.298387 -0.246576 1.758530 -2.103928 -0.300290 -0.256269 -0.721133 -0.643150 0.317654 0.350683 0.260456 0.373897 -0.922408 -0.793268 -0.844130 -0.805949 -0.228859 -0.196562 -0.376952 -0.086258 0.578631 0.416800 -1.138970 1.095966 -0.200308 -0.158495 -1.477453 -0.728629 -0.225939 -0.230462 0.013826 0.683599 0.035540 0.064194 0.174476 381.000000
7.640000 -0.645498 -0.633599 -4.665089 4.525899 0.142592 0.121358 1.832195 2.800693 -0.160962 -0.175329 3.384158 -4.449751 0.757818 0.781200 -0.987462 2.721911 -0.187363 -0.192765 -1.707753 -0.319817 -0.244468 -0.228432 0.235266 0.707809 -0.440993 -0.505700 9.199395 6.857299 -0.258712 -0.219286 -8.387398 2.379646 -0.006375 -0.011966 5.961828 -7.165820 0.846004 0.934528 -16.166685 7.949840 -0.410553 -0.437820 0.382316 -12.292202 0.168654 0.160656 1.236806 1.555053 0.016778 0.006390 0.460754 -0.801728 0.106945 0.098972 3.811689 -1.723034 -1.103117 -0.905129 -0.115554 -1.249775 0.239018 0.210452 2.193921 0.415082 -0.272598 -0.264112 1.486860 -2.173612 -0.291392 -0.262329 -0.371167 -0.490794 0.318255 0.341722 0.223901 0.230338 -0.904371 -0.817476 -0.397474 -0.844130 -0.214324 -0.202696 0.425944 0.381009 0.620224 0.466821 -1.063044 0.757961 -0.232760 -0.165893 -0.935131 -0.745640 -0.226831 -0.229474 -0.022158 0.731814 0.029834 0.053904 0.199070 382.000000
7.660000 -0.678108 -0.627226 -10.166072 -4.665089 0.147011 0.146981 -4.348534 -0.775981 -0.125308 -0.162786 4.308289 -2.608176 0.759440 0.767043 -0.756309 1.726729 -0.177539 -0.175284 -1.750295 0.739267 -0.283328 -0.236699 -0.461154 0.235266 -0.401678 -0.478015 11.203794 9.199395 -0.238663 -0.214641 -5.457935 1.212785 -0.049088 -0.051016 6.274047 -7.174613 0.862802 0.926421 -12.020683 7.807311 -0.455084 -0.436791 -0.379333 -8.359375 0.150562 0.151318 0.820359 1.236806 0.031984 0.024098 -1.311020 -1.675467 0.086780 0.078311 4.810121 -2.136222 -1.067696 -0.949631 1.203411 -0.115554 0.219517 0.203899 1.605109 0.353531 -0.258090 -0.270066 0.850183 -1.840391 -0.280196 -0.266367 -0.165138 -0.297534 0.322762 0.335779 0.185292 0.073633 -0.882048 -0.834571 0.147720 -0.397474 -0.204153 -0.207669 0.792764 0.744494 0.656733 0.513394 -0.877878 0.318550 -0.261223 -0.181913 -0.339350 -0.456487 -0.234392 -0.229726 -0.049539 0.478645 0.017902 0.041524 0.227418 383.000000
7.680000 -0.702044 -0.637478 -10.437027 -10.166072 0.185122 0.184883 -5.858404 -4.328411 -0.079718 -0.120469 1.193064 0.020122 0.771757 0.773754 -2.772845 1.641867 -0.118522 -0.158088 -0.719371 0.885558 -0.307894 -0.248472 -0.737712 -0.461154 -0.365761 -0.448986 12.531288 11.203794 -0.226879 -0.209445 -4.140629 -0.408056 -0.095742 -0.097555 7.138677 -5.865991 0.900337 0.926230 -5.923944 6.284220 -0.467806 -0.442205 -0.011189 -5.736464 0.122872 0.143284 0.110048 0.820359 0.057265 0.049610 -2.275634 -3.060570 0.063255 0.051482 6.141661 -1.749550 -1.019175 -0.981451 2.472783 1.203411 0.216177 0.198052 1.573998 0.377463 -0.252905 -0.269372 0.375192 -1.227646 -0.267478 -0.267050 -0.185633 -0.175215 0.324446 0.332218 0.111690 -0.010077 -0.857804 -0.844923 0.459581 0.147720 -0.206581 -0.211223 0.660800 0.835321 0.675476 0.554629 -0.843650 0.042557 -0.270319 -0.201814 0.298794 -0.144905 -0.243734 -0.231984 -0.026281 0.194444 0.001321 0.027403 0.263858 384.000000
7.700000 -0.699185 -0.657825 -5.100765 -10.437027 0.247780 0.231303 -3.691043 -3.525734 -0.041118 -0.065025 -2.813068 2.332670 0.794626 0.795090 -3.686393 1.905808 0.040805 -0.125194 0.620317 -0.867036 -0.310276 -0.260710 -0.416351 -0.737712 -0.356189 -0.421569 9.272072 12.531288 -0.215755 -0.203975 -3.093280 -1.499024 -0.149998 -0.145453 5.678754 -5.639653 0.933980 0.937743 -3.357191 2.970050 -0.502992 -0.454467 0.192224 -2.953894 0.098888 0.136630 -0.887080 0.110048 0.076376 0.078343 -4.424874 -4.208648 0.040567 0.026510 5.834614 -1.933014 -0.987833 -1.000971 2.730099 2.472783 0.215023 0.193400 1.481974 0.599403 -0.255907 -0.266973 0.141400 -0.974595 -0.258353 -0.264735 -0.243939 -0.148661 0.318862 0.329246 0.036399 0.036971 -0.856478 -0.848369 -0.308252 0.459581 -0.198124 -0.212901 0.692511 0.752225 0.662348 0.586734 -1.043547 0.091425 -0.253823 -0.218529 0.685124 0.162537 -0.248136 -0.235457 0.035488 -0.136256 -0.017724 0.010673 0.302951 385.000000
7.720000 -0.707461 -0.688234 1.730405 -5.100765 0.286774 0.274087 -2.627233 -0.438987 -0.001238 -0.015848 -3.576338 3.252055 0.840227 0.832027 -5.547123 1.395328 0.283434 -0.079205 7.058014 -2.291065 -0.313550 -0.266718 -1.469541 -0.416351 -0.370255 -0.398305 2.591382 9.272072 -0.210372 -0.200962 -1.990731 -1.292737 -0.204608 -0.190935 3.546290 -4.386017 0.902592 0.960477 -15.565363 1.539810 -0.559893 -0.472597 -0.637421 -1.817381 0.085549 0.130700 -0.785686 -0.887080 0.086143 0.103321 -6.415103 -5.129744 0.022646 0.006730 5.629875 -0.704870 -0.983978 -1.009974 1.732187 2.730099 0.216019 0.190160 1.475620 0.670287 -0.269306 -0.266772 0.127200 -0.811687 -0.254825 -0.262182 -0.134319 -0.140169 0.308472 0.325200 0.010401 0.103770 -0.849745 -0.843810 -1.645606 -0.308252 -0.182414 -0.211219 0.671077 0.868029 0.604075 0.603269 -1.303679 0.175518 -0.232144 -0.227731 0.690160 0.324818 -0.244341 -0.238280 0.092123 -0.360306 -0.035906 -0.007951 0.340794 386.000000
7.740000 -0.723275 -0.732904 8.843963 1.730405 0.318460 0.306198 -1.914813 0.474552 0.037107 0.024130 -2.678076 3.101786 0.894617 0.887116 -6.952862 -2.322324 0.530852 -0.026673 10.281019 -7.869448 -0.330262 -0.260904 -2.984893 -1.469541 -0.374622 -0.378336 -2.143842 2.591382 -0.227337 -0.202122 -4.639938 -0.777779 -0.246480 -0.232378 2.829537 -2.768510 0.844391 0.987481 -32.714007 8.242899 -0.617666 -0.492646 -1.715928 -7.322464 0.070999 0.126092 -1.133372 -0.785686 0.091577 0.118483 -6.852279 -6.022489 0.008092 -0.006907 4.350685 0.392614 -1.001965 -1.009274 -0.457778 1.732187 0.226680 0.188102 1.772047 0.674210 -0.296385 -0.272330 0.285281 -0.801410 -0.268699 -0.262056 -0.205621 -0.072360 0.304330 0.320417 0.066312 0.061959 -0.848595 -0.828156 -3.913191 -1.645606 -0.203328 -0.207693 -0.309447 0.987378 0.527455 0.600635 -1.434801 0.316301 -0.229491 -0.230597 0.157460 0.299018 -0.238173 -0.239267 0.078800 -0.391142 -0.049730 -0.026137 0.378220 387.000000
7.760000 -0.765516 -0.784056 11.456150 8.843963 0.354758 0.336200 -0.416895 0.381631 0.066689 0.057034 -2.582342 2.296444 0.956826 0.947085 -7.235560 -3.946465 0.693615 0.048732 12.005589 -10.899327 -0.348082 -0.260596 -1.385989 -2.984893 -0.393952 -0.359994 -9.366432 -2.143842 -0.244863 -0.204281 -7.694812 0.905200 -0.270962 -0.267258 3.917515 -3.734738 0.781140 1.012321 -49.619551 17.595903 -0.723228 -0.511372 -4.661810 -15.118104 0.051464 0.120015 -1.442012 -1.133372 0.095015 0.125109 -6.419543 -5.601482 -0.004898 -0.011856 1.561150 1.250797 -0.987981 -0.998406 -1.912601 -0.457778 0.239375 0.188343 1.794679 0.743383 -0.316513 -0.283282 0.528950 -1.028664 -0.281650 -0.266571 0.192513 -0.135967 0.300168 0.315650 0.073619 0.069654 -0.822478 -0.802835 -5.094896 -3.913191 -0.230583 -0.205645 -1.135338 0.562677 0.453555 0.581041 -1.323709 0.872124 -0.217121 -0.229080 -0.020309 0.039330 -0.230736 -0.238239 0.043885 -0.118130 -0.059564 -0.043494 0.411361 388.000000
7.780000 -0.803466 -0.836323 13.994277 11.456150 0.389235 0.368266 -0.757517 1.082724 0.095164 0.088691 -3.267618 1.499619 1.014999 1.007670 -6.850882 -5.050255 0.798689 0.132068 10.978376 -12.285815 -0.354041 -0.282099 0.391774 -1.385989 -0.396013 -0.341797 -13.645609 -9.366432 -0.251395 -0.204004 -9.679702 1.888649 -0.289597 -0.296910 5.551506 -5.806164 0.751860 1.030100 -57.785418 28.175603 -0.810512 -0.526864 -7.113189 -21.443948 0.030215 0.113712 -1.882296 -1.442012 0.106354 0.128396 -4.741728 -3.990346 -0.018148 -0.012235 -1.274877 2.429197 -0.941419 -0.975428 -2.916162 -1.912601 0.266311 0.193520 1.720243 0.632865 -0.324309 -0.295777 0.697251 -1.161814 -0.286227 -0.273445 0.415230 0.059447 0.292930 0.310624 0.057288 -0.133066 -0.767073 -0.770692 -5.046860 -5.094896 -0.259977 -0.206411 -1.817279 0.094186 0.399080 0.550148 -0.995994 1.229524 -0.216663 -0.224716 -0.449426 -0.032097 -0.221374 -0.235246 0.011598 -0.011788 -0.067692 -0.058764 0.439693 389.000000
7.800000 -0.853603 -0.884377 12.966862 13.994277 0.427052 0.404222 -0.645526 1.255050 0.111320 0.116123 -4.459625 2.012567 1.073315 1.057242 -3.331640 -4.500947 0.824566 0.235234 6.992104 -11.351829 -0.345686 -0.305876 0.985477 0.391774 -0.390169 -0.322324 -16.451663 -13.645609 -0.266675 -0.199971 -13.968102 2.064098 -0.303192 -0.322733 7.396803 -7.615604 0.732460 1.040085 -62.633084 34.028432 -0.882991 -0.538700 -9.307581 -23.756986 0.012880 0.107709 -2.296984 -1.882296 0.114060 0.132409 -4.147280 -1.733425 -0.024498 -0.011966 -2.549129 3.008303 -0.859418 -0.938925 -3.141849 -2.916162 0.302820 0.205682 1.584973 0.511496 -0.325188 -0.306643 0.723034 -1.208747 -0.282773 -0.279368 0.524989 0.178971 0.284969 0.304991 0.061193 -0.236259 -0.708757 -0.733769 -4.784542 -5.046860 -0.297183 -0.211572 -2.310487 -0.410642 0.360427 0.514223 -0.682430 1.406637 -0.230765 -0.221200 -0.756790 -0.230512 -0.207888 -0.230024 -0.009029 0.218914 -0.076276 -0.072574 0.463711 390.000000
7.820000 -0.904005 -0.927773 10.716214 12.966862 0.467779 0.438514 1.189790 1.907049 0.120837 0.136128 -5.564734 2.552575 1.125245 1.095251 1.287991 -3.382479 0.783601 0.347204 1.800833 -6.714119 -0.313843 -0.320291 1.095415 0.985477 -0.393124 -0.305244 -19.767960 -16.451663 -0.285400 -0.196501 -18.056178 3.285649 -0.326651 -0.343884 6.178274 -10.682452 0.731485 1.046402 -63.916007 38.036616 -0.904306 -0.547802 -9.864044 -24.596468 0.012066 0.102906 -2.310440 -2.296984 0.111271 0.135216 -4.952185 -0.799075 -0.026174 -0.011495 -3.020384 3.348205 -0.771595 -0.890418 -3.173456 -3.141849 0.346028 0.225275 1.427547 0.430969 -0.332187 -0.315620 0.582230 -1.154004 -0.269911 -0.281905 0.578407 0.231898 0.277034 0.298765 0.073112 -0.293091 -0.662001 -0.694259 -4.682354 -4.784542 -0.343701 -0.223443 -2.535192 -0.814029 0.335970 0.478091 -0.431490 1.496459 -0.247093 -0.221683 -0.691439 -0.373881 -0.196743 -0.222953 -0.067107 0.382909 -0.083147 -0.084102 0.482696 391.000000
7.840000 -0.932398 -0.963856 10.980299 10.716214 0.494880 0.465606 2.462939 3.377262 0.125166 0.149904 -6.552041 2.187472 1.163485 1.125724 3.294463 -1.944197 0.743478 0.453147 -1.267726 -0.656206 -0.274185 -0.320834 0.890139 1.095415 -0.394286 -0.295519 -20.633921 -19.767960 -0.290481 -0.199469 -17.190789 5.938952 -0.348478 -0.358607 3.759221 -12.117226 0.764742 1.055245 -59.738049 39.079843 -0.869149 -0.555890 -8.658739 -24.836164 0.027028 0.099958 -1.971589 -2.310440 0.097066 0.131579 -5.766178 -0.965900 -0.025208 -0.010382 -3.140419 3.986284 -0.711898 -0.834379 -3.809846 -3.173456 0.395125 0.252454 1.170561 0.422658 -0.345156 -0.324456 0.505268 -1.004889 -0.262074 -0.280885 0.371446 0.252648 0.268910 0.292052 0.083147 -0.325760 -0.624203 -0.654420 -4.701108 -4.682354 -0.379982 -0.242662 -2.183479 -1.051851 0.323316 0.444989 -0.213757 1.483341 -0.258569 -0.225799 -0.574323 -0.312166 -0.193406 -0.215697 -0.136336 0.379273 -0.084644 -0.092143 0.495606 392.000000
